Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
BUAN,6346,002,,16,10,9,2,1,,,,,,,,,,,,,"El-khodari, Gasan E","Kadam, Ashlesha Sanjay",,,,,axh134230,austin henslee
BUAN,6346,501,,16,12,7,2,2,,,,,,,,,,,,,"El-khodari, Gasan E","Kadam, Ashlesha Sanjay",,,,,axh134230,austin henslee
BUAN,6346,505,,3,3,4,1,1,,,,,,,1,,,,,,"Shadid, Waseem G","Bhole, Nikita Chandrakiran",,,,,hxk210085,hossein kamalzadeh
BUAN,6346,S01,,10,8,4,3,4,,2,,,,,,,,,,,"Paes, Antonio P",,,,,,app210006,antonio paes
BUAN,6346,SW1,,23,18,5,9,,,,,,,,,,,,,,"El-khodari, Gasan E","Perez, Jerry",,,,,,gasan el khodari
BUAN,6356,002,,7,4,4,4,2,,1,,,,,,,,,,,"Sun, Shujing","Jethe Bhanushali, Mrudula S",,,,,bardhan,indranil bardhan
BUAN,6356,003,,9,3,2,1,1,,1,,,,,,,,,,,"Sun, Shujing","Jethe Bhanushali, Mrudula S",,,,,jap090020,jason parker
BUAN,6356,501,,13,8,11,1,5,,,,,,,,,,,,,"Lee, Heeseung","Khan, Afnan Anwar",,,,,jap090020,jason parker
BUAN,6356,502,,9,8,6,11,3,1,,,,,,,,,,,,"Lee, Heeseung","Khan, Afnan Anwar",,,,,jap090020,jason parker
BUAN,6356,S01,,6,5,2,3,2,,1,,,,,1,,,,,,"Shrivastava, Prakash C",,,,,,pcs130130,prakash shrivastava
BUAN,6356,SW1,,28,3,2,,,,,,,,,,,,,2,,"Johnston, Walter L",,,,,,wlj031000,walter johnston
BUAN,6357,SW1,,26,13,1,3,3,,,,,,,,,,,,,"Johnston, Walter L",,,,,,wlj031000,walter johnston
BUAN,6359,001,,7,1,2,5,2,7,4,,,,,4,,,,,,"Toptal, Aysegul","Agarwal, Naman",,,,,meb049000,monica brussolo
BUAN,6359,0W1,,10,,3,1,1,1,3,,,,,1,,,,4,,"Ahadi, Khatereh","Gatne, Sushmita Sunil","Singh, Manjot",,,,meb049000,monica brussolo
BUAN,6359,501,,11,3,10,3,3,4,5,,,,,2,,,,,,"Sethi, Avanti P","Grover, Siddhartha",,,,,rxr145930,rasoul ramezani
BUAN,6359,5W1,,5,3,7,6,1,1,,,,,,2,,,,,,"Sethi, Avanti P","Grover, Siddhartha",,,,,tgw100020,tristan whalen
BUAN,6359,S01,,8,5,2,5,1,2,1,,,,,,,,,,,"Brussolo, Monica E",,,,,,meb049000,monica brussolo
BUAN,6359,S02,,8,3,1,3,,1,1,,,,,2,,,,,,"Whalen, Tristan G",,,,,,tgw100020,tristan whalen
BUAN,6359,SW1,,5,2,3,1,1,1,1,,,,,1,,,,1,,"Brussolo, Monica E",,,,,,meb049000,monica brussolo
BUAN,6382,501,,15,16,8,4,,,,,,,,,,,,,,"El-Youssef, Rami","Ghosh, Debapratim",,,,,rxe200001,rami el youssef
BUAN,6382,S01,,2,19,3,,,,,,,,,,,,,,,"Kamalzadeh, Hossein",,,,,,hxk210085,hossein kamalzadeh
BUAN,6382,SW1,,1,12,1,1,,,,,,,,,,,,1,,"Kamalzadeh, Hossein",,,,,,hxk210085,hossein kamalzadeh
BUAN,6383,001,,4,1,3,3,,1,,,,,,1,,,,,,"Menon, Syam S","Ghosh, Debapratim",,,,,sxm021300,syam menon
BUAN,6390,001,,6,28,19,5,,,,,,,,,,,,,,"Samant, Mandar",,,,,,rxb132730,ranavir bose
BUAN,6390,002,,9,36,12,1,1,,,,,,,,,,,1,,"Samant, Mandar",,,,,,rxb132730,ranavir bose
BUAN,6390,003,,20,28,7,4,,,,,,,,1,,,,,,"Dean, Brian","Jain, Kushagra",,,,,bjd210004,
BUAN,6390,501,,11,23,7,3,3,1,,,,,,,,,,,,"Thomas, Sunela S","Bhole, Nikita Chandrakiran",,,,,jaa010600,
BUAN,6390,S01,,9,24,10,3,,,1,,,,,,,,,,,"Samant, Mandar",,,,,,mss190002,mandar samant
BUAN,6390,S02,,22,3,,,,,,,,,,,,,,1,,"Alvarez, Jose",,,,,,jaa010600,jose alvarez
BUAN,6392,001,,9,8,7,4,1,1,,,,,,,,,,,,"Mehra, Amit","Chen, Luoying",,,,,axm078200,amit mehra
BUAN,6392,0W1,,3,6,4,2,,,,,,,,,,,,,,"Mehra, Amit","Chen, Luoying",,,,,axm078200,amit mehra
BUAN,6398,001,,11,4,6,6,6,1,2,,,,,,,,,,,"Nguyen, Hien T","Gupta, Anuj",,,,,cxk162830,
BUAN,6398,002,,24,7,8,11,3,3,4,,,,,7,,,,1,,"Whalen, Tristan G","Ninan, Patrick G",,,,,cxk162830,
BUAN,6398,003,,5,3,5,2,7,1,,,,,,3,,,,,,"Nguyen, Hien T","Gupta, Anuj",,,,,asethi,awanti sethi
BUAN,6398,0W1,,15,10,3,8,3,6,1,,,,,1,,,,,,"Whalen, Tristan G","Ninan, Patrick G",,,,,cxk162830,
BUAN,6398,501,,7,9,6,8,6,1,4,,,,,1,,,,,,"Nguyen, Hien T","Gupta, Anuj",,,,,cxk162830,
BUAN,6398,S01,,18,1,3,4,6,2,2,,,,,,,,,,,"Ramezani, Rasoul",,,,,,rxr145930,rasoul ramezani
BUAN,6398,SW1,,4,2,3,3,2,,1,,,,,,,,,1,,"Ramezani, Rasoul",,,,,,rxr145930,rasoul ramezani
BUAN,6V98,001,,,,,,,,,,,,,,,,,,67,"Thomas, Sunela S",,,,,,kxs147230,kashif saeed
BUAN,6V98,S03,,,,,,,,,,,,,,,,,,12,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar
BUAN,6V99,001,,14,2,,,,,,,,,,,,,,,,"Bose, Ashim","Khan, Afnan Anwar",,,,,kkhan,ziaullah khan
BUAN,6V99,501,,6,4,4,5,2,,2,,,,,,,,,,,"Singh, Harpreet","Joseph, Shailender",,,,,axh134230,austin henslee
CE,1202,001,7,5,,5,4,3,3,1,2,,1,,,,,,,,"Abulaiha, Haifa","Dhole, Sameer R","Nayemuzzaman, Sk","Ahmed, Shakil","Abedin Khan, Mushfiqul",,dcc095020,diana cogan
CE,1202,002,7,9,5,1,4,1,1,,1,,1,,1,,,,1,,"Abulaiha, Haifa","Abedin Khan, Mushfiqul","Dhole, Sameer R","Nayemuzzaman, Sk","Ahmed, Shakil",,axk144831,amir khoobroo
CE,1202,003,3,4,8,3,3,3,3,3,1,,1,,2,,,,1,,"Abulaiha, Haifa","Dhole, Sameer R","Nayemuzzaman, Sk","Ahmed, Shakil","Abedin Khan, Mushfiqul",,dcc095020,diana cogan
CE,1202,004,7,8,8,4,3,,,,,,,,,,,,,,"Abulaiha, Haifa","Dhole, Sameer R","Nayemuzzaman, Sk","Ahmed, Shakil","Abedin Khan, Mushfiqul",,dcc095020,diana cogan
CE,1337,003,,2,2,2,2,,,,,,,,3,,,,2,,"Darbari, Parisa",,,,,,jcb011200,jonathan brandenburg
CE,1337,008,,2,1,4,1,,,,,,,,,,,,2,,"Srivastava, Aditya",,,,,,jws130830,jason smith
CE,1337,0W1,3,3,1,2,1,1,,,,,,,,,,,1,,"Dollinger, Scott M",,,,,,smd013000,scott dollinger
CE,2301,001,1,,1,3,3,1,,1,3,,2,,,,,,,,"Lee, Gil S","Neelapureddy, Uttam Reddy",,,,,gslee,gill lee
CE,2301,002,,,1,2,1,7,2,2,2,,3,1,,,,,,,"Chiu, Yun","kamal, Miriyala p",,,,,bxf102000,babak fahimi
CE,2301,501,1,1,1,,4,5,1,2,3,,2,2,,,,,1,,"Chiu, Yun","Chitale, Akshay A",,,,,axy230042,ali yekkehkhany
CE,2305,002,,5,,,4,1,,1,,,,,,,,,,,"Jue, Jason P","Truong, Nhat V",,,,,tfarage,timothy farage
CE,2310,001,10,10,2,3,4,,4,,2,,3,,2,,,,,,"Ahmed, Shaheen","Habibi Dehsheikhi, Mostafa","Eroglu, Omer",,,,dodge,nathan dodge
CE,2310,501,6,10,3,,7,3,1,1,1,,2,,2,,,,,,"Ahmed, Shaheen","Habibi Dehsheikhi, Mostafa","Eroglu, Omer",,,,dodge,nathan dodge
CE,3161,051,,12,9,6,2,3,,,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,,rxm129730,rabah mezenner
CE,3161,091,2,6,8,7,3,2,1,,,1,1,1,2,,,,1,,"Mezenner, Rabah","Islam, Farzana",,,,,rxm129730,rabah mezenner
CE,3201,001,1,15,3,,2,1,,,,,2,,,,,,,,"Nikoubin Boroujeni, Tooraj","Hashemi Esmaeilabad, Seyed Saeed","Duraisamy Swamikannan, Lena","Abbasnia, Alma","Jain, Dipali D","Sarker, Nayan",txn190011,tooraj nikoubin
CE,3201,002,3,27,2,,,,,,1,,1,,,,,,1,,"Nikoubin Boroujeni, Tooraj","Duraisamy Swamikannan, Lena","Abbasnia, Alma","Jain, Dipali D","Sarker, Nayan",,txn190011,tooraj nikoubin
CE,3202,001,,4,1,4,2,,,2,1,,,,2,,,,,,"Kiasaleh, Kamran","Tayeb Naimi, Shideh","Mahbub, Mohammed Nahiyan",,,,kamran,kamran kiasaleh
CE,3202,002,2,3,6,7,2,3,1,1,,,,,1,,,,,,"Ahmed, Shaheen","Tayeb Naimi, Shideh","Mahbub, Mohammed Nahiyan","Uddin, Mohammed Belal",,,overzet,lawrence overzet
CE,3303,001,4,3,3,3,5,8,7,1,,5,3,1,3,,,,1,,"Kehtarnavaz, Nasser","Tasnim, Nafisa Zarrin",,,,,nxk019000,nasser kehtarnavaz
CE,3311,002,3,2,3,5,,4,1,1,3,,,,1,,,,1,,"Liu, Jin","Shen, Shilong",,,,,jinliu,jin liu
CE,3311,003,,3,,6,6,4,2,,,,,,,,,,1,,"Lee, Hoi","Koech, Mercy C",,,,,hxl054000,hoi lee
CE,3320,001,7,8,3,3,2,5,4,,1,,,,1,,,,,,"Pedram, Hossein","Kazemikia, Danial",,,,,dcc095020,diana cogan
CE,3320,002,3,3,5,1,3,2,2,3,3,,1,,,,1,,4,,"Bhatia, Dinesh K","Balsara, Poras T","Parchamdar, Baharealsadat",,,,dinesh,dinesh bhatia
CE,3345,003,,4,3,1,,,,1,1,,,,1,,,,,,"Alagar, Sridhar",,,,,,axc157030,anjum chida
CE,3345,501,2,1,1,3,,1,,1,,,1,,,,,,1,,"Hamdy, Omar Mohamed",,,,,,kkhan,ziaullah khan
CE,3354,003,,6,4,,,,,,,,,,,,,,,,"Feng, Ranran",,,,,,exc067000,ebru cankaya
CE,4204,001,10,12,6,,,1,,,,,,,,,,,,,"Young, Chadwin D","Neelapureddy, Uttam Reddy","Parvez, Mohammad Salman","Daneshnazar, Milad",,,cdy120030,chadwin young
CE,4304,001,,10,2,2,6,3,,,,,,,2,,,,,,"Swartz, William P","Kontarinis, Apostolos",,,,,wps100020,william swartz
CE,4304,002,3,12,5,1,4,4,,1,,,,,2,,,,,,"Swartz, William P","Kontarinis, Apostolos",,,,,wps100020,william swartz
CE,4331,001,,16,2,,,,,,,,,,,,,,,,"Tamil, Lakshman S","Sonawane, Akshay Bhagwan",,,,,laxman,lakshman tamil
CE,4348,501,4,21,12,7,8,1,2,2,,1,,1,5,,,,,,"Peterson, Erik A",,,,,,rag150330,richard goodrum
CE,4370,001,6,6,10,1,3,2,,1,,,,1,1,,,,,,"Pedram, Hossein","Delaram, Zeinab","Ahmed, Sabrina",,,,wps100020,william swartz
CE,4370,002,1,23,2,,1,1,,1,,,,,2,,,,,,"Swartz, William P","Ezechukwu, Dismas N","Delaram, Zeinab",,,,leb180000,
CE,4388,001,,4,6,1,1,1,,,,,,,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca
CE,4388,002,,13,2,1,,,,,,,,,,,,,,,"Skinner, Neal G",,,,,,mtacca,marco tacca
CE,4389,001,1,12,1,,,,,,1,,,,,,,,,,"Skinner, Neal G",,,,,,mtacca,marco tacca
CE,4389,004,4,9,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,skinner,neal skinner
CE,4389,005,2,11,1,,1,,,,,,,,,,,,,,"Tacca, Marco",,,,,,skinner,neal skinner
CE,6302,001,,16,5,1,3,,,,,,,,,,,,,,"Nikoubin Boroujeni, Tooraj","Hashemi Esmaeilabad, Seyed Saeed",,,,,trb052000,terrell bennett
CE,6303,001,,1,5,6,1,1,1,3,,,,,,,,,1,,"Nourani, Mehrdad",,,,,,nourani,mehrdad nourani
CE,6304,001,,11,2,1,2,,,,,,,,,,,,,,"Pedram, Hossein","Daneshnazar, Milad",,,,,gxm112130,yiorgos makris
CE,6306,001,,9,4,3,,,,2,,,,,,,,,,,"Wang, Alice","Wick, Lucas M",,,,,zhoud,dian zhou
CE,6320,001,,16,8,7,3,,,,,,,,,,,,1,,"Basu, Kanad","Choudhury, Navnil",,,,,kxb190012,kanad basu
CGS,2301,001,1,1,2,10,12,7,5,2,,,3,2,,,,,3,,"Guo, Jiahui","Smith, Emily J",,,,,otoole,alice otoole
CGS,2301,HN1,3,2,,,2,,,2,1,,,,,,,,,,"O'Toole, Alice J",,,,,,otoole,alice otoole
CGS,3342,001,3,4,7,12,7,1,,,,,,,1,,1,,,,"Golden, Richard M","Sudheesh, Athul",,,,,golden,richard golden
CGS,3361,001,8,2,,1,3,,,,,,,,,,,,,,"Roark, Dana A","Andreo, Micaela",,,,,gsw130130,gagan wig
CGS,3361,0W1,,6,1,,1,,,1,,1,,,1,,,,,,"Seaman, Kendra L","Rodriguez, Stephanie",,,,,kls190004,kendra seaman
CGS,4320,001,,6,,2,2,,,,1,,,,,,,,,,"Krawczyk, Daniel C",,,,,,dck061000,daniel krawczyk
CGS,4321,001,25,,1,,2,,,,,,,,,,,,,,"Estevez, Leonardo",,,,,,lwe071000,leonardo estevez
CGS,4352,001,12,6,4,,2,,,,,,,,,,,,,,"Orrick, Erika D",,,,,,jrk200002,jin ryong kim
CHEM,1111,101,17,4,5,1,,,,,,,1,,,,,,,,"Sra, Amandeep K","Ghafari, Mozhdeh",,,,,nxa124430,nimali abeykoon
CHEM,1111,102,7,7,5,,3,1,,1,,,,,3,,,,,,"Anka, Fadwa H","Umer, Arslan",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,103,9,7,2,1,2,2,,1,1,1,,,3,,,,1,,"Anka, Fadwa H","Umer, Arslan",,,,,axk113330,
CHEM,1111,104,15,8,,1,,,,,,,,,1,,,,1,,"Sra, Amandeep K","Ghafari, Mozhdeh",,,,,nxa124430,nimali abeykoon
CHEM,1111,105,7,3,6,2,,4,,1,1,,1,1,3,,,,,,"Anka, Fadwa H","Brown, Monet R",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,106,7,9,4,,2,1,,,,1,,,2,,,,,,"Anka, Fadwa H","Brown, Monet R",,,,,axk113330,
CHEM,1112,101,11,10,2,3,,1,,1,,,,,,,,,,,"Tripathi, Kiran","Mustafa, Md.",,,,,yxq083000,yanping qin
CHEM,1112,102,23,4,,2,,,,,,1,,,,,,,,,"Khan, Saba","Antany, Damary S",,,,,yxq083000,yanping qin
CHEM,1112,103,17,8,,3,,,,,,,1,,,,,,,,"Abeykoon, Nimali C","Chakrabarty, Sumon",,,,,sgavva,sandhya gavva
CHEM,1112,104,18,7,2,2,,1,,,,,,,,,,,,,"Qin, Yanping","Jayasuriya, Danidu M",,,,,sgavva,sandhya gavva
CHEM,1112,105,12,9,3,5,,,,,,,,,,,,,,,"Qin, Yanping","Fernando, Shehan H",,,,,sgavva,sandhya gavva
CHEM,1112,106,20,5,,3,,,,,,,,,1,,,,1,,"Abeykoon, Nimali C","Chakrabarty, Sumon",,,,,nxa124430,nimali abeykoon
CHEM,1112,107,19,8,,1,,,1,1,,,,,,,,,,,"Qin, Yanping","Borah, Kongkona",,,,,nxa124430,nimali abeykoon
CHEM,1112,108,15,8,2,2,1,,1,1,,,,,,,,,,,"Huang, Yu","Farris, Wilson L",,,,,yxq083000,yanping qin
CHEM,1112,109,16,11,2,1,,,,,,,,,,,,,,,"Abeykoon, Nimali C","Shende, Prapti M",,,,,nxa124430,nimali abeykoon
CHEM,1112,110,13,10,4,2,,,,,,,,,,,,,,,"Tripathi, Kiran","Budhathoki, Prakriti",,,,,axk113330,
CHEM,1112,111,19,6,1,1,,1,,,,,,,,,,,2,,"Khan, Saba","Najjari, Aryan",,,,,yxh091220,yu huang
CHEM,1112,112,19,5,2,1,1,,,1,,,,,,,,,,,"Abeykoon, Nimali C","Paul, Saptarshi",,,,,sgavva,sandhya gavva
CHEM,1112,113,16,9,3,,,,1,1,,,,,,,,,,,"Qin, Yanping","Budhathoki, Prakriti",,,,,nxa124430,nimali abeykoon
CHEM,1112,114,18,6,2,,,2,1,,,,,,1,,,,,,"Qin, Yanping","Mustafa, Md.",,,,,yxq083000,yanping qin
CHEM,1112,115,16,10,1,,3,,,,,,,,,,,,,,"Gavva, Sandhya R","Paul, Saptarshi",,,,,nxa124430,nimali abeykoon
CHEM,1112,116,18,6,3,,,,,,,,,,1,,,,,,"Qin, Yanping","Hoot, Robert E",,,,,yxh091220,yu huang
CHEM,1112,117,16,5,3,1,1,,,1,,1,,,,,,,1,,"Huang, Yu","Najjari, Aryan",,,,,yxq083000,yanping qin
CHEM,1112,118,16,4,3,3,2,,,1,,,,,,,,,,,"Gavva, Sandhya R","Borah, Kongkona",,,,,nxa124430,nimali abeykoon
CHEM,1112,119,17,6,,3,1,1,1,,,,,,,,,,,,"Qin, Yanping","Shende, Prapti M",,,,,axk113330,
CHEM,1112,120,12,10,2,1,4,1,,,,,,,,,,,,,"Huang, Yu","Farris, Wilson L",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,121,13,11,3,,2,,,,,,1,,,,,,,,"Dissanayake, Dushanthi S","Hoot, Robert E",,,,,axk113330,
CHEM,1112,122,11,8,2,3,2,1,1,,2,,,,,,,,,,"Anka, Fadwa H","Vu, Mai P",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,123,16,8,2,,1,,,1,,,1,,,,,,,,"Hashami, Zohreh","Hu, Saizhen",,,,,axk113330,
CHEM,1112,124,20,4,1,2,,1,1,1,,,,,,,,,,,"Dissanayake, Dushanthi S","Antany, Damary S",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,601,12,11,,2,1,2,,1,,,,,1,,,,,,"Sisk, Joshua R","Tran, Bailey B",,,,,sgavva,sandhya gavva
CHEM,1112,602,12,11,2,1,1,,,1,,,,,,,,,,,"Sisk, Joshua R","Saini, Piyush",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,603,16,9,1,,2,,,1,,,,,,,,,,,"Sisk, Joshua R","Tran, Bailey B",,,,,nxa124430,nimali abeykoon
CHEM,1112,604,5,17,4,1,,,,,1,,,,1,,,,,,"Sisk, Joshua R","Saini, Piyush",,,,,sdp140230,samitha panangala
CHEM,1112,605,14,12,,,1,,2,1,,,,,,,,,,,"Gavva, Sandhya R","Hu, Saizhen",,,,,sdp140230,samitha panangala
CHEM,1112,606,12,10,4,1,1,,,,,,,,1,,,,,,"Gavva, Sandhya R","Fernando, Shehan H",,,,,sgavva,sandhya gavva
CHEM,1112,607,7,13,3,1,1,,2,1,,,,,,,,,,,"Qin, Yanping","Mustafa, Md.","Jayasuriya, Danidu M",,,,yxq083000,yanping qin
CHEM,1116,HN1,5,17,,,,,,,,,,,,,,,,,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,1311,001,24,27,22,16,31,33,12,28,30,13,6,4,34,,,,12,,"Sra, Amandeep K","Chattopadhyay, Anwita",,,,,sgavva,sandhya gavva
CHEM,1312,001,16,41,26,24,33,21,10,18,14,7,8,5,12,,,,4,,"Taylor, Stephanie M","Li, Andy",,,,,aks057000,amandeep sra
CHEM,1312,002,8,27,15,15,25,19,18,24,31,4,12,7,27,,1,,5,,"Abeykoon, Nimali C",,,,,,sgavva,sandhya gavva
CHEM,1312,003,6,23,26,12,19,23,14,23,30,10,8,3,27,,,,15,,"Dieckmann, Gregg R",,,,,,dieckgr,gregg dieckmann
CHEM,1312,004,6,23,21,14,20,23,26,30,33,11,7,10,33,,,,12,,"Dieckmann, Gregg R",,,,,,dieckgr,gregg dieckmann
CHEM,1316,HN1,6,8,1,3,2,2,,,,,,,,,,,,,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,2233,301,12,10,1,,,,1,,,,,,,,,,,,"Cortes, Sergio","Osborn, Emily",,,,,scortes,sergio cortes
CHEM,2233,302,10,12,1,,1,,,,,,,,,,,,,,"Tran, Daniel N","Agamendran, Nithish",,,,,dnt019000,daniel tran
CHEM,2233,303,5,13,5,1,,,,,,,,,,,,,,,"Farvid, Seyedmajid","Amini-Harandi, Zahra",,,,,scortes,sergio cortes
CHEM,2233,304,17,6,,,,,,,,,,,,,,,1,,"Panapitiya, Nimanka P","Koti, Neelima",,,,,scortes,sergio cortes
CHEM,2233,305,18,6,,,,,,,,,,,,,,,,,"Farvid, Seyedmajid","Yan, Qing",,,,,dnt019000,daniel tran
CHEM,2233,306,24,,,,,,,,,,,,,,,,,,"Tripathi, Kiran","Koti, Neelima",,,,,dnt019000,daniel tran
CHEM,2233,307,14,10,,,,,,,,,,,,,,,,,"Panapitiya, Nimanka P","Pal, Aakash",,,,,scortes,sergio cortes
CHEM,2233,308,21,2,,,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Benitez, Francisco",,,,,dnt019000,daniel tran
CHEM,2233,309,12,9,2,1,,,,,,,,,,,,,,,"Cortes, Sergio","Walimuni Mudiyanselage, Chamila Sandaruwan B",,,,,dnt019000,daniel tran
CHEM,2233,310,8,13,1,,1,1,,,,,,,,,,,,,"Khan, Saba","Baird, Marriah",,,,,snw081000,sumudu wijenayake
CHEM,2233,311,12,6,2,3,1,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Pal, Aakash",,,,,snw081000,sumudu wijenayake
CHEM,2233,312,20,3,,1,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Baird, Marriah",,,,,snw081000,sumudu wijenayake
CHEM,2233,313,18,5,,,1,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Benitez, Francisco",,,,,dxd122030,dushanthi dissanayake
CHEM,2233,314,21,3,,,,,,,,,,,,,,,,,"Panapitiya, Nimanka P","Agamendran, Nithish",,,,,dnt019000,daniel tran
CHEM,2233,315,20,2,2,,,,,,,,,,,,,,,,"Ge, Jing","Amini-Harandi, Zahra",,,,,dxd122030,dushanthi dissanayake
CHEM,2233,316,5,12,6,1,,,,,,,,,,,,,,,"Dissanayake, Dushanthi S","Liyana Withanage, Nadeesha Tharangani",,,,,dxd122030,dushanthi dissanayake
CHEM,2233,317,16,8,,,,,,,,,,,,,,,,,"Huang, Yu","Adams, Derik A",,,,,dxd122030,dushanthi dissanayake
CHEM,2233,318,19,4,,,1,,,,,,,,,,,,,,"Dissanayake, Dushanthi S","Mahulkar, Pranav S",,,,,snw081000,sumudu wijenayake
CHEM,2233,319,12,12,,,,,,,,,,,,,,,,,"Cortes, Sergio","Adams, Derik A",,,,,snw081000,sumudu wijenayake
CHEM,2233,320,9,12,2,1,,,,,,,,,,,,,,,"Dissanayake, Dushanthi S","Liyana Withanage, Nadeesha Tharangani",,,,,dnt019000,daniel tran
CHEM,2233,321,10,8,1,1,1,,,,,,,,,,,,1,,"Khan, Saba","Walimuni Mudiyanselage, Chamila Sandaruwan B",,,,,dnt019000,daniel tran
CHEM,2233,322,18,6,,,,,,,,,,,,,,,,,"Farvid, Seyedmajid","Mahulkar, Pranav S",,,,,npp081000,nimanka panapitiya
CHEM,2233,323,17,7,,,,,,,,,,,,,,,,,"Cortes, Sergio","Maharana, Priyanka",,,,,dnt019000,daniel tran
CHEM,2233,324,14,8,2,,,,,,,,,,,,,,,,"Tran, Daniel N","Qasimi, Esmail",,,,,scortes,sergio cortes
CHEM,2233,325,14,9,,,,,,,,,,,,,,,,,"Cortes, Sergio","Osborn, Emily",,,,,dnt019000,daniel tran
CHEM,2233,326,24,,,,,,,,,,,,,,,,,,"Farvid, Seyedmajid","Qasimi, Esmail",,,,,dxd122030,dushanthi dissanayake
CHEM,2233,801,24,,,,,,,,,,,,,,,,,,"Ge, Jing","Yan, Qing",,,,,scortes,sergio cortes
CHEM,2233,802,24,,,,,,,,,,,,,,,,,,"Tripathi, Kiran","Maharana, Priyanka",,,,,dnt019000,daniel tran
CHEM,2237,HN1,5,6,1,,,,,,,,,,,,,,,,"Thompson, Christina M","Ayers, Lyndsay C",,,,,cmt120030,christina thompson
CHEM,2323,001,30,8,1,13,4,10,3,5,11,11,7,,14,,2,,10,,"Novak, Bruce M",,,,,,npp081000,nimanka panapitiya
CHEM,2323,002,19,14,9,8,8,11,11,6,15,8,7,,18,,,,10,,"Novak, Bruce M",,,,,,jxa041100,jung mo ahn
CHEM,2324,001,12,15,3,2,6,1,6,4,4,,,,2,,,,,,"Wijenayake, Sumudu N","Deo, Nitish Kumar",,,,,mci071000,mihaela stefan
CHEM,2325,001,17,24,13,14,10,10,8,8,12,10,5,,11,,,,2,,"Thompson, Christina M",,,,,,cmt120030,christina thompson
CHEM,2325,002,18,23,15,16,14,7,10,8,8,5,4,,9,,,,7,,"Tran, Daniel N","Li, Baowen",,,,,cmt120030,christina thompson
CHEM,2325,003,21,51,12,13,6,9,6,8,8,1,4,,2,,,,4,,"Panapitiya, Nimanka P","Stefan, Mihaela C","Ge, Jing","Deo, Nitish Kumar",,,snw081000,sumudu wijenayake
CHEM,2325,004,5,17,8,12,14,18,18,12,13,7,5,5,5,,,,6,,"Ahn, Jung-Mo","Neal, Henry",,,,,scortes,sergio cortes
CHEM,2325,005,36,21,6,11,6,6,4,6,3,6,5,,12,,,,14,,"Romiti, Filippo","Pradhan, Subham",,,,,npp081000,nimanka panapitiya
CHEM,2328,HN1,2,8,,2,2,1,1,,1,,,,,,,,,,"Biewer, Michael C",,,,,,biewerm,michael biewer
CHEM,2401,001,5,4,3,2,1,2,,1,,2,,,,,,,,,"Dissanayake, Dushanthi S","Darwin, Cary",,,,,npp081000,nimanka panapitiya
CHEM,2401,002,2,3,4,1,1,2,1,4,1,,,,,,,,1,,"Pantano, Paul",,,,,,pantano,paul pantano
CHEM,2401,003,,3,4,4,2,1,,4,1,,,,,,,,,,"Pantano, Paul",,,,,,aks057000,amandeep sra
CHEM,3321,001,,18,,,11,,,4,,,1,,1,,,,1,,"Murza, Adrian C",,,,,,son051000,steven nielsen
CHEM,3322,001,4,2,,3,5,5,3,4,,,1,,4,,,,,,"Nielsen, Steven O","Tran, Ly T",,,,,son051000,steven nielsen
CHEM,3461,002,2,2,2,2,2,1,1,1,,,,,1,,,,2,,"Dodani, Sheel C","D'Arcy, Sheena M","Vs, Sushma","Sibert, John","Wicherts, Dylan M",,sdb074000,stefanie boyd
CHEM,3461,003,3,,6,2,1,2,,3,1,,,1,1,,,,1,,"Boyd, Stefanie D","Estrada, Bryan J","Yaqub, Muneer O",,,,sdb074000,stefanie boyd
CHEM,3462,001,,2,1,3,3,2,1,,,,,,,,,,,,"Candas, Mehmet","Reitzer, Lawrence J","Petter, Andrew T","Maity, Tuhina",,,candas,mehmet candas
CHEM,3471,001,1,1,1,5,1,1,,,,,,,1,,,,,,"Gassensmith, Jeremiah J","Gaspar, Miguel A","Wang, Ziqi",,,,ferraris,john ferraris
CHEM,3472,002,1,1,3,1,2,2,,3,,,1,,2,,,,,,"Hashami, Zohreh","Shohag, S M Anyet Ullah","Hasna Begam, Mohammed Nazar","Igie, Nosakhare F","Subramanian, Yaamini",,wgoux,warren goux
