Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ACCT,6377,5U1,,50,11,5,2,,,,,,,,,,,,,,"Ballew, Gregory","Kwon, Yeongmin",,,,,geb011100,gregory ballew
ACCT,6392,5U1,,41,29,3,1,,,,,,,,,,,,,,"Hes, Christopher","Chen, Hangu",,,,,cah041000,christopher hess
ACCT,6394,XU1,,18,,,,,,,,,,,,,,,,,"McNulty, Diane S","Hemmig, Ray",,,,,dmcnulty,diane mcnulty
ACN,7372,0W1,,14,1,2,,,,,,,,,,,,,,,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri
AHST,2331,051,1,2,9,1,1,1,,,,,,,,,,,,,"Rosen, Mark S",,,,,,mxr088000,mark rosen
AMS,2300,051,9,7,1,,,,,,,,,,,,,,,,"Lusk, Marc L",,,,,,nxp174730,neall pogue
AMS,2300,091,5,2,3,4,,,,1,,,,,1,,,,,,"Hammonds, Kyle",,,,,,kxh230016,kyle hammonds
AMS,3316,0W1,13,6,2,,1,,,,,,,1,2,,,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
AMS,4379,0W2,5,3,1,,,1,,1,,,,,,,,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
ANGM,2309,0W1,1,,4,4,5,2,3,4,,,2,,2,,,,,,"Fechter, Todd A",,,,,,txg121730,troy griffin
ANGM,2310,0W1,6,3,,3,4,2,,2,,,,,1,,,,2,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,3307,0U1,1,3,8,4,,2,,2,,1,,,2,,,,1,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,3308,0U1,,10,1,3,2,2,,,,,1,,4,,,,,,"Carey, Joshua S",,,,,,dal540711,joshua carey
ANGM,3320,091,2,1,9,1,1,1,1,2,,,,,1,,,,,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,3321,0S1,,15,,,,,,,,,,,,,,,,,"McComber, Sean J",,,,,,sxm129130,sean mccomber
ANGM,3338,0W1,2,5,10,2,3,1,2,,1,,,,4,,,,,,"Griffin, Troy",,,,,,txg121730,troy griffin
ANGM,3367,0U1,,2,4,3,1,,1,1,,,,,1,,,,1,,"Villegas, Randall V",,,,,,rvv150130,
ANGM,3368,0W1,4,2,3,4,2,3,3,1,1,,,1,2,,,,2,,"Chandler, Adam W",,,,,,awc051000,adam chandler
ANGM,3370,0W1,8,2,4,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ANGM,4304,0S1,3,3,1,1,5,2,,1,,,,,,,,,,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner
ARTS,1316,0U1,6,4,1,2,,,,,,,,,1,,,,1,,"Takaloubighash, Maryam",,,,,,glmetz,greg metz
ARTS,3379,0W2,,11,2,,,,,,,,,,2,,,,,,"Loving, Emily A",,,,,,exl097120,emily loving
ARTS,3383,0W1,,3,4,3,4,2,,,,,,,1,,,,,,"Higgins-Stirrup, Brynn",,,,,,bxh230012,brynn higgins stirrup
ATCM,2300,0W1,1,3,3,3,,3,1,,1,,,1,1,,,,,,"Rahman, Mohammad K",,,,,,hxc176430,heidi cooley
ATCM,2300,0W2,2,4,1,1,,1,1,1,2,1,2,,,,,,,,"Cole, Abby",,,,,,hxk200055,
ATCM,2300,0W3,8,2,,,1,,2,3,,,,2,1,,,,,,"Ayodabo, Sunday J",,,,,,sja220000,
ATCM,2301,0U1,,5,2,1,2,,1,1,1,,,,2,,,,,,"Vo, Baotran N",,,,,,crn022000,christina nielsen
ATCM,2302,0U1,2,6,1,,,1,,,,,,,2,,1,,,,"Behr, Kris",,,,,,sxa210030,shaghayegh ashouri
ATCM,2321,0W1,,2,9,4,,1,3,,,,,,,,,,,,"Whitlock, Kathryn",,,,,,lxi170030,laura imaoka
ATCM,2350,0U1,5,4,1,,,,,,,,1,,,,,,,,"Yu, Yiding",,,,,,zch150030,zoey hoggatt
ATCM,3301,0W1,1,3,2,1,2,,,2,,,,1,2,,,,,,"Rahman, Maruf",,,,,,lxi170030,laura imaoka
ATCM,3301,0W2,1,2,7,1,1,1,,,2,,,,3,,,,,,"Hernandez, Luke A",,,,,,srm140030,stephen mallory
ATCM,3337,0W1,7,1,3,2,1,1,3,,,1,,,2,,,,,,"Budd, Jessie C",,,,,,hgw021000,harold wood
ATCM,3350,0W1,4,1,6,5,4,,1,1,1,,,,2,,,,2,,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt
ATCM,3388,0W1,5,4,3,,2,1,1,,,,1,,,,,,,,"Fraley, James M",,,,,,lxb032000,james fraley
ATCM,4326,0W1,7,5,1,2,,,,,,,1,1,1,,,,,,"Heaslip, Audra","Vo, Angelene H",,,,,axh027000,audra heaslip
ATCM,4330,0W1,1,3,2,4,1,1,,,1,,1,,4,,,,,,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
AUD,6216,0U1,,13,1,,,,,,,,,,,,,,,,"Cokely, Carol G","Mundayoor, Saranya A",,,,,cgc016200,
AUD,6352,5U1,,13,,1,,,,,,,,,,,,,,,"Clark, Jackie L","Keywork, Sophia B",,,,,axg165431,
AUD,7325,5U1,,13,1,,,1,,,,,,,,,,,,,"Thibodeau, Linda K","Mosley, Cornetta","Alvarez, Lindee A",,,,thib,linda thibodeau
AUD,7V80,067,,,,,,,,,,,,,,,,,,14,"Fowler-Brookman, Stephanie L","Mosley, Cornetta","Woodford, Allison S","Crow, Sarah E",,,,stephanie fowler brookman
AUD,7V80,070,,,,,,,,,,,,,,,,,,16,"Fowler-Brookman, Stephanie L","Woodford, Allison S","Crow, Sarah E",,,,jclark,jackie clark
AUD,7V82,0U3,,15,,,,,,,,,,,,,,,,,"Clark, Jackie L","Rahimi Ghooradel, Farshid",,,,,jclark,jackie clark
AUD,7V82,0U4,,14,,,1,,,,,,,,,,,,,,"Shoup, Angela G",,,,,,ags017000,angela shoup
AUD,8V97,064,,,,,,,,,,,,,,,,,,11,"Cokely, Carol G",,,,,,cgc016200,carol cokely
BA,1320,0U1,1,2,1,,3,1,1,1,,,1,,,,,,,,"Blueshtein, Moran","Wu, Jie",,,,,mxb135230,moran blueshtein
BA,4090,091,,,,,,,,,,,,,,36,,,,,"Henderson, Thomas C",,,,,,txh093000,tom henderson
BA,4090,092,,,,,,,,,,,,,,25,,,,,"Dam, Van C",,,,,,jpg140630,john gamino
BA,4090,0U1,,,,,,,,,,,,,,29,,,1,,"Henderson, Thomas C",,,,,,,thomas henderson
BA,4090,0U2,,,,,,,,,,,,,,16,,1,,,"Dam, Van C",,,,,,,van dam
BA,4095,0W1,,,,,,,,,,,,,,71,,,,,"Owens, Dawn M","Granger, Angela L",,,,,sxa063000,shawn alborz
BA,4V90,0U3,,,,,,,,,,,,,,21,,,,,"Henderson, Thomas C",,,,,,,thomas henderson
BA,4V90,593,,,,,,,,,,,,,,16,,,,,"Henderson, Thomas C",,,,,,,thomas henderson
BCOM,3300,052,,2,8,4,2,2,1,,,,,,,,,,,,"Pitchford, Bethany",,,,,,bxp230018,bethany pitchford
BCOM,4300,0U1,3,6,7,5,1,1,1,,1,,,,,,,,1,,"Ali, Shazia",,,,,,kxl164330,kathryn lookadoo
BCOM,4300,0U2,4,12,14,4,1,1,1,,,,,,,,,,,,"Ali, Shazia",,,,,,meg012400,margaret smallwood
BCOM,4300,5U1,,2,9,6,4,2,1,1,,,,,,,,,,,"Fry, Jennifer L",,,,,,kxt200010,katrina tamez
BCOM,4300,5U2,,6,10,9,6,5,,,,1,,,,,,,1,,"Fry, Jennifer L",,,,,,sem054000,sarah moore
BIOL,2111,0U1,15,5,2,4,,1,,1,,,,,,,,,,,"Sarcar, Subha",,,,,,candas,mehmet candas
BIOL,2112,0U1,1,3,7,3,2,5,3,5,3,3,1,1,5,,,,,,"Padmanabhan, Ramesh","Anand, Rithika","Xu, Linyi",,,,candas,mehmet candas
BIOL,2281,3U1,1,3,2,6,2,,1,1,1,,1,,1,,,,1,,"Pickett, Elizabeth A","Salamat, Narges","Thomas, Nathaniel","Briggs, Alyssa A","Amin, Hibah",,wenju,wen ju lin
BIOL,2281,3U2,2,4,3,4,3,2,,1,,,,,,,,,,,"Salamat, Narges","Pickett, Elizabeth A","Nelson, Ashlianne A","Hari Prasad, Vineeth","Griffin, Caylah",,wenju,wen ju lin
BIOL,2281,3U3,1,6,1,3,5,2,3,,,,,,,,,,,,"Salamat, Narges","Pickett, Elizabeth A","Liu, Junyu","Basu, Ujjaini","Tien, Hsin-Jung",,wenju,wen ju lin
BIOL,2311,0U1,15,5,2,4,,1,,1,,,,,,,,,,,"Sarcar, Subha","Camp, John M","Cornelius, Samuel A",,,,candas,mehmet candas
BIOL,2312,0U1,1,3,7,3,2,5,3,5,3,3,1,1,5,,,,1,,"Padmanabhan, Ramesh","Anand, Rithika","Xu, Linyi",,,,candas,mehmet candas
BIOL,3303,0U1,4,1,4,2,4,1,,3,3,,1,,1,,,,,,"Boyd, Stefanie D","Zhi, Jiahe","Bonde, Namrata Dinesh","Shipman, Braden M",,,sdb074000,stefanie boyd
BIOL,3318,0U1,25,14,1,1,,,,,,,,,,,,,,,"Gomez, Amy Jo M","Chacon Castro, Maria Del Carmen","Elhawary, Ezzeldin N",,,,unh130030,uyen henson
BIOL,3380,3U3,3,1,2,3,1,3,,3,,1,1,2,,,,,,,"Srinivasan, Bhooma","Pickett, Elizabeth A","Falah, Rafah M","Zhabilov, Dannie",,,rippel,scott rippel
BIOL,3380,3U4,,1,,2,1,4,4,1,4,2,1,,,,,,,,"Pickett, Elizabeth A","Srinivasan, Bhooma","Berisha, Eranda","Liu, Yihan",,,eaw016100,elizabeth pickett
BIOL,3401,0U1,3,8,8,7,11,7,12,5,4,1,,1,1,,,,,,"Srikanth, Uma","Kwende, Sharon A","Lalami, Hamza","Salaudeen, Ibrahim O","Afolami, Olufemi Ifeoluwa","Maiti, Dibyo",ukrish,uma srikanth
BIOL,3402,0U1,9,4,7,1,1,,2,1,,,,,,,,,,,"Sarcar, Subha","Ning, Dun","Yamauchi, Stephanie A",,,,sns064000,subha sarcar
BIOL,3455,3U1,2,6,4,4,1,,4,3,6,,1,,1,,,,2,,"Wu, Zhuoru","Gong, Hanling","Veera, Kavya","Langley, Lyndsey","Winn, Emma A",,rdr092000,ruben ramirez
BIOL,3455,3U2,2,3,2,4,1,2,2,,1,1,1,,2,,,,,,"Wu, Zhuoru","Gong, Hanling","Veera, Kavya",,,,rdr092000,ruben ramirez
BIOL,3456,3U1,,5,,3,4,,3,,1,2,,,,,,,2,,"Yu, Wen-Ho","Spence, Lindsay J",,,,,why061000,wen ho yu
BIOL,3461,0U1,3,3,,2,3,5,4,1,5,2,2,2,4,,,,,,"Boyd, Stefanie D","Akter, Zakia","Hossain, Md Liakat","Estrada, Bryan J",,,sdb074000,stefanie boyd
BIOL,3462,0W1,9,29,4,3,1,1,1,,,,,1,,,,,,,"Candas, Mehmet","Sunder Singh, Jacqulene Preethi",,,,,candas,mehmet candas
BIOL,3V00,0W1,8,16,,,1,,,,,,,,1,,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas
BIS,2190,0W1,2,9,1,,4,1,1,1,,2,,,1,,,,,,"Gillo, Sabrina F",,,,,,cwe011000,christopher edwards
BIS,3320,051,10,8,1,,,1,,,,,,,,,,,1,,"Lusk, Marc L",,,,,,mxl121730,marc lusk
BLAW,2301,5U1,1,13,2,2,2,,,,1,2,,,,,,,,,"Barrow, Frederick",,,,,,clb120030,christina betanzos
BMEN,2320,0W1,11,1,,,,,,,1,,,,,,,,,,"Kang, Gu Eon",,,,,,gxk210018,
BMEN,3200,0U1,,19,,,3,,,,,,,,,,,,,,"Stout, Angeloh M","Shihabeddin, Tarik",,,,,cxr210008,christian rivera
BMEN,3302,051,1,3,1,,3,2,,,,,,,,,,,1,,"Ali, Tariq M",,,,,,tma051000,tariq ali
BMEN,3320,0W1,1,2,2,2,2,3,1,,,,,,,,,,,,"Ali, Tariq M",,,,,,tma051000,tariq ali
BMEN,4388,0U1,1,5,5,16,3,2,,,,,,,,,,,,,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BPS,4395,5U1,15,23,3,,1,1,,,,,,,,,,,,,"Kitamura, Yuko",,,,,,txh093000,tom henderson
BPS,4395,5U2,10,35,4,,,,,,,,,,,,,,,,"Stogsdill, Robert",,,,,,jps210007,
BPS,6310,0W1,,25,,4,1,,,,,,,,,,,,2,,"Kaplan, Marilyn R",,,,,,chasteen,larry chasteen
BPS,6310,GW1,,11,3,,,1,,,,,,,,,,,,,"Choi, Emily",,,,,,exc113230,emily choi
BPS,7303,0U1,,14,,,,,,,,,,,,,,,,,"Watson, John M",,,,,,jmw077000,john watson
BUAN,4090,091,,,,,,,,,,,,,,44,,,,,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte
BUAN,4090,0U1,,,,,,,,,,,,,,23,,,,,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte
BUAN,4381,5U1,4,,2,3,1,1,,,,,,,,,1,,,,"Chen, Luoying",,,,,,lxc190027,luoying chen
BUAN,6009,091,,,,,,,,,,,,,,,,,,11,"Thomas, Sunela S",,,,,,sxt167730,sunela thomas
BUAN,6009,0U1,,,,,,,,,,,,,,,,,,52,"Thomas, Sunela S",,,,,,sxt167730,sunela thomas
BUAN,6009,SU1,,,,,,,,,,,,,,,,,,23,"Paes, Antonio P",,,,,,app210006,antonio paes
BUAN,6312,0W1,,5,7,5,5,4,1,,,,,,1,,,,,,"Blueshtein, Moran","Wu, Jie",,,,,mxb135230,moran blueshtein
BUAN,6320,5U1,,7,17,3,2,,,,,,,,,,,,3,,"El-khodari, Gasan E","Cai, Shuzhang",,,,,kxs018700,
BUAN,6320,SW1,,7,3,5,3,,,,,,,,,,,,,,"Ryu, Young U",,,,,,ryoung,young ryu
BUAN,6337,0W1,,4,1,4,1,1,,,,,,,,,,,2,,"Subramanian, Upender","Miao, Jin",,,,,uxs092000,upender subramanian
BUAN,6346,5U1,,6,5,2,1,,,,,,,,,,,,,,"El-khodari, Gasan E","Cai, Shuzhang",,,,,jxp180019,jerry perez
BUAN,6346,SW1,,1,9,3,,,,,,,,,,,,,,,"Paes, Antonio P",,,,,,app210006,antonio paes
BUAN,6359,5U1,,5,1,1,1,1,1,,,,,,,,,,2,,"Ramezani, Rasoul","Shahsavand, Parisa",,,,,rxr145930,rasoul ramezani
BUAN,6359,SW1,,3,4,1,5,,1,2,,,,,,,,,,,"Whalen, Tristan G",,,,,,tgw100020,tristan whalen
BUAN,6382,SW1,,3,10,1,1,,,,,,,,,,,,,,"Kamalzadeh, Hossein",,,,,,hxk210085,hossein kamalzadeh
BUAN,6398,5U1,,5,2,3,5,2,1,1,,,,,,,,,,,"Nguyen, Hien T","Wei, Jiarui",,,,,axa134231,athena alimirzaei
BUAN,6V98,0U1,,,,,,,,,,,,,,,,,,11,"Thomas, Sunela S",,,,,,sxt167730,sunela thomas
CE,2301,0U1,5,,,,1,,1,2,,,1,,,,,,,,"Fahimi, Babak","Shabab, Sarjana",,,,,bxf102000,babak fahimi
CE,3201,0U1,,3,3,,1,,2,1,,,,,,,,,,,"Kiasaleh, Kamran","Delaram, Zeinab","Abbasnia, Alma",,,,kamran,kamran kiasaleh
CE,3303,0H1,1,1,,1,1,2,1,,1,2,1,,,,,,,,"Kehtarnavaz, Nasser","Tasnim, Nafisa Zarrin",,,,,nxk019000,nasser kehtarnavaz
CE,4388,0U1,,13,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,dinesh,dinesh bhatia
CE,4389,0U1,1,7,,1,2,1,1,,,,,,,,,,,,"Tacca, Marco",,,,,,dinesh,dinesh bhatia
CE,7010,0U1,,,,,,,,,,,,,2,,,,1,21,"Kiasaleh, Kamran",,,,,,kamran,kamran kiasaleh
CHEM,1111,1U1,9,2,3,1,2,,,,,,1,1,1,,,,,,"Huang, Yu","Mustafa, Md.","Ayers, Lyndsay C",,,,sgavva,sandhya gavva
CHEM,1112,1U1,7,5,2,,3,,1,1,,,,1,1,,,,,,"Qin, Yanping","Kim, Hyunseo","Fernando, Shehan H","Jayasuriya, Danidu M","Shende, Prapti M",,sgavva,sandhya gavva
CHEM,1112,1U2,6,4,4,2,3,,1,,1,1,,,1,,,,,,"Qin, Yanping","Shende, Prapti M","Jayasuriya, Danidu M",,,,sgavva,sandhya gavva
CHEM,1311,0U1,6,4,4,10,4,4,1,,3,,,1,1,,,,1,,"Huang, Yu","Vu, Mai P","Aranda, Aidely",,,,aks057000,amandeep sra
CHEM,1312,0U1,5,13,3,13,9,8,11,12,18,1,6,5,9,,,,1,,"Hashami, Zohreh","Shohag, S M Anyet Ullah","Tran, Ly T",,,,dieckgr,gregg dieckmann
CHEM,2233,3U1,10,4,,,,,,,,,,,,,,,,,"Cortes, Sergio","Gaspar, Miguel A","Cu Castillo, Cristina","Qasimi, Esmail","Paul, Saptarshi",,scortes,sergio cortes
CHEM,2233,3U2,7,6,5,1,,,,,1,,,,,,,,,,"Tran, Daniel N","Koti, Neelima","Antany, Damary S","Benitez, Francisco","Wang, Ziqi",,dnt019000,daniel tran
CHEM,2323,0U1,15,13,5,3,8,7,8,8,5,5,3,,17,,2,,,,"Dissanayake, Dushanthi S","Mahulkar, Pranav S","Deo, Nitish Kumar","Liyana Withanage, Nadeesha Tharangani",,,sibertj,john sibert
CHEM,2325,0U1,2,11,3,6,7,9,4,8,5,3,5,,16,,,,3,,"Tran, Daniel N","Chakrabarty, Sumon","Neal, Henry","Pradhan, Subham",,,scortes,sergio cortes
CHEM,8V91,024,,,,,,,,,,,,,,,,,,13,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan
CHEM,8V91,046,,,,,,,,,,,,,,,,,,13,"Fasan, Rudi",,,,,,,rudi fasan
CLDP,3310,0W1,,7,,,2,,,,,,1,,,,,,,,"Timmons, Lisa N","Kim, Taesun",,,,,exw010200,emily touchstone
CLDP,3342,0W1,,11,,,1,,,,,,,,,,,,,,"Bonner, Deborah","Liu, Yilin",,,,,dbonner,deborah bonner
COMD,5340,0H1,,21,,,1,,,,,,,,,,,,,,"Neale, Hannah D","Sun, Minsi",,,,,hxp121030,hannah pourchot neale
COMD,6101,0W1,,,,,,,,,,,,,,,,,,11,"Aldridge, Michelle A",,,,,,lxl018300,
COMD,6106,0W1,,,,,,,,,,,,,,,,,,17,"Sale, Felicity F",,,,,,ffs013000,
COMD,6110,0W1,,,,,,,,,,,,,,,,,,12,"Kenedi, A Helen I",,,,,,kenedi,
COMD,6112,0W1,,,,,,,,,,,,,,,,,,15,"Walsh, Diane G",,,,,,dxg022000,diane walsh
COMD,6240,0U1,,10,,,,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,6320,0U1,,14,3,1,,,,,,,,,,,,,,,"Carter, Jessica A","Smith, Irma E",,,,,jar032000,
COMD,7303,0U1,,96,,,5,,,,,,,,,,,,,,"Kenedi, A Helen I","Reynolds, Jenny E",,,,,lxl018300,
COMD,7323,0U1,,8,,,7,,,,,,,,,,,,,,"Sweeney, Melissa H",,,,,,msweeney,
COMD,7V68,0U1,,38,,,,,,,,,,,,,,,,,"Sale, Felicity F",,,,,,ffs013000,
COMD,7V86,0U1,,41,,,,,,,,,,,,,,,,,"Rich, Judith B",,,,,,jbm014600,
COMD,7V86,0U2,,15,,,,,,,,,,,,,,,,,"Gollis, Christina R",,,,,,crm053000,christina gollis
COMD,7V89,0U1,,12,,,1,,,,,,,,,,,,,,"Walsh, Diane G",,,,,,dxg022000,diane walsh
COMM,1311,0H1,2,4,3,1,1,,,,,,,,,,,,,,"Tanner, Lari J",,,,,,aam141730,allison templeton
COMM,1311,0W1,,6,4,1,1,1,,,,,1,,2,,,,,,"Sova, Melodee L",,,,,,contemp,karen baynham
COMM,1311,0W2,16,2,,2,,,,,,,,,1,,,,,,"Saenz, Michael A",,,,,,aam141730,allison templeton
COMM,1311,0W3,,3,11,2,1,,1,,2,2,,,2,,,,,,"Fraley, James M",,,,,,aam141730,allison templeton
COMM,1315,0W1,6,5,2,1,,1,,,1,1,,,2,,,,4,,"Cannon, Charles",,,,,,jxw174630,jason warren
COMM,1315,0W2,3,3,2,2,1,,,,1,,,,1,,,,1,,"Skiles, Bradley W",,,,,,cxc190014,charles cannon
COMM,1315,0W3,1,1,,1,1,2,2,2,,1,1,,4,,,,2,,"Bromberg, Mike",,,,,,bws150030,bradley skiles
COMM,3352,0W1,6,4,3,3,1,,1,,,,,1,3,,,,,,"Johnson, Janet L",,,,,,jlj065000,janet johnson
COMM,4371,0W1,3,6,1,1,,,1,,,,,,,,,,,,"Mckee-Williams, Candie D",,,,,,cdm230002,candie mckee williams
CRIM,2316,0W1,,10,2,4,3,1,,1,,,,,1,,,,,,"Puddy, Haley N",,,,,,peo091000,elmer polk
CRIM,3301,0W1,10,12,17,4,1,,,,,,,,1,,,,,,"Chidozie, Eustace","Olszewski, Hailey",,,,,mxs158030,eustace chidozie
CRIM,3310,0W1,,15,5,5,2,,,,,,,,3,,,,,,"Lee, Insang","Yoon, Minyeong",,,,,spg160530,sarah gammell
CRIM,4311,0W1,,1,5,2,2,,,1,,,,,,,,,,,"Lee, Jaebom",,,,,,kds106020,kelli martin
CRIM,4396,051,,10,,,,,,,,,,,,,,,,,"Boots, Denise P",,,,,,dpb062000,denise boots
CRIM,4396,052,,11,,,,,,,,,,,,,,,,,"Worrall, John L",,,,,,jlw064000,john worrall
CRWT,2301,0W2,8,2,1,1,,,,,,,,,1,,,,1,,"Baker, Matthew W",,,,,,mwb190002,matthew baker
CRWT,3306,5W1,1,10,,,,,,,1,,,,,,,,,,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez
CRWT,3354,0W1,,12,,,2,,,,,,,,,,,,,,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CRWT,3354,0W2,1,10,2,,,,,,,,,,1,,,,,,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CS,1325,0U1,1,2,1,2,5,,2,,,,,,1,,,,1,,"Chappidi, Sruthi","Mao, Ruiyu",,,,,mcp130030,mark paulk
CS,1337,0U2,2,4,,,5,3,,4,1,,2,,2,,,,,,"Gupta, Neeraj K","Yan, Xiao",,,,,kvl140030,khiem le
CS,2305,0U1,1,8,1,3,2,3,3,5,,,,,2,,,,2,,"Davis, Chris I","Kimbrell, Keegan M",,,,,rxf090020,ranran feng
CS,2336,5U1,3,10,2,4,1,,,4,,,,,,,,,,,"Khan, Kamran Z","Li, Xinpeng",,,,,kkhan,ziaullah khan
CS,2336,5U2,2,3,1,,4,2,2,2,,1,2,,2,,1,,,,"Chappidi, Sruthi","Mao, Ruiyu",,,,,sxc105920,sruthi chappidi
CS,2340,0U1,8,2,2,,4,1,2,1,4,,3,,3,,,,1,,"Karami, Gity","Rafieian, Mohammad",,,,,kjm160430,karen mazidi
CS,3341,0U1,,1,2,,6,1,4,2,1,,,,,,,,,,"Smiley, Octavious","Jannaty, Most Salma Y",,,,,tgw100020,tristan whalen
CS,3341,0U2,1,2,2,1,4,1,2,3,2,,,1,1,,,,,,"Guo, Huizhen","Mathew, Minu Maria",,,,,hxg190020,huizhen guo
CS,3345,0U1,1,2,2,4,8,8,2,5,3,,1,,2,,,,1,,"Zhao, Yi","Miah, Md Sanaullah","Hossain, Md Billal",,,,ozbirn,greg ozbirn
CS,3354,0U1,19,5,1,1,,,,1,,,,,,,,,,,"Nguyen, Tien N","Rong, Xiaokai",,,,,mxn143230,mehra borazjany
CS,3377,0W1,4,4,5,2,1,2,,,,,1,,,,,,,,"Dollinger, Scott M","Xu, Zexin",,,,,rkm010300,richard min
CS,3377,0W2,5,7,8,3,4,1,,,2,,3,,2,,,,,,"Dollinger, Scott M",Jishnu J,,,,,bxk101000,bhanu kapoor
CS,4141,6U1,3,7,5,1,1,,1,,1,,,,,,,,,,"Karami, Gity","Yan, Shuo",,,,,nhutnn,nhut nguyen
CS,4141,6U2,2,3,6,2,2,1,,,,,,,,,,,,,"Karami, Gity","Yan, Shuo",,,,,nhutnn,nhut nguyen
CS,4337,0U1,,5,3,2,8,2,4,4,,4,4,,3,,,,1,,"Zhao, Yi","Veerabathini, Mohit Vykuntham",,,,,cid021000,chris davis
CS,4341,0U1,11,3,5,5,9,2,5,2,4,,1,,1,,,,,,"Karami, Gity","Omidi, Zahra",,,,,nhutnn,nhut nguyen
CS,4347,0U1,12,6,5,7,7,6,6,4,6,,,,1,,,,,,"Omer, Jalal S","Malhotra, Brij Gulsharan","Mulka, Sai Tharun Reddy","Li, Shengjie",,,exc067000,ebru cankaya
CS,4348,0U1,6,4,7,1,3,,4,4,,,2,,,,,,,,"Omer, Jalal S","Malhotra, Brij Gulsharan","Li, Shengjie",,,,sxb155530,
CS,4348,0U2,1,3,,,4,6,5,8,,,1,,,,,,,,"Maweu, Barbara","Zhao, Yichen",,,,,axg173030,barbara maweu
