Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ATCM,3301,005,,4,2,2,4,3,,,1,,1,,1,,,,1,0,"Field, Jamie M",,,,,,jmf094020,jamie field
ATCM,3301,006,9,4,1,1,1,1,,1,1,,,,,,,,,0,"Martinez Ochoa, Angelica Miriam M",,,,,,amm180028,angelica miriam martinez ochoa
ATCM,3301,007,,2,7,3,2,3,1,1,,,,,,,,,,0,"Shukla, Nishanshi A",,,,,,nas180012,nishanshi shukla
ATCM,3301,009,,2,7,2,,5,1,,1,,,,,,,,,1,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3301,010,1,4,3,2,1,1,1,,,,,2,4,,,,,0,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3305,001,2,10,4,2,10,1,,,1,,,,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,3305,501,,13,,,7,,,1,,,,,5,,,,,3,"Manriquez, Robert J",,,,,,rjm107020,robert manriquez
ATCM,3306,001,4,4,5,3,4,2,1,1,1,,,,2,,,,,3,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,3306,002,,6,1,5,3,2,3,1,4,,,,3,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3306,003,,7,3,2,4,6,4,,,,,2,2,,,,,0,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,3307,001,,3,4,5,5,6,1,1,,,,,2,,,,,3,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3307,002,,2,6,3,4,3,1,2,4,2,,,2,,,,,1,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3308,001,3,2,5,1,3,2,,1,,1,2,,9,,,,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3308,002,,,5,2,2,2,1,3,4,,2,,6,,,,,2,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3309,001,,1,4,4,2,1,,,,,1,,2,,,,,3,"McComber, Sean",,,,,,sxm129130,sean mccomber
ATCM,3311,001,1,5,2,3,4,5,2,,,2,,2,3,,,,,0,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3311,002,,9,6,,5,1,2,1,1,1,,,1,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3315,001,7,14,4,4,1,,,,,,,,,,,,,0,"Veras de Souza, Christine",,,,,,,christine veras de souza
ATCM,3320,001,12,3,5,2,1,1,,3,2,,,,1,,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams
ATCM,3321,0H1,3,20,7,,,,,,,,,,,,,,,0,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan llamas rodriguez
ATCM,3335,001,1,1,1,,1,3,2,1,1,,1,,1,,,,,1,"Kane, Simon A",,,,,,sak043000,simon kane
ATCM,3336,001,,17,7,4,2,1,,,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,002,,5,13,3,5,2,1,1,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,003,1,7,10,3,3,,1,1,1,,,,,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3337,001,11,8,2,3,1,2,1,,,,,,2,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,002,10,11,2,1,2,3,,,,,,,1,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,003,11,11,4,,1,2,,,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,004,9,11,2,1,2,3,,,,,,,1,,,,,1,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3338,001,7,1,4,2,2,4,1,1,,1,,,4,,,,,3,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3338,002,5,2,5,2,4,2,2,1,,1,1,,5,,,,,0,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3340,001,16,2,1,3,1,1,1,,2,,,,3,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,002,13,2,3,3,,1,,2,,,2,,2,,,,,2,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,003,14,6,1,1,1,5,1,1,,,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3346,001,15,1,4,2,,1,,,,,1,,,,,,2,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,3350,0W1,9,6,3,3,,2,1,,,1,1,,4,,,,,0,"Hewitt, Sharon","Nair, Vinayak",,,,,sxh090220,sharon hewitt
ATCM,3350,0W3,7,4,6,2,1,1,2,1,,,2,,4,,,,,0,"Hewitt, Sharon","Nair, Vinayak",,,,,sxh090220,sharon hewitt
ATCM,3350,501,,23,2,,1,2,,,,,,,1,,,,,1,"Kondas, Kyle S",,,,,,kyle304,kyle kondas
ATCM,3365,001,9,4,8,4,1,2,,,,,,,,,,,,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3365,002,11,6,4,4,,2,1,1,,,,,1,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3365,501,6,13,,3,4,,,,,,,1,1,,,,,2,"Stewart, Michael C",,,,,,mxs128231,michael stewart
ATCM,3366,001,5,17,2,3,,1,,,,,,,1,,,,,1,"Wu, Hong An",,,,,,hxw173930,hong an wu
ATCM,3367,001,4,7,3,8,2,1,2,,,1,,,,,,,,2,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3367,501,9,4,9,1,,1,,,1,,,1,2,,,,,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
ATCM,3368,001,,4,4,,4,2,1,,2,,1,,9,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3368,002,6,4,3,3,5,5,,,1,1,,,,,,,,2,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,3370,001,6,6,9,5,2,1,,,,,,,1,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3372,001,6,7,6,,2,1,,1,1,,,,4,,,,1,1,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,3388,001,25,3,1,,,1,,,,,,,,,,,,0,"Fraley, James M",,,,,,jmf210007,james fraley
ATCM,3388,002,22,5,,1,,1,,1,,,,,,,,,,0,"Fraley, James M",,,,,,jmf210007,james fraley
ATCM,4305,001,,3,5,2,1,4,,1,,,,,1,,,,1,1,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,4307,001,1,2,3,2,3,,,,1,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,4310,501,2,6,6,2,2,6,3,1,,,,,2,,,,,0,"Buxkamper, Adam M",,,,,,amb047000,adam buxkamper
ATCM,4311,001,3,6,2,1,,2,1,,,,,1,,,,,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,4312,001,1,1,3,3,4,1,2,,,,1,,1,,,,,1,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,4313,001,,1,,3,2,,3,2,,,1,,,,,,,1,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,4314,001,1,,,4,1,2,2,,,,1,,,,,,,0,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,4316,001,2,15,,,,,,,,,,,,,,,,0,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,4316,002,,16,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,4319,001,,1,4,,2,3,1,,,,,1,4,,,,,0,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,4319,002,,22,,,,,,,,,,,,,,,,2,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,4319,003,9,6,1,,,,,,,,,,,,,,,0,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,4320,001,,31,,,1,,,,,,,,,,,,,0,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen
ATCM,4327,0H1,,15,9,4,,,,2,,,,,,,,,,0,"Banner, Olivia P","Chowdhury, Nusrat Zahan",,,,,opb140030,olivia banner
ATCM,4334,HN1,,21,,,1,,,,,,,,,,,,,0,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen
ATCM,4338,001,,11,4,1,3,3,,1,2,,,,1,,,,1,2,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4339,001,,12,1,,,,,,,,,,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4340,001,,12,2,,13,,,2,1,,,,,,,,,0,"Balsamo, Anne","MacDonald, Dale W",,,,,axb161831,anne balsamo
ATCM,4345,0H1,2,13,1,,,,,,,,1,,2,,,,,0,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,4346,001,14,2,,1,,,,,,,1,1,,,,,,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,4350,0W1,9,8,3,4,1,3,,2,,,,,1,,,,,0,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt
ATCM,4350,0W2,3,4,5,2,,2,3,,3,,1,1,5,,,,,1,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt
ATCM,4364,091,12,,,,,,,,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,4364,501,5,6,8,,,,,,,,,,,,,,,0,"Scott, Andrew F","Minnish, Roxanne W",,,,,afs140330,andrew scott
ATCM,4365,001,,4,5,4,,1,1,1,,,,1,1,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,4365,002,5,8,,,1,,,,,,,,4,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,4370,001,8,8,8,,1,,,,,,,,1,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4374,001,1,2,7,2,1,1,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4376,001,16,3,,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4377,001,16,1,1,,,1,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4384,001,,16,,,11,,,7,,,,,4,,,,,3,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4384,002,,12,,,16,,,11,,,,,2,,,,,0,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4384,003,,6,,,17,,,12,,,1,,3,,,,,0,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4397,001,5,8,8,,1,1,1,,,,,,,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,4397,002,7,11,1,1,3,,,,1,,,,1,,,,,0,"Minnish, Roxanne W",,,,,,rwm061000,roxanne minnish
ATCM,4397,003,2,3,4,1,,4,2,2,4,1,2,,,,,,,0,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,4397,004,6,1,6,1,4,3,,,,,,,1,,,,,2,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,4397,005,9,5,2,1,3,2,,1,,,1,,1,,,,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
ATCM,4397,006,8,1,,,2,,,4,,,,,,,,,,0,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper
ATCM,4397,007,10,7,1,,,,,,,,,,1,,,,,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,6000,001,,,,,,,,,,,,,,18,,,,0,"Roemer, Nils H",,,,,,nhr061000,nils roemer
ATCM,6001,001,,,,,,,,,,,,,,18,,,,1,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,6301,0H1,,14,,,1,,,,,,,,,,,,2,0,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,6322,001,,10,,,,,,,,,,,,,,,,1,"Burrough, Xtine","MacDonald, Dale W",,,,,cxb153930,xtine burrough
ATCM,6388,001,,13,2,,,,,,,,,,,,,,1,0,"Knight, Kim A",,,,,,kak102020,kim knight
AUD,6113,001,,,,,,,,,,,,,,22,,,,1,"Roeser, Ross J",,,,,,roeser,ross roeser
AUD,6306,001,,7,5,,,,,,,,,,,,,,,0,"Assmann, Peter",,,,,,assmann,peter assmann
AUD,6311,001,,12,,,2,,,,,,,,,,,,,0,"Clark, Jackie L","Trevino, Monica","Roeser, Ross J",,,,jclark,jackie clark
AUD,6318,001,,2,6,4,1,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D",,,,,,adw052000,andrea warner czyz
AUD,7205,001,,15,9,,,,,,,,,,,,,,1,0,"Le Prell, Colleen G",,,,,,cgl150030,colleen le prell
AUD,7220,001,,11,1,,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,7282,001,,12,,,,,,,,,,,,,,,,0,"Cokely, Carol G",,,,,,cgc016200,carol cokely
AUD,7321,001,,10,2,,1,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,7326,001,,9,2,,,,,,,,,,,,,,,0,"Thibodeau, Linda K",,,,,,thib,linda thibodeau
AUD,7351,501,,10,,,1,,,,,,,,,,,,,1,"Griffiths, Scott K",,,,,,skg180000,scott griffiths
BA,1310,001,1,2,4,5,7,6,6,12,2,,2,,1,,,,,0,"Hyndman, Kyle B",,,,,,tdp062000,kyle hyndman
BA,1310,002,3,,4,2,15,8,4,4,3,,,,1,,,,,3,"Hyndman, Kyle B",,,,,,tdp062000,kyle hyndman
BA,1320,001,2,5,12,6,8,4,7,4,1,,1,,2,,,,1,3,"Blueshtein, Moran","Smith, Jake A",,,,,mxb135230,moran blueshtein
BA,1320,501,,13,10,8,6,14,3,1,,,,,,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,,plewin,peter lewin
BA,3300,001,,7,5,5,8,5,2,4,,,,,,,,,1,3,"Siegenthaler, Simon",,,,,,sxs177933,simon siegenthaler
BA,3300,002,4,3,4,1,4,3,,1,,,,1,3,,,,,1,"Liebowitz, Stan",,,,,,liebowit,stan liebowitz
BA,4V00,501,,14,2,2,,,,,,,,,,,,,,0,"Zydorek, Hubert","Motwani, Harsha Prabhu","Somashekaraiah Prasadaswamy, Priya",,,,hxz120930,hubert zydorek
BCOM,1300,001,1,,1,1,3,2,4,,1,,1,1,9,,,,,2,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,1300,002,,,3,2,,1,3,2,3,1,2,1,4,,,,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,3300,001,,1,2,4,10,5,7,5,1,1,1,,8,,,,,1,"McCrady, Victoria D","Pachl, Alanna R",,,,,vdm130030,victoria mccrady
BCOM,3300,002,,,2,3,4,14,2,5,4,,2,,4,,,,,5,"Armstead, Erica",,,,,,exa190018,erica armstead
BCOM,3300,003,1,2,7,13,5,4,5,3,1,2,,,,,,,,3,"McCrady, Victoria D","Pachl, Alanna R",,,,,vdm130030,victoria mccrady
BCOM,3300,004,,6,16,10,4,5,2,,1,,,,1,,,,,0,"Cooper, Austin C",,,,,,acc150730,austin cooper
BCOM,3300,005,,5,12,7,3,7,1,,1,,,,7,,,,,2,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos
BCOM,3300,006,,,5,7,10,5,4,8,2,,,,2,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,007,,2,4,7,10,7,6,1,,1,1,,4,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,008,,1,10,10,10,5,2,,,,,1,5,,,,,2,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,009,,,2,5,13,10,3,3,4,1,,,4,,,,,0,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,010,,3,3,2,11,8,2,5,,1,1,1,7,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,011,1,6,13,3,6,6,,1,1,,,1,2,,,,,3,"Walton, Michaella",,,,,,mrw170730,michaella walton
BCOM,3300,012,1,7,15,3,5,5,2,2,1,,,,2,,,,,0,"Walton, Michaella",,,,,,mrw170730,michaella walton
BCOM,3300,013,,2,8,9,4,3,6,3,3,2,,,4,,,,,2,"Said, Stacey",,,,,,sxs210216,stacey said
BCOM,3300,014,,,1,3,5,7,4,4,2,2,3,2,10,,,,,0,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,501,,,3,2,5,5,8,3,3,1,,1,7,,,,,3,"Prudhomme-Coleman, Michelle",,,,,,mxp190035,michelle prudhomme coleman
BCOM,4300,001,4,9,11,3,9,4,2,3,2,,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A","Fry, Jennifer L",,,,meg012400,margaret smallwood
BCOM,4300,002,5,3,7,5,7,12,3,1,3,1,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,4300,003,,1,4,1,17,12,2,4,4,,1,,1,,,,,1,"Stewart, Julie",,,,,,jxs210043,julie stewart
BCOM,4300,004,1,6,9,5,10,4,3,6,2,1,1,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,4300,005,5,6,9,4,10,6,2,3,3,,,,,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,4300,006,,2,2,8,6,8,4,2,5,3,4,2,2,,,,,0,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,007,,3,5,2,6,13,4,1,5,4,1,2,,,,,,2,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,008,,8,7,2,10,10,2,5,1,1,1,,,,,,,1,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,4300,009,1,1,1,2,8,6,9,3,5,6,1,2,1,,,,,2,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,010,1,,2,7,3,13,6,3,5,1,3,,1,,,,,2,"Tamez, Katrina",,,,,,kxt200010,katrina tamez
BCOM,4300,011,,1,2,6,5,9,7,4,3,3,1,,,,,,,2,"Harrison, Megan K",,,,,,mkh160330,megan harrison
BCOM,4300,012,,1,1,5,14,11,14,,1,,,,1,,,,,0,"Bennett, Lance K",,,,,,lkb200003,lance bennett
BCOM,4300,013,,6,4,6,12,10,4,1,1,1,,1,,,,,,2,"Blockley, Caylin",,,,,,cxb190014,caylin blockley
BCOM,4300,014,,1,5,6,8,10,3,3,4,,1,3,4,,,,,0,"Moore, Sarah E",,,,,,sem054000,sarah moore
BCOM,4300,501,1,1,,7,8,12,4,5,2,1,6,1,,,,,,0,"Moore, Sarah E","Pachl, Alanna R",,,,,sem054000,sarah moore
BCOM,4300,502,,,3,4,5,20,1,4,3,1,1,,3,,,,,2,"Layne, Raini M",,,,,,,raini layne
BCOM,4300,503,1,2,4,3,17,11,1,5,,,,1,1,,,,,0,"Stewart, Julie",,,,,,jxs210043,julie stewart
BCOM,4300,HON,9,22,11,3,7,1,,,,,,,,,,,,0,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BIOL,1318,001,,6,,,9,,,8,,,3,,4,,,,,8,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra
BIOL,2111,001,2,1,1,2,,1,4,1,,1,,1,1,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,002,1,1,2,1,1,3,,,,1,1,2,1,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,005,4,4,,2,1,1,2,2,2,2,2,2,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,006,3,1,1,,2,,1,3,,,,3,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,009,1,,,1,,,2,2,2,,3,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,010,1,,,1,1,1,3,2,2,,,3,,,,,,2,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2112,001,5,7,3,5,3,,3,,2,1,,,1,,,,,0,"Wilson, Michelle","Mortada, Donna",,,,,mxw084000,michelle wilson
BIOL,2112,002,2,5,5,3,4,4,,2,1,2,,,2,,,,,0,"Wilson, Michelle","Prameela, Anusha",,,,,mxw084000,michelle wilson
BIOL,2112,003,3,8,8,1,3,3,1,2,,,,,,,,,,1,"Wilson, Michelle","Xia, Jing",,,,,mxw084000,michelle wilson
BIOL,2112,004,2,3,6,7,5,3,,2,1,,,1,,,,,,0,"Wilson, Michelle","Suresh, Prarthana",,,,,mxw084000,michelle wilson
BIOL,2112,005,2,2,11,5,4,1,,1,1,,,1,1,,,,,0,"Wilson, Michelle","Prameela, Anusha",,,,,mxw084000,michelle wilson
BIOL,2112,006,5,5,7,7,3,1,1,1,,,,,,,,,,0,"Wilson, Michelle","Xia, Jing",,,,,mxw084000,michelle wilson
BIOL,2112,007,3,6,6,4,3,2,,3,,,,2,,,,,,1,"Wilson, Michelle","Mortada, Donna",,,,,mxw084000,michelle wilson
BIOL,2112,008,2,3,1,6,3,3,4,2,3,3,,,,,,,,0,"Wilson, Michelle","Suresh, Prarthana",,,,,mxw084000,michelle wilson
BIOL,2112,009,,3,3,4,4,3,2,1,3,3,1,1,,,,,,2,"Padmanabhan, Ramesh","Patel, Ritik J",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,010,1,7,5,3,2,6,,2,1,,,,,,,,,3,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,011,1,6,6,3,4,1,2,1,1,1,,,2,,,,,2,"Padmanabhan, Ramesh","Patel, Ritik J",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,012,,2,5,5,6,3,,2,1,1,1,1,2,,,,,1,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,013,1,3,2,2,5,3,4,3,1,2,1,2,1,,,,,0,"Padmanabhan, Ramesh","Gomez, Jessica E",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,014,1,2,4,6,2,2,5,,3,,,2,2,,,,,1,"Padmanabhan, Ramesh","Gomez, Jessica E",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,015,,4,4,2,2,5,1,,3,2,2,,2,,,,,3,"Padmanabhan, Ramesh","Alemi, Parinazsadat","Patel, Ritik J","Gomez, Jessica E","Watson, Trevor J",,rxp104120,ramesh padmanabhan
BIOL,2112,016,,2,3,6,1,2,7,1,2,2,1,,3,,,,,0,"Padmanabhan, Ramesh","Gomez, Jessica E","Alemi, Parinazsadat","Patel, Ritik J","Watson, Trevor J",,rxp104120,ramesh padmanabhan
BIOL,2281,301,2,4,3,4,2,4,1,,1,,1,,,,,,,1,"Pickett, Elizabeth A","Ratevosyan, Richard",,,,,eaw016100,elizabeth pickett
BIOL,2281,302,1,7,5,1,4,2,3,,,,,,,,,,,0,"Lin, Wen J","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,,wenju,wen lin
BIOL,2281,303,5,3,4,1,3,3,,,,1,,1,1,,,,,1,"Pickett, Elizabeth A","Ratevosyan, Richard",,,,,eaw016100,elizabeth pickett
BIOL,2281,304,6,4,4,3,2,1,,1,,,,,1,,,,,0,"Lakoduk, Ashley","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,,axl200032,ashley lakoduk
BIOL,2281,305,2,7,2,2,1,,1,,2,1,,,,,,,,3,"Pickett, Elizabeth A","Mittal, Shubham",,,,,eaw016100,elizabeth pickett
BIOL,2281,306,2,4,2,3,2,3,1,3,,,,,2,,,,,1,"Lin, Wen J","Briggs, Alyssa A",,,,,wenju,wen lin
BIOL,2281,307,6,6,3,2,1,1,,,1,,,,1,,,,,1,"Mehta, Iti","Yetkin, Celal E",,,,,ixm121430,iti mehta
BIOL,2281,308,2,8,4,2,2,1,,1,1,,,,1,,,,,0,"Lakoduk, Ashley","Do, Hung P",,,,,axl200032,ashley lakoduk
BIOL,2281,309,3,8,5,1,1,,1,2,,,,,2,,,,,0,"Mehta, Iti","Basu, Ujjaini",,,,,ixm121430,iti mehta
BIOL,2281,310,1,10,1,1,3,2,1,,,1,1,,2,,,,,0,"Lakoduk, Ashley","Paredes, Megan",,,,,axl200032,ashley lakoduk
BIOL,2281,311,5,4,6,2,2,1,1,,,,,1,,,,,,1,"Pickett, Elizabeth A","Tien, Hsin-Jung",,,,,eaw016100,elizabeth pickett
BIOL,2281,312,1,6,4,1,3,2,1,,1,,1,,,,,,,2,"Lin, Wen J","Do, Hung P",,,,,wenju,wen lin
BIOL,2281,313,5,8,4,1,,,1,,1,,,1,1,,,,,1,"Mehta, Iti","Yetkin, Celal E",,,,,ixm121430,iti mehta
BIOL,2281,314,1,2,9,4,2,,1,,1,1,,,,,,,,0,"Lin, Wen J","Paredes, Megan",,,,,wenju,wen lin
BIOL,2281,315,2,6,2,3,2,,1,2,1,,1,,1,,,,,0,"Mehta, Iti","Basu, Ujjaini",,,,,ixm121430,iti mehta
BIOL,2281,316,3,7,1,2,,1,1,1,1,1,,,,,,,,3,"Pickett, Elizabeth A","Mittal, Shubham",,,,,eaw016100,elizabeth pickett
BIOL,2281,317,,6,5,2,2,2,,2,1,,,1,,,,,,1,"Lin, Wen J","Tien, Hsin-Jung",,,,,wenju,wen lin
BIOL,2281,318,5,7,3,1,3,1,1,1,,,,,,,,,,0,"Klang, Ida","Easterwood, Shayne",,,,,ixk190014,ida klang
BIOL,2281,319,3,4,4,1,3,1,1,2,1,,1,,,,,,,0,"Klang, Ida","Lakoduk, Ashley","Easterwood, Shayne",,,,ixk190014,ida klang
BIOL,2281,320,1,6,4,1,5,3,2,,,,,,,,,,,1,"Lakoduk, Ashley","Briggs, Alyssa A",,,,,axl200032,ashley lakoduk
BIOL,2311,001,14,7,5,11,5,6,13,11,6,4,7,12,1,,,,,2,"Srikanth, Uma","Kwende, Sharon A","Zaheen Khan, Fabiha","Miller, Edmund A",,,ukrish,uma srikanth
BIOL,2312,001,24,39,47,38,28,17,9,13,8,6,,4,4,,,,,2,"Wilson, Michelle","Mortada, Donna","Prameela, Anusha","Suresh, Prarthana","Xia, Jing",,mxw084000,michelle wilson
BIOL,2312,002,4,29,32,31,26,25,21,10,15,11,6,6,12,,,,,12,"Padmanabhan, Ramesh","Gomez, Jessica E","Alemi, Parinazsadat","Patel, Ritik J","Watson, Trevor J",,rxp104120,ramesh padmanabhan
BIOL,3101,001,5,1,5,3,2,3,3,7,1,2,,,2,,,,,0,"Dejong, Jeff L","Shah, Viraj S",,,,,dejong,jeff dejong
BIOL,3101,002,2,1,5,8,4,3,1,6,2,1,,,,,,,,0,"Dejong, Jeff L","Zhang, Bo",,,,,dejong,jeff dejong
BIOL,3101,003,,1,5,3,5,5,3,6,4,1,,,,,,,,1,"Dejong, Jeff L",,,,,,dejong,jeff dejong
BIOL,3101,005,,,4,5,1,2,1,6,2,1,,,,,,,,1,"Dejong, Jeff L","Afolami, Olufemi Ifeoluwa",,,,,dejong,jeff dejong
BIOL,3101,006,,9,2,1,4,5,5,2,4,1,,,,,,,,0,"Dejong, Jeff L","Chaurasia, Akansha",,,,,dejong,jeff dejong
BIOL,3101,008,,2,1,3,2,3,2,3,5,1,,,,,,,,2,"Dejong, Jeff L","Zhang, Bo",,,,,dejong,jeff dejong
