Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CRIM,6381,0W1,,14,,,,,,,,,,,,,,,1,"Polk, Elmer O","Hamer, Karen",,,,,peo091000,elmer polk
CRWT,2301,051,1,3,4,,1,1,,2,,,,,,,,,0,"Ocasio-Russe, Lizbette",,,,,,lxo160130,lizbette ocasio russe
CRWT,3306,051,,15,,,,,,,,,,,,,,,0,"Watkins, Latoya S",,,,,,lws031000,latoya watkins
CRWT,3354,091,,9,2,1,2,,,,,,,,1,,,,0,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CS,1134,1W1,5,1,3,,,,,1,1,,,,,,,,1,"Min, Richard K","Aggarwal, Alakh",,,,,kld054000,karen doore
CS,1136,1W1,12,3,1,1,1,,,,,1,,,2,,,,0,"Min, Richard K","Zhao, Chen",,,,,kld054000,karen doore
CS,1136,1W2,6,3,1,1,2,,,,,1,,,2,,,,0,"Min, Richard K","Li, Changbin","Wang, Chengen",,,,kld054000,karen doore
CS,1325,0U1,2,4,3,5,9,4,3,1,,1,,,2,,,,0,"Paulk, Mark C","Li, Xiao",,,,,mcp130030,mark paulk
CS,1334,0U1,,2,1,,2,4,1,,,,,,4,,,,3,"Arnold, Gordon L","Cai, Yuchen",,,,,axn112530,anurag nagar
CS,1335,0U1,,2,1,3,4,2,3,2,,1,3,,1,,,,2,"Solanki, Nidhiben M","Cai, Yuchen",,,,,mgc013000,michael christiansen
CS,1336,0U1,4,9,2,3,4,,,1,,,,,,,,,1,"DeGroot, Doug",,,,,,gxa120930,gordon arnold
CS,1336,5U1,1,3,1,1,1,4,,1,,,,,3,,,,0,"Gupta, Neeraj K","Hu, Linghuan",,,,,nkg140130,neeraj gupta
CS,1337,0U1,,11,4,4,3,1,1,1,,,,,6,,,,0,"Dollinger, Scott M","Li, Changbin",,,,,cshields,charles shields
CS,1337,0U2,3,3,,5,9,1,3,,1,,,,3,,,,2,"DeGroot, Doug",,,,,,kvl140030,khiem le
CS,2305,0U1,5,7,2,2,1,,1,1,,,,,3,,,,1,"Feng, Ranran","Ocampo Diaz, Gerardo",,,,,rxf090020,ranran feng
CS,2305,5U1,1,10,5,4,4,5,1,2,1,,1,1,,,,,1,"Farage, Timothy P","Arya, Shivvrat","Ocampo Diaz, Gerardo",,,,tfarage,timothy farage
CS,2336,0W1,8,6,5,2,3,,1,2,,,,,,,,,2,"Khan, Ziaullah","Tian, Zijing",,,,,mxn143230,mehra borazjany
CS,2336,0W2,15,2,,1,2,1,,1,,,1,,6,,,,0,"Nouroz Borazjany, Mehra","Wang, Guanghua",,,,,mxn143230,mehra borazjany
CS,2336,0W3,3,6,,3,3,1,,,,,,,1,,,,0,"Khan, Ziaullah","Tian, Zijing",,,,,kkhan,ziaullah khan
CS,2340,0U1,,1,7,1,3,6,,,2,1,1,,4,,,,2,"Mazidi, Karen J","Patel, Dhruvkumar R",,,,,kjm160430,karen mazidi
CS,2340,0W1,15,6,3,2,4,,1,2,,,2,,2,,,,0,"Karami, Gity","Wu, Zhouxiang",,,,,kjm160430,karen mazidi
CS,3305,0U1,1,23,4,3,3,,,,,,,,,,,,1,"Farage, Timothy P","Arya, Shivvrat",,,,,tfarage,timothy farage
CS,3305,0W1,3,7,1,3,6,2,1,4,,,,,,,,,2,"Kumar, Pushpa S","Arya, Shivvrat",,,,,mns086000,meghana satpute
CS,3341,0U1,15,2,3,6,2,3,3,7,4,4,3,4,8,,,,5,"Whalen, Tristan G","Uddin, Mohammad Afser","Sajal, Ibrahim Hossain","Oh, Sungjin",,,tgw100020,tristan whalen
CS,3345,0U1,5,1,1,3,2,,4,1,2,1,,1,2,,,,2,"Ozbirn, Greg A","Singhal, Yatharth",,,,,ozbirn,greg ozbirn
CS,3345,0U2,2,2,,5,1,,3,1,3,,,,,,,,1,"Ozbirn, Greg A","Singhal, Yatharth",,,,,ozbirn,greg ozbirn
CS,3345,0W1,7,2,4,1,3,1,2,,,,,,,,,,0,"Khan, Ziaullah","Patel, Dhruvkumar R",,,,,rxf090020,ranran feng
CS,3354,0U1,3,1,3,1,1,1,1,,1,1,,,,,,,2,"Zalila-Wenkstern, Rym","Bansal, Rishita",,,,,mxn143230,mehra borazjany
CS,3354,5U1,4,4,1,2,1,1,,,,,,,,,,,1,"Yang, Wei","Ahn, Sung Soo",,,,,mcp130030,mark paulk
CS,3377,0W1,3,,6,2,6,3,5,1,,,1,,1,,,,1,"Min, Richard K","Bansal, Rishita",,,,,rkm010300,richard min
CS,3377,0W2,2,,3,3,4,2,3,,,,,,1,,,,3,"Min, Richard K","Wang, Wenting",,,,,bxk101000,bhanu kapoor
CS,4141,6U1,19,10,8,2,1,1,2,,,,1,,,,,,0,"Nguyen, Nhut","Chen, Tiantian",,,,,nhutnn,nhut nguyen
CS,4301,0W1,9,10,3,1,1,2,1,3,1,,2,,,,,,1,"Karami, Gity","Guo, Jinghui",,,,,ygd120030,yvo desmedt
CS,4336,0U1,13,15,6,2,,1,,,,,,,2,,,,0,"Ozbirn, Greg A","Wang, Wenting",,,,,ozbirn,greg ozbirn
CS,4337,0U1,,4,3,4,1,2,1,,1,,1,,1,,,,0,"Davis, Chris I","Li, Dongcheng",,,,,cid021000,chris davis
CS,4337,0W1,5,8,6,4,4,1,1,1,1,,1,,,,,,0,"Karami, Gity","Ghanbari, Ali",,,,,gxk180009,gity karami
CS,4341,0U1,,9,8,5,10,4,5,3,,,4,,,,,,0,"Nguyen, Nhut","Ghanbari, Ali","Chen, Tiantian",,,,nhutnn,nhut nguyen
CS,4347,0U1,8,6,7,2,3,3,1,,1,,1,2,,,,,0,"Christiansen, Michael G","Aggarwal, Alakh",,,,,exc067000,ebru cankaya
CS,4347,0W1,1,3,2,3,5,4,1,2,,,,,,,,,0,"Davis, Chris I","Wang, Guanghua",,,,,wxw020100,weili wu
CS,4348,0U1,4,3,4,3,6,5,3,5,4,1,2,,,,,,1,"Christiansen, Michael G","Padalkar, Parth",,,,,sxb155530,
CS,4348,5U1,3,1,4,5,7,3,,,2,,3,,4,,,,3,"Prakash, Ravi","Nguyen, Son V",,,,,ees101020,elmer salazar
CS,4349,0U3,5,6,7,3,6,8,5,1,1,1,1,,1,,,,0,"Erbatur, Serdar","Wang, Chengen",,,,,chalam,chitturi bhadrachalam
CS,4353,0W1,29,9,9,,2,,,1,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick
CS,4365,0U1,3,2,1,3,6,4,6,,2,,,,1,,,,0,"Min, Richard K","Zhao, Chen",,,,,rkm010300,richard min
CS,4375,0U1,1,2,5,6,4,4,2,1,1,,,2,2,,,,0,"Mazidi, Karen J","Kobayashi, Hideo",,,,,kjm160430,karen mazidi
CS,4375,0U2,1,4,4,1,2,1,3,4,1,,1,2,,,,,6,"Ng, Yu Chung V","Kobayashi, Hideo",,,,,kjm160430,karen mazidi
CS,4376,0U1,,4,6,8,3,3,1,1,1,,1,,,,,,1,"Paulk, Mark C","Li, Dongcheng",,,,,mcp130030,mark paulk
CS,4384,0U2,1,10,2,2,7,2,2,3,,2,,,5,,,,0,"Arnold, Gordon L","Akbar, Khandakar Ashrafi",,,,,cid021000,chris davis
CS,4390,0U1,3,2,,5,4,,2,2,1,1,,,,,,,0,"Le, Khiem V","Li, Shuo",,,,,kvl140030,khiem le
CS,4390,0U2,,1,1,1,4,3,2,3,,,1,,,,,,1,"Cobb, Jorge","Li, Shuo",,,,,jcobb,jorge cobb
CS,4393,0U1,,3,3,1,1,1,2,,1,,,,,,,,1,"Nguyen, Nhut","Wang, Chengen",,,,,nhutnn,nhut nguyen
CS,5343,0U1,,9,3,3,3,3,,1,,,,,,,,,0,"Gupta, Neeraj K","Nguyen, Son V",,,,,nkg140130,neeraj gupta
CS,6301,0U1,,15,4,1,,,,,,,,,,,,,0,"Nagar, Anurag","Wu, Zhouxiang",,,,,bxt043000,bhavani thuraisingham
CS,6301,0W1,,31,,,,,,,,,,,,,,,0,"Thuraisingham, Bhavani","Akbar, Khandakar Ashrafi",,,,,dxd056000,ding zhu du
CS,6314,0W1,,15,3,7,,1,,2,,,,,,,,,1,"Yuruk, Nurcan","Guo, Jinghui",,,,,nxy140530,nurcan yuruk
CS,6350,0U1,,15,7,2,,,,,,,,,,,,,0,"Nagar, Anurag","Padalkar, Parth",,,,,axn112530,anurag nagar
CS,6359,0U1,,3,5,2,,,,,,,,,,,,,0,"Chung, Lawrence","Ahn, Sung Soo",,,,,mxn143230,mehra borazjany
CS,6360,5U1,,8,10,1,,,,,,,,,,,,,0,"Davis, Chris I","Li, Changbin",,,,,cid021000,chris davis
CS,6363,0U1,,23,1,3,1,1,1,,,,,,,,,,0,"Chandrasekaran, Ramaswamy","Dhoked, Sahil",,,,,chandra,ramaswamy chandrasekaran
CS,6363,0U2,,5,2,2,,1,,1,,,,,,,,,0,"Erbatur, Serdar","Dhoked, Sahil",,,,,sxe190003,serdar erbatur
CS,6364,0U1,,17,6,2,2,1,1,,,,,,3,,,,1,"Schweitzer, Haim","Wan, Guihong",,,,,haim,haim schweitzer
CS,6366,0W1,,5,3,,,1,1,,,,,,,,,,0,"Kumar, Pushpa S","Aggarwal, Alakh",,,,,pkumar,pushpa kumar
CS,6375,5U1,,8,1,3,2,1,2,,,,,,1,,,,0,"Schweitzer, Haim","Wan, Guihong",,,,,haim,haim schweitzer
CS,6375,MU1,,12,5,4,2,,,,,,,,,,,,0,"Nagar, Anurag",,,,,,axn112530,anurag nagar
CS,6378,0U1,,4,6,3,1,,,,,,,,1,,,,0,"Mittal, Neeraj","Dhoked, Sahil",,,,,nxm020100,neeraj mittal
CS,6385,0W1,,14,2,2,2,,,,,,,,,,,,0,"Farago, Andras","Zhao, Chen",,,,,farago,andras farago
DANC,1310,0W1,1,13,1,2,2,3,,,,,,2,5,,,,0,"Saba, Monica",,,,,,msaba,monica saba
ECON,2301,0W1,,20,2,3,3,,,1,,,,,1,,,,0,"Nguyen, Hien T",,,,,,lxk010300,luba ketsler
ECON,2302,0W1,4,18,11,3,,1,,,,,,,,,,,1,"Zhang, Jinglun",,,,,,txw132630,timothy wunder
ECON,3330,0W1,5,20,1,2,2,1,,1,1,,1,1,1,1,,,3,"Zhang, Licheng","Ketsler, Luba",,,,,lxz172030,
ECON,4302,0U1,1,1,4,3,2,3,4,2,1,,,,,,,,0,"Choi, Soohyun",,,,,,rxr145930,rasoul ramezani
ECS,3390,051,10,4,1,,1,,1,,,,,,1,,,,0,"Montgomery, Christina",,,,,,lem150330,lindsay moore
ECS,3390,052,,,1,2,7,,1,,,,,,3,,,,0,"Crowder, Wade A",,,,,,cxl085200,carie king
ECS,3390,092,,14,,,1,1,,1,,,,,2,,,,0,"Johnson, Janet L",,,,,,olive,laura mohsene
ECS,3390,0W1,,9,4,1,2,,1,,,,,,,,,,2,"Glauser, Janece B",,,,,,cxl085200,carie king
ECS,3390,0W2,,12,1,1,1,2,,,,1,,,1,,,,0,"Glauser, Janece B",,,,,,das,deborah scally
ECS,3390,0W3,1,5,5,1,2,,,,,1,,,4,,,,0,"Scally, Deborah A",,,,,,mls077000,maribeth (betsy) schlobohm
EE,3161,051,1,2,3,2,,2,,,,1,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
EE,3201,0U1,,2,3,1,2,,,2,,,,,2,,,,0,"Kiasaleh, Kamran","Meng, Xingyu","Steele, Alec M",,,,kamran,kamran kiasaleh
EE,3202,0U1,,8,3,4,,,,1,1,,,,4,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Liu, Jinbo",,,,kamran,kamran kiasaleh
EE,3301,0U1,2,7,1,2,3,1,,1,1,1,1,,2,,,,0,"Tacca, Marco","Khoshlessan, Mahshid",,,,,kamran,kamran kiasaleh
EE,3302,5U1,,2,2,3,4,1,2,3,4,1,,2,3,,,,3,"Kehtarnavaz, Nasser","Mohamed, Ahmed M","Kucuk, Abdullah",,,,nxk019000,nasser kehtarnavaz
EE,3311,0U1,2,1,4,1,3,1,,,1,,,1,1,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,,sxp124631,siavash pourkamali
EE,3311,5U1,,2,2,3,5,2,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,,cms057000,carl sechen
EE,3320,0U1,3,1,1,1,1,,,1,1,,1,,,,,,0,"Nikoubin, Tooraj","Gao, Tianning",,,,,txn190011,tooraj nikoubin
EE,4203,0U1,1,3,1,,1,2,3,1,1,,2,1,,,,,0,"Kehtarnavaz, Nasser","Azarang, Arian","Gogineni, Susmitha",,,,nxk019000,nasser kehtarnavaz
EE,4388,0U1,,14,1,2,2,,,,,,,,,,,,0,"Bhatia, Dinesh","Noor Shoudha, Shamman",,,,,dinesh,dinesh bhatia
EE,4389,0U1,1,6,,4,,,,,,,,,,,,,0,"Bhatia, Dinesh","Chandra Shekar, Ram Charan M",,,,,dinesh,dinesh bhatia
EEOP,6314,0H1,,26,6,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil
EERF,7V89,0W1,,9,,1,,,,,,,,,,,,,0,"Henderson, Rashaunda M",,,,,,rmh072000,rashaunda henderson
ENGR,2300,0W1,3,4,,3,2,1,2,2,4,1,,,2,,,,1,"Akin, Bilal","Li, Chen",,,,,bxa123330,bilal akin
ENGR,3300,0U1,1,13,2,5,7,2,,7,,,1,,,,,,0,"Ali, Mohammed Z","Si, Qilin","Nourmohamadi, Hesam",,,,mohammed,ali mohammed
ENGR,3341,0U1,3,7,2,4,5,2,3,3,3,,,2,2,,,,5,"Fonseka, John","Hassan, Rana A","Olee, Shakil Mahmud",,,,kjp,john fonseka
ENTP,3301,0U1,3,8,9,5,3,,,1,,,,,2,,,,1,"Nichols, Paul M",,,,,,sxg172931,steven guengerich
ENTP,4335,0W1,1,3,2,5,,1,,,,,,1,1,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
ENTP,6321,5U1,,3,,,8,,,,,,,,1,,,,0,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery
ENTP,6370,0W1,,14,13,7,9,7,,,,,,,,,,,0,"Kimzey, Jackie","Kwon, Jung Hyun",,,,,jxk092000,jackie kimzey
EPPS,2301,5U1,2,1,3,2,2,1,1,1,,1,,,,,,,0,"Maduforo, Kate E","Dzanie, Raphael K",,,,,dxz161530,kate maduforo
EPPS,2302,0W1,,5,6,2,1,2,,,,,,,,,,,0,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte
FILM,2332,0U1,1,7,11,6,5,4,5,1,1,,,,2,,,,3,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver
FIN,3300,0U1,,11,,,1,,,5,,,1,,3,,,,0,"Lynch, Julie",,,,,,jxl180030,julie lynch
FIN,3305,5U1,,6,2,,10,1,,7,1,,,,1,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,jxl180030,julie lynch
FIN,3320,0U1,,12,3,1,15,2,2,7,,,2,,1,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi
FIN,3320,0U2,,9,1,3,3,2,4,3,1,,,,,,,,0,"Peabody, Stephen D",,,,,,jxm158130,jeffrey manzi
FIN,3320,0U3,,20,2,2,4,3,3,2,,,,,2,,,,0,"Peabody, Stephen D",,,,,,sdp093020,
FIN,3320,0W1,,11,1,3,16,,1,8,,,2,,1,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi
FIN,3320,0W2,,13,2,4,9,,,7,,1,2,,1,,,,1,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi
FIN,3360,0W1,,6,11,11,14,3,4,3,1,1,2,,,,,,0,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
FIN,3370,0U1,1,2,12,2,5,,1,1,1,,,,,,,,1,"Haynes, Steven",,,,,,dlr150330,debra richardson
FIN,3390,0U1,4,5,10,3,1,12,3,3,8,,,1,1,,,,1,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,,ahe013000,amal el ashmawi
FIN,4300,0U1,,18,,7,,1,,,,,,,,,,,0,"Zhu, Yifan",,,,,,swx170030,
FIN,4310,5U1,1,2,3,2,1,3,1,3,3,,2,1,1,,,,3,"Smith, Jake A",,,,,,jas171530,
FIN,6301,0W1,,46,,,9,,,1,,,,,1,,,,1,"El-Ashmawi, Amal H",,,,,,tday,theodore day
FIN,6301,5U1,,26,,,4,,,,,,,,,,,,0,"Peabody, Stephen D",,,,,,rbk160130,revansiddha khanapure
FIN,6301,CW1,,8,3,6,3,2,,,,,,,3,,,,1,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,XS1,,25,,1,1,,2,,,,,,,,,,0,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,,ahe013000,amal el ashmawi
FIN,6307,5U1,,4,5,1,,5,1,1,,,,,,,,,3,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,,lxm133730,liping ma
FIN,6310,5U1,,12,7,3,8,2,4,5,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,,dxk110730,dupinderjeet kaur
FIN,6318,5U1,,9,7,5,4,4,2,,,,,,,,,,0,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,,lxm133730,liping ma
FIN,6321,5U1,,9,1,,9,,,1,,,,,,,,,0,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery
FIN,6360,5U1,,5,6,1,,3,,,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,,rxg170730,rajesh ghai
FTEC,6312,FS1,,4,6,1,2,,,,,,,,,,,,0,"Scott, James A",,,,,,jas076100,james scott
GEOS,1303,051,2,13,14,1,1,,,,,,,,,,,,0,"Griffin, William R","Wang, Ning",,,,,griffin,william griffin
GEOS,3300,0S1,2,3,3,1,1,1,2,1,1,,,1,,,,,0,"Pirouz, Mortaza","Willis, Siloa B","Geissman, John W","Newman, Jordan W",,,jwg102020,john geissman
GOVT,2305,0U1,10,8,5,8,3,2,1,1,2,,,1,3,,,,1,"Gutierrez Mannix, Carlos Daniel",,,,,,jgc130130,
GOVT,2305,0U2,8,10,7,3,1,1,1,,,,,,4,,,,1,"Sanchez De La Rosa, Andres Ricardo",,,,,,rjl140330,ryan lux
GOVT,2306,0U1,,23,13,8,9,6,1,3,3,,,,3,,,,1,"Johnson, Sara K",,,,,,ckc150230,sara johnson
GOVT,2306,0U2,,21,12,7,11,2,,,1,,2,1,4,,,,2,"Eaton, John M",,,,,,cxg172030,carlos gutierrez mannix
HDCD,6351,5U1,,12,,,,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,,dme061000,donna ewing
HDCD,6370,0U1,,10,,1,1,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,,dme061000,donna ewing
HIST,1301,051,1,33,15,5,10,3,4,1,1,1,,1,9,,,,3,"Wright, Ben","Zawng, Ze",,,,,bxw151330,ben wright
HIST,1302,091,2,11,20,11,9,14,8,6,,1,1,,5,,,,1,"Schulze, Jeffrey","Hill, Justin T",,,,,jxs072200,jeffrey schulze
HIST,3328,091,,2,4,3,2,2,,1,,1,,,3,,,,0,"Dennis, Patrick W",,,,,,pdennis,patrick dennis
HIST,4344,0W1,6,3,11,7,2,1,1,,,1,1,,3,,,,1,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,4358,051,2,,,1,4,2,,2,,,,,,,,,1,"Farmer, J Michael",,,,,,jmf073000,michael farmer
HLTH,1301,0W1,,,4,4,2,2,1,1,,,,,,,,,1,"Baetge, Claire",,,,,,cxb170330,claire baetge
HLTH,3300,0W1,,55,2,2,3,1,,2,,,,1,2,,,,1,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HMGT,3301,5U1,,6,,2,8,,2,7,,,,,,,,,1,"Karnuta, Daniel","Wang, Jiyu",,,,,brb051000,britt berret
HMGT,6329,5U1,,21,,,,,,,,,,,,,,,0,"Thurgood, Keith L","Liu, Yu",,,,,fwf081000,forney fleming
HMGT,6331,5U1,,36,12,4,2,1,1,,,,,,,,,,0,"Malaise, Michael",,,,,,mhm130430,michael malaise
HMGT,6331,CH1,,15,,4,1,1,,1,,,,,,,,,0,"Jacob, Stephen",,,,,,,stephen jacob
HMGT,6332,5U1,,16,13,12,4,3,3,1,,,,,1,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
HMGT,6403,AH6,,17,11,1,,,,,,,,,,,,,0,"Kaiser, Robert C",,,,,,,robert kaiser
HMGT,6410,AS1,,43,2,,,,,,,,,,,,,,0,"McCracken, John",,,,,,,john mccracken
IMS,3310,0U1,4,23,9,11,2,,,,,,,,,,,,0,"Bai, Xiaoou",,,,,,xxl133730,
IMS,3310,0U2,8,8,8,8,8,6,1,,,,,,1,,,,0,"Yeo, Yundong",,,,,,txh093000,tom henderson
IMS,3310,5U1,1,7,2,4,4,1,1,3,,3,2,,5,,,,1,"Henderson, Tom",,,,,,txh093000,tom henderson
IMS,6304,0W1,,14,16,8,4,1,,,,,,,1,,,,2,"Woldu, Habte G","Alborz, Ethan",,,,,wolduh,habte woldu
IMS,6304,AW1,,10,,,3,,,1,,,,,,,,,0,"McCracken, John","Petrik, Peter",,,,,,john mccracken
IMS,6314,0W1,,5,10,,,,,,,,,,,,,,0,"Dalgic, Tevfik",,,,,,tdalgic,tevfik dalgic
IMS,6316,GS1,,11,9,2,5,,,,,,,,,,,,0,"Peinhardt, Clint W",,,,,,cwp052000,clint peinhardt
IMS,6316,GS2,,8,10,,5,,,1,,,,,,,,,1,"Peinhardt, Clint W",,,,,,cwp052000,clint peinhardt
IMS,6360,0W1,,30,28,9,5,3,,,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,,kxs014600,kurt siklar
ISIS,3335,0W1,2,8,8,3,8,,5,,,,,,,,,,0,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa
ISIS,4304,0H1,,10,2,1,5,,,,,,,,3,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
ISNS,2359,0W1,36,13,9,2,1,3,,,5,,1,1,3,,,,0,"Pujana, Ignacio",,,,,,pxs077000,prabin shilpakar
ISNS,2367,0W1,4,17,6,1,5,5,,2,5,,,,6,,,,0,"Pujana, Ignacio",,,,,,pujana,ignacio pujana
ISNS,2367,0W2,4,4,1,4,2,,1,1,,,,,,,,,0,"Pujana, Ignacio",,,,,,pujana,ignacio pujana
ITSS,3300,5U1,,38,7,8,2,,2,1,,,,,3,,,,1,"Owens, Sean M","Chen, Luoying",,,,,jxs124931,
ITSS,3311,5U1,,5,8,6,7,5,2,7,,,,,2,,,,2,"Short, Kevin P","Vallurupalli, Naina C",,,,,yxk130930,yeongin kim
ITSS,3312,5U1,,8,5,4,10,5,1,5,2,1,,1,2,,,,4,"Thomas, Sunela","Vallurupalli, Naina C",,,,,mxy131030,
ITSS,3390,5U1,,3,7,10,8,6,,,1,,,,,,,,0,"Arora, Vivek",,,,,,vxa081000,vivek arora
ITSS,4300,5U1,,5,6,14,6,8,2,2,,,,,2,,,,2,"Pandian, Thiru",,,,,,dmo130130,dawn owens
ITSS,4330,5U1,6,12,4,6,3,3,2,4,,,,,1,,,,0,"Khan, Taimur A",,,,,,nxi110630,naser islam
ITSS,4351,5U1,,13,13,10,7,4,1,1,2,1,3,2,1,,,,0,"Shekhar, Gaurav","Banu, Arshiya",,,,,gxs150130,gaurav shekhar
ITSS,4360,5U1,6,7,5,3,,1,1,,,,1,,1,,,,1,"Howe, Nate",,,,,,ndt180001,nambi thirumalai
ITSS,4370,0U1,,5,6,6,4,4,3,,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,,tff170130,tony fuller
LIT,2331,091,8,2,,1,,,1,,,,,,1,,,,1,"Kirk, Kristina E",,,,,,pjs140230,
LIT,2331,0W1,16,4,2,,4,,1,2,1,,,,3,,,,1,"King, Alana",,,,,,axk173530,alana king
LIT,3319,0U1,12,2,1,,3,,,,,,,,,,,,1,"Ingrao, Peter J",,,,,,jingrao,peter ingrao
LIT,3337,091,6,6,1,1,,,,,,,,,1,,,,0,"Leverone, Julia",,,,,,jxl162631,julia leverone
LIT,6308,0U1,,8,1,,,,,,,,,,1,,,,1,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield
MAS,6102,0U1,,,,,,,,,,,,,1,,,30,0,"Cirilo, Jason M",,,,,,jmc180002,jason cirilo
MATH,1306,0U1,4,4,,1,,1,,,,,,,,,,,0,"Duruoha, Adannah","Knodell, Matthew",,,,,dxm146130,derege mussa
MATH,1314,0U1,2,3,4,,,1,4,,1,1,,,2,,,,1,"Alvarado, Iris",,,,,,mln018200,mylinh nguyen
MATH,1325,5U1,3,1,1,2,3,3,1,,2,,2,2,5,,,,0,"Patel, Jigarkumar S","Gallo, Erika S",,,,,cxl109120,changsong li
MATH,1325,5U2,1,3,3,1,1,,,1,3,,3,,,,,,0,"Adabrah, Anani Komla","Nadhomi, Timothy",,,,,mxf091000,manjula samanmalee foley
MATH,1326,0U1,7,3,3,2,,2,1,,,,1,,1,,,,3,"Sultana, Nasrin","Zhu, Weixi",,,,,cxl109120,changsong li
MATH,1326,0U2,,2,,,,3,,2,,,,,2,,,,2,"Mussa, Derege","Bal, Sabindra Singh",,,,,bcm052000,brady mccary
MATH,2312,0U1,3,,2,2,3,1,1,,,,,,3,,,,1,"Nguyen, Mylinh T","Ye, Xiaoli","Cao, Jianpeng","Jahan, Mahmuda","Kateregga, George William",,kxa143530,kelly aman
MATH,2413,0U1,2,4,2,4,5,5,5,4,1,,1,1,5,,,,0,"Aman, Kelly","Jahan, Mahmuda","Tola, Astrit","Kateregga, George William","Cao, Jianpeng",,mma110020,mohammad akbar
MATH,2414,0U1,1,1,2,2,1,2,,3,6,2,4,2,15,,,,7,"Ahsan, Mohammad K",,,,,,kxa143530,kelly aman
MATH,2414,0U2,,1,,1,2,2,3,2,4,4,2,2,7,,,,3,"Ahsan, Mohammad K",,,,,,kxa143530,kelly aman
MATH,2415,0U1,4,1,2,2,4,7,4,5,1,,1,,,,,,1,"Akbar, Mohammad M",,,,,,rxd153030,rabin dahal
MATH,2415,0U2,,,4,2,,2,1,1,,,,,3,,,,1,"Li, Changsong",,,,,,mma110020,mohammad akbar
MATH,2417,0U1,,1,,1,4,4,1,2,3,,,2,4,,,,4,"Martynova, Irina","Kim, Jimi","Li, Huimin",,,,mka120030,mohammad ahsan
MATH,2418,0U1,4,2,2,9,3,5,1,1,4,1,,1,9,,,,2,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
MATH,2418,0U2,,2,,,4,2,1,2,4,,1,,6,,,,2,"Patel, Jigarkumar S",,,,,,rxd153030,rabin dahal
MATH,2419,0U1,,1,2,2,1,1,2,1,1,,,,2,,,,0,"Eydelzon, Anatoly","Helal, Abdullah Al",,,,,axe031000,anatoly eydelzon
MATH,2420,0U1,3,1,6,1,3,1,2,3,2,,,,4,,,,1,"Paudel, Ajaya B",,,,,,vish,viswanath ramakrishna
MATH,3310,0U1,3,2,,1,2,2,,1,,,,,2,,,,1,"Ramakrishna, Viswanath","Sinha Roy, Sushmita",,,,,mkd034000,mieczyslaw dabkowski
MATH,3351,0U1,4,3,2,4,4,3,1,1,2,,1,,3,,,,2,"Eydelzon, Anatoly","Murza, Adrian C","Milogorodskii, Aleksandr",,,,axe031000,anatoly eydelzon
MATH,4301,0U1,,2,1,2,1,,1,1,2,,,1,,,,,1,"Dabkowski, Mieczyslaw K","Ahmed, Faisal",,,,,mkd034000,mieczyslaw dabkowski
