Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MECH,2310,0W1,1,2,1,2,2,2,2,1,2,,1,,1,,,,1,"Thamban, P.L.Stephan","Chowdhury, Kafil Uddin Ahammed",,,,,stephan,p l stephan thamban
MECH,3105,1W1,7,4,1,,1,1,,2,,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
MECH,3150,1W1,,6,6,3,4,2,,,,,,,,,,,0,"Park, Wooram","Gleason, Glenn H",,,,,wxp103020,wooram park
MECH,3305,0W1,8,3,,2,1,,,3,1,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,,dzf091000,dani fadda
MECH,3320,0W1,2,7,7,9,9,4,4,2,1,,,2,2,,,,1,"Fadda, Dani Z","Alatalo, Diana L",,,,,xxd161630,xianming dai
MECH,3351,0W1,1,2,1,5,4,4,1,1,1,,,,1,,,,0,"Wilt, James C","Chowdhury, Kafil Uddin Ahammed",,,,,jcw140130,james wilt
MECH,4340,0W1,1,7,2,8,8,6,3,6,1,,1,,1,,,,0,"Park, Wooram","Gleason, Glenn H",,,,,wxp103020,wooram park
MECH,4381,0U1,,18,15,5,2,,,,1,,,,,,,,0,"Hart, Robert A",,,,,,rxh124630,robert hart
MECH,4381,0U2,,6,19,5,6,1,2,,,,,,,,,,0,"Hart, Robert A",,,,,,rxh124630,robert hart
MECH,4V95,0W1,,15,,,6,,,21,,,2,,3,,,,1,"Summers, Joshua",,,,,,jxz156730,jie zhang
MECH,6V49,0W1,,10,,,4,,,2,,,,,1,,,,2,"Summers, Joshua",,,,,,mxm124631,majid minary
MECO,6303,0W1,,12,6,8,7,2,2,7,,,,,,,,,1,"Lewin, Peter","Kelly, Matthew L",,,,,plewin,peter lewin
MECO,6303,AW1,,19,4,1,,,,,,,,,1,,,,0,"Kiser, Stephen L",,,,,,slk012100,stephen kiser
MIS,6308,5U1,,6,,4,9,,4,,,,,,,,,,0,"Islam, Naser","Zhang, Haozhao",,,,,nxi110630,naser islam
MIS,6313,5U1,,50,8,,2,2,1,1,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,,tff170130,tony fuller
MIS,6313,GS1,,23,5,,1,2,,,,,,,,,,,0,"Wiant, Russell B",,,,,,,russell wiant
MIS,6313,GS2,,10,6,4,,2,,2,,,,,,,,,1,"Wiant, Russell B",,,,,,,russell wiant
MIS,6330,5U1,,1,9,5,3,,,,,,,,,,,,0,"Shroff, Tejas N","Chen, Luoying",,,,,nxh141030,nate howe
MIS,6346,5U1,,9,10,4,,,,,,,,,,,,,0,"Perez, Jerry",,,,,,jxp180019,jerry perez
MIS,6356,5U1,,2,7,7,4,1,1,,,,,,,,,,0,"Chatterjee, Sourav","Banu, Arshiya",,,,,wlj031000,walter johnston
MIS,6380,0W1,,9,7,8,5,5,,2,,,,,,,,,1,"Bradbury, Judd D",,,,,,jdb101000,judd bradbury
MIS,6382,5U1,,9,6,8,11,1,,2,,,,,,,,,0,"Neouchi, Rabih",,,,,,rxn200012,rabih neouchi
MKT,3300,0U1,2,8,4,3,1,2,1,1,,,,,3,,,,0,"Kasaian, Keyvan",,,,,,jmg171130,jerome gafford
MKT,3300,0W1,,6,11,7,12,5,3,1,2,,,,,,,,1,"Pahwa, Parneet","Bagheri Tirtashi, Ali",,,,,pxp030100,parneet pahwa
MKT,3330,0U1,7,11,1,1,,,,1,1,,,,1,,,,0,"Gafford, Jerome M","Jameei Osgouei, Ata",,,,,sxa130731,semiramis amirpour
MKT,4330,0W1,4,5,5,,5,6,3,5,,,,1,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,4334,5U1,1,8,2,1,6,,3,1,,1,,,1,,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna
MKT,6301,0U1,,6,11,10,6,3,4,3,,,,,2,,,,0,"Bruce, Norris I","Bhave, Ashutosh C",,,,,nxb018100,norris bruce
MKT,6301,MBP,,14,2,8,11,4,,1,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6301,XS1,,25,3,1,,,,,,,,,,,,,0,"Albrecht, Maria",,,,,,mxa180037,maria albrecht
MKT,6309,0U1,,4,4,4,3,1,,,,,,,,,,,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6321,0W1,,15,6,12,12,1,1,,,,,,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,6332,0W1,,6,9,10,10,1,5,,,,,,1,,,,0,"Biswas, Abhijit","Nozari, Salar",,,,,axb019100,abhijit biswas
MKT,6337,5U1,,2,,3,4,4,,,,,,,,,,,0,"Chatterjee, Sourav","Qian, Kun",,,,,mxg153330,mike grigsby
MKT,6339,5U1,,5,3,5,5,1,,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6349,0U1,,11,5,9,3,,,2,,,,,,,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone
MKT,6352,0W1,,7,1,1,4,2,3,7,,,,,,,,,3,"Tirone, Guido",,,,,,gxt170001,guido tirone
MUSI,2319,091,2,4,1,,,,,,,,,,2,,,,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,2322,0U1,13,,,,,,,,,,,,,,,,0,"Jones, Eric",,,,,,lag091020,lori gerard
NSC,3361,0U1,2,5,9,6,3,4,7,1,1,,,,1,,,,1,"McWilliams, Steven P","Bryan, Caeley L",,,,,sxm127330,steven mcwilliams
NSC,3361,0U2,2,6,3,2,8,5,5,2,2,,1,,5,,,,0,"Taylor, Anna M","Calderon, Debora R",,,,,amt180004,anna taylor
NSC,4350,0U1,1,9,4,5,2,1,1,,1,,,,,,,,0,"Maqbool, Mohsin",,,,,,vxm077000,van miller
NSC,4351,0U1,18,7,1,1,3,,,,,,,,,,,,0,"Shareef, Safiullah M","West, Reyanne M",,,,,sms170009,safiullah shareef
NSC,4352,0U1,4,8,5,3,4,2,3,,,,,,1,,,,0,"Raboune, Siham","Lenert, Melissa E",,,,,rxs170431,rukhsana sultana
NSC,4353,1U1,1,1,3,2,,2,1,1,1,,,,1,,,,0,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams
NSC,4353,1U2,1,1,4,,,3,1,,1,,,2,,,,,1,"Taylor, Anna M","Garner, Katherine M","Rodriguez, Sierra R",,,,rxs170431,rukhsana sultana
NSC,4353,1U3,1,6,5,1,1,,1,,,,,,,,,,0,"Raboune, Siham","Driskill, Christopher M",,,,,sxr180071,siham raboune
NSC,4354,0U1,2,4,,2,3,1,2,3,,,,,,,,,0,"Sultana, Rukhsana","Mei, Hao-Ruei",,,,,rxs170431,rukhsana sultana
NSC,4356,0U1,,12,,,5,,,7,,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,,rxs170431,rukhsana sultana
NSC,4363,0U1,,18,,,4,,,,,,,,1,,,,0,"Raboune, Siham","Yue, Lok Yiu","Tseng, Ching-Tzu",,,,sxr180071,siham raboune
NSC,4366,0U1,7,4,3,3,4,4,2,1,,,7,,5,,,,1,"Taylor, Anna M",,,,,,amt180004,anna taylor
OB,6249,CW1,,18,,,,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham
OB,6301,0W1,,28,8,9,1,1,2,,,,,,1,,,,2,"Hasenhuttl, Maria","Guo, Nan",,,,,ziegler,laurie ziegler
OB,6301,5U1,,11,12,5,5,3,1,2,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,,vxk133330,virginie kidwell
OB,6331,CH1,,11,,,2,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6331,CW1,,15,1,,,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6344,CW1,,29,6,4,,1,,1,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6348,CW1,,24,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6351,CW1,,16,1,1,,,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6352,CW1,,27,1,1,2,,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6382,CW1,,18,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6384,CH1,,19,3,,,,,,,,,,,,,,0,"Honeycutt, James",,,,,,,james honeycutt
OB,6384,CW1,,21,4,3,1,,,,,,,,2,,,,0,"Honeycutt, James",,,,,,,james honeycutt
OBHR,3310,0U1,,19,8,11,5,3,2,1,,,,,,,,,0,"Hazzard, Charles F",,,,,,davidr,david ritchey
OBHR,3310,0U2,,6,4,8,4,1,2,2,,,1,,1,,,,0,"Hazzard, Charles F","Wang, Jiyu",,,,,cxh056000,charles hazzard
OBHR,4300,0W1,18,10,9,4,1,,,1,,,,,,,,,1,"Edgington, Kyle D",,,,,,kde081000,kyle edgington
OBHR,4352,5U1,1,7,2,8,6,6,5,4,1,1,,,,,,,0,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
OPRE,3310,0U1,6,11,7,25,7,3,1,,,,,,,,,,0,"Kim, Joohyun",,,,,,xxs130630,xi shan
OPRE,3310,0U2,3,6,4,9,8,4,5,8,,,,,4,,,,5,"Vu, Duc D",,,,,,dxp153830,david parks
OPRE,3310,5U1,6,14,8,12,6,4,3,1,1,,1,,1,,,,2,"Kucukgul, Can",,,,,,yxc121130,ying cao
OPRE,3333,5U1,15,11,9,6,10,5,5,3,,3,1,,1,,,,4,"Ahadi, Khatereh","Bu, Like",,,,,mxn121930,mohammad naseri
OPRE,3360,0U1,7,10,6,10,4,5,5,5,2,,1,,3,,,,1,"Manchiraju, Chandrasekhar Seetharama",,,,,,axa134231,athena alimirzaei
OPRE,3360,5U2,4,9,2,14,6,1,,1,,,,,,,,,2,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar
OPRE,6301,0W1,,5,4,12,6,4,6,2,,,,,2,,,,1,"Leach, Sonia E","Shi, Lingling",,,,,flannery,carol flannery
OPRE,6301,5U1,,9,4,4,3,3,6,11,,,,,1,,,,1,"Ramezani, Rasoul","Farzaneh, Mohammad Amin",,,,,meb049000,monica brussolo
OPRE,6302,0W1,,19,7,10,5,6,3,2,,,,,,,,,0,"Dawande, Milind","Bu, Like",,,,,milind,milind dawande
OPRE,6302,GS1,,2,4,4,5,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6302,MBP,,19,11,8,2,1,,,,,,,,,,,0,"Subramoniam, Ramesh",,,,,,rxs179630,ramesh subramoniam
OPRE,6303,0W1,,7,2,3,2,2,,,,,,,,,,,2,"Sethi, Awanti",,,,,,asethi,awanti sethi
OPRE,6332,5U1,,39,15,4,3,1,3,,,,,,1,,,,2,"Ramanathan, Kannan","Armaghan, Milad",,,,,kxr087000,kannan ramanathan
PA,3379,0U1,18,2,,,,,,,,,1,,,,,,1,"Cline, Ravin R",,,,,,vxz160130,ravin cline
PA,3380,0W1,,20,,,7,,,4,,,,,3,,,,1,"Rabbi, Md. Fazle",,,,,,rvc140130,rashmi chordiya
PA,4355,0U1,13,3,,2,,2,1,,1,,,,2,,,,2,"Hoang, Thanh T",,,,,,mzn170030,thanh hoang
PA,6389,5U1,,19,4,1,3,1,,1,,,,,1,,,,1,"Stocks, Dhriti P",,,,,,dpp130130,
PA,8330,HN1,,35,4,5,5,,,,,,,,,,,,0,"Shute, William H","Chin, Michelle L",,,,,whs170030,
PHIL,1301,051,,17,,3,15,,1,6,,,,,4,,,,1,"Amato, Lawrence A","Ghahari Kermani, Arash",,,,,laa062000,lawrence amato
PHIL,3328,091,2,2,6,,,,,,,,,,2,,,,0,"Dennis, Patrick W",,,,,,pdennis,patrick dennis
PHYS,1301,0U1,7,10,10,6,3,1,2,,4,1,1,2,3,,,,7,"Khan, Amena","Schussler, Joshua A","Jafarzadeh, Seyed Javad",,,,jds107020,jason slinker
PHYS,1302,1U1,4,9,2,3,4,2,2,2,1,2,1,1,2,,,,1,"Sun, Kuei","Lai, Xuanying","Medina Varela, Leonel",,,,kxs147030,kuei sun
PHYS,1302,1U2,15,7,2,,1,,,,,,1,,,,,,1,"Malko, Anton V","Garcia Quintero, Cristhian J","Marder, Andrew A",,,,avm074000,anton malko
PHYS,2125,1W1,5,6,3,3,3,1,1,,,,,1,,,,,4,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun
PHYS,2125,1W2,5,7,,1,2,3,1,,,,,2,3,,,,3,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun
PHYS,2125,1W3,,6,,1,,,,,,1,,2,2,,,,1,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Fernando, Bharana A","Zhao, Kehui",,kxs147030,kuei sun
PHYS,2125,1W4,3,7,1,3,1,1,,2,,,1,1,4,,,,0,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun
PHYS,2126,1W1,17,7,,2,1,,,,,1,,,,,,,1,"Macalevey, Paul J","Xie, Yunan",,,,,paulmac,paul macalevey
PHYS,2126,1W2,12,6,4,1,3,,1,,1,1,,1,,,,,2,"Macalevey, Paul J","Modumudi, Sai Madhav",,,,,paulmac,paul macalevey
PHYS,2126,1W3,11,4,3,1,4,1,,,1,,,,,,,,2,"Macalevey, Paul J","Adams, Austen C",,,,,paulmac,paul macalevey
PHYS,2126,1W4,8,7,2,1,3,2,2,,,,,,2,,,,0,"Macalevey, Paul J","Ryan, Conor",,,,,paulmac,paul macalevey
PHYS,2126,1W5,2,3,3,1,3,3,2,,,,,,1,,,,1,"Macalevey, Paul J","Anable, Daniel",,,,,paulmac,paul macalevey
PHYS,2325,0U1,12,11,6,6,7,,3,5,,,2,,3,,,,3,"Ishak-Boushaki, Mustapha","Mitchell, George A","Sooriyaarachchi, Vinu K",,,,avm074000,anton malko
PHYS,2326,0U1,1,7,4,22,14,14,6,3,1,1,,1,2,,,,4,"Gartstein, Yuri","Romero, Angel E","Zanders, Alan P",,,,yxg037000,yuri gartstein
PSY,2301,0W1,,25,15,7,6,6,4,4,4,,,2,3,,,,1,"Brody, Salena M","Govindaraj, Sharnya",,,,,smb051000,salena brody
PSY,2317,0U1,2,9,,,5,,,2,,,,,2,,,,0,"Pattisapu, Candice N","Knoch, Desiree'",,,,,pdaniel,daniel pacheco
PSY,3310,5U1,,54,,5,6,,,2,,,,,3,,,,0,"Bonner, Deborah L","Hafiz, Mariam",,,,,dbonner,deborah bonner
PSY,3331,0U1,,64,7,2,5,3,,3,,,,,14,,,,2,"Huxtable-Jester, Karen J","Williams, Denise D",,,,,jab140230,julie parsons
PSY,3342,0W1,1,17,11,5,7,1,5,2,1,,,,4,,,,0,"Smith, Olivia","Trehan, Aastha",,,,,dbonner,deborah bonner
PSY,3360,0U1,3,10,7,16,7,12,8,5,3,3,1,,3,,,,1,"Assmann, Peter","Mizener, Brendon J",,,,,assmann,peter assmann
PSY,3361,0U1,,8,4,5,8,5,2,5,,2,1,2,6,,,,1,"Gryder, Kieth","Holmes, Melanie C",,,,,mam089100,mitchell meltzer
PSY,3392,0U1,3,5,3,5,8,4,,2,,1,,1,6,,,,2,"Raman, Rachna","Winter-Nelson, Ezra",,,,,rxr076000,rachna raman
PSY,3393,0W1,3,3,5,4,2,2,1,1,,,,,3,,,,0,"Shirvani, Forouz","Platt, Kristen N",,,,,fxk024000,forouz shirvani
PSY,3393,0W2,1,3,4,4,,5,1,1,1,,,1,1,,,,0,"Shirvani, Forouz","Moraglia, Luke E",,,,,gxs180015,gayle schwark
PSY,4343,0W1,17,25,16,10,6,,3,1,2,1,,1,4,1,,,3,"Ybarra, Regina K","Wu, Dennis",,,,,rky190000,regina ybarra
PSY,4346,0U1,8,18,18,9,9,3,1,1,1,1,2,,12,,,,2,"Wilder, Siri","Millward, Kennedy A",,,,,jgentsch,joanna gentsch
PSY,4V90,0U1,,2,2,4,2,3,,4,1,,,,2,,,,3,"Brody, Salena M",,,,,,sxh161130,
REAL,3305,5U1,,1,,,8,,,6,,,2,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,jxl180030,julie lynch
REAL,6321,5U1,,9,2,,13,1,,2,,,,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery
RHET,1302,051,1,10,5,2,,,,,,,,,,,,,1,"Aljararwa, Rasha",,,,,,axs084500,addison shierry
RHET,1302,052,,6,3,3,,,1,,,,,,3,,,,2,"Johnson, Kevin W",,,,,,klb140030,kent boyer
RHET,1302,0W1,2,3,2,2,,3,1,1,,,1,,,,,,1,"Murphy, Trisha",,,,,,sxm170012,shivika mathur
RHET,1302,0W2,2,3,4,1,,,,,,,,1,4,,,,4,"Saeidfar, Ghazal",,,,,,axs084500,addison shierry
RHET,1302,0W3,2,1,2,1,2,3,,1,,,,1,1,,,,2,"Walker, Jason A",,,,,,jaw140030,jason walker
RHET,1302,0W4,5,7,,,1,1,,2,,,,,,,,,0,"Williams, Sunshine A",,,,,,jlg130030,sunshine williams
SE,3306,0U1,1,2,1,1,1,2,1,1,,,,,1,,,,1,"Chung, Lawrence","Ahn, Sung Soo",,,,,tfarage,timothy farage
SE,3341,0U1,2,,,1,,,1,,,1,3,1,2,,,,2,"Whalen, Tristan G","Uddin, Mohammad Afser","Sajal, Ibrahim Hossain","Oh, Sungjin",,,tgw100020,tristan whalen
SE,4381,0H1,1,5,7,1,8,4,,1,,,,,,,,,0,"Smith, Klyne","Ahn, Sung Soo","Cai, Yuchen",,,,kxs180052,klyne smith
SE,6388,5H1,,8,3,,,1,,,,,,,,,,,0,"Smith, Klyne","Tian, Zijing",,,,,kxs180052,klyne smith
SE,6388,MU1,,10,3,3,4,1,,1,,,,,,,,,0,"Smith, Klyne",,,,,,kxs180052,klyne smith
SOC,1301,0W1,19,18,1,1,6,1,1,,,,1,,1,,,,0,"Malek-Ahmadi, John H",,,,,,zrs160030,zachary simoni
SOC,3379,0U1,9,,,,,,,,1,,,,,,,,0,"Cline, Ravin R",,,,,,vxz160130,ravin cline
SPAU,3301,0U1,,15,7,1,6,,,,,,,,1,,,,0,"Rich, Judith B","Jansen, Conner L",,,,,jbm014600,
SPAU,3342,0W1,,6,2,1,1,,,,,,,1,,,,,0,"Smith, Olivia","Trehan, Aastha",,,,,dbonner,deborah bonner
SPAU,3343,0U1,1,7,,,1,1,,1,,,,,1,,,,0,"Katz, William","Lucas, Katelyn A",,,,,wkatz,william katz
SPAU,3344,5U1,,5,7,3,2,3,1,1,,,,,,,,,0,"Powers, Katharine A","Thomas, Abbey L",,,,,kap130730,katharine powers
SPAU,4308,0U1,,14,,,4,,,1,,,,,,,,,0,"Kreidler, Kathryn V","Melamed, Tina",,,,,kvk180002,
STAT,1342,0U1,2,1,1,2,1,,,4,,,,,,,,,0,"Koshevnik, Yuly","Wang, Tingfang",,,,,yxk055000,yuly koshevnik
STAT,2332,0U1,13,,2,3,3,2,4,1,2,,,1,3,,,,0,"Whalen, Tristan G","Kumara, Mananage Sanjaya M","Rajapaksha, Rajapaksha Mudalige D","Fuksman, Lirit",,,tgw100020,tristan whalen
STAT,4351,0U1,4,1,1,,2,1,1,1,,,,,2,,,,2,"Koshevnik, Yuly","Fuksman, Lirit",,,,,yxk055000,yuly koshevnik
THEA,1310,0W1,,36,,3,6,,,,,,,,,,,,1,"Hibbs, Shelby A",,,,,,sah140730,shelby hibbs
UNIV,2V96,0W1,,,,,,,,,,,,,,25,3,,0,"Maitra, Meenakshi",,,,,,ixm033000,irene marroquin
