Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ACCT,4302,PPA,6.0,9.0,19.0,20.0,9.0,5.0,1.0,,1.0,,,,,,,,,,"Markov, Stanimir G","Manoj Vasudha Shivaani, Fnu",,,,,sxm079200,stanimir markov
ACCT,4334,001,,12.0,,1.0,10.0,,,15.0,3.0,,3.0,,2.0,,,,4.0,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,4334,501,,10.0,,,12.0,,,5.0,,2.0,3.0,,2.0,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,4334,PPA,,23.0,,,35.0,,,10.0,,,1.0,,,,1.0,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,4336,001,,3.0,6.0,8.0,6.0,2.0,1.0,,,,,,,,,,1.0,,"Gurun, Umit G","Gu, Dongdi",,,,,rxb073100,richard bowen
ACCT,4337,501,,2.0,3.0,5.0,4.0,2.0,2.0,,3.0,1.0,2.0,,,,,,1.0,,"Ballew, Gregory","Weber, Josiah C",,,,,jan170230,joseph nketia
ACCT,4340,001,12.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,,,,2.0,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson
ACCT,4342,001,6.0,12.0,13.0,8.0,8.0,3.0,8.0,,1.0,1.0,,,,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson
ACCT,4342,501,3.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson
ACCT,6194,SW1,,4.0,,,3.0,,,,,,,,1.0,,,,4.0,,"Johnson, Jennifer G",,,,,,jxj091000,jennifer johnson
ACCT,6202,0W1,,9.0,14.0,12.0,5.0,4.0,1.0,1.0,,,,,2.0,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,,suryaj,surya janakiraman
ACCT,6202,CH1,,24.0,4.0,1.0,,,,,,,,,,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka
ACCT,6202,GW1,,7.0,2.0,4.0,2.0,2.0,,1.0,,,,,1.0,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka
ACCT,6301,001,,34.0,2.0,4.0,5.0,,,,,,,,,,,,,,"Zhou, Yibin","Chen, Hangu",,,,,geb011100,gregory ballew
ACCT,6301,501,,30.0,5.0,9.0,2.0,2.0,1.0,1.0,,,,,,,,,,,"Zhou, Yibin","Chen, Hangu",,,,,lxg152230,lale guler
ACCT,6301,0W1,,9.0,10.0,4.0,9.0,3.0,4.0,1.0,,,,,2.0,,,,4.0,,"Ali, Ashiq","Liu, Ruichao",,,,,axa042200,ashiq ali
ACCT,6301,GW1,,35.0,1.0,2.0,,,,,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden
ACCT,6301,MBC,,23.0,9.0,11.0,2.0,1.0,,,,,,,,,,,,,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,,sradhakr,suresh radhakrishnan
ACCT,6301,MBP,,15.0,7.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,2.0,,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,,sradhakr,suresh radhakrishnan
ACCT,6301,X01,,9.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,"Ali, Ashiq",,,,,,axa042200,ashiq ali
ACCT,6305,001,,10.0,5.0,11.0,4.0,5.0,3.0,,,,,,,,,,,,"Li, Ningzhong","Gu, Dongdi",,,,,nxl124130,ningzhong li
ACCT,6305,501,,6.0,4.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,"Li, Ningzhong","Gu, Dongdi",,,,,nbo150030,naim ozel
ACCT,6305,502,,8.0,5.0,9.0,3.0,3.0,3.0,,,,,,,,,,1.0,,"Li, Ningzhong","Gu, Dongdi",,,,,nbo150030,naim ozel
ACCT,6321,S01,,4.0,4.0,3.0,2.0,,,,,,,,,,,,,,"Scott, James",,,,,,jas076100,james scott
ACCT,6330,0W1,,9.0,,2.0,6.0,,,10.0,,,,,,,,,8.0,,"Cready, William M","Wang, Xiao",,,,,wmc041000,william cready
ACCT,6331,501,,4.0,3.0,4.0,2.0,2.0,1.0,,,,,,1.0,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,,nataraj,ramachandra natarajan
ACCT,6332,501,,6.0,,,6.0,,,1.0,,,,,1.0,,,,,,"Zolton, Kathy","Weber, Josiah C",,,,,dxk173030,daniel karnuta
ACCT,6333,501,,14.0,,,10.0,,,7.0,,,,,,,,,2.0,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton
ACCT,6333,PPA,,14.0,,,7.0,,,6.0,,,,,,,,,1.0,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton
ACCT,6334,0W1,,6.0,,,7.0,,,1.0,,,,,1.0,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,6335,0W1,,16.0,11.0,13.0,12.0,,1.0,2.0,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M","Mckenzie, Dylan",,,,amybass,amy troutman
ACCT,6336,501,,10.0,12.0,5.0,,,,,,,,,,,,,,,"Mauriello, Joseph A","Goetsch, Wesley H",,,,,jam151430,joseph mauriello
ACCT,6341,0W1,,20.0,1.0,3.0,4.0,3.0,,2.0,,,,,,,,,,,"Goodrich, Mary Beth W","Rashmi, Richa",,,,,goodrich,mary beth goodrich
ACCT,6344,0W1,,17.0,27.0,7.0,7.0,3.0,2.0,,,,,,,,,,,,"Gurun, Umit G","Gu, Dongdi",,,,,ugg041000,umit gurun
ACCT,6345,501,,3.0,9.0,3.0,4.0,2.0,1.0,,,,,,,,,,2.0,,"Janakiraman, Surya N","Liu, Ruichao",,,,,suryaj,surya janakiraman
ACCT,6350,501,,17.0,8.0,8.0,2.0,,,,,,,,,,1.0,,,,"Solcher, Steven J","Li, Catherine X",,,,,jpg140630,john gamino
ACCT,6353,501,,6.0,3.0,7.0,7.0,3.0,1.0,,,,,,,,,,1.0,,"Solcher, Steven J","Li, Catherine X",,,,,jpg140630,john gamino
ACCT,6353,PPA,,7.0,10.0,7.0,6.0,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,,sjs107020,steven solcher
ACCT,6354,501,,14.0,2.0,6.0,9.0,,,,,,,,,,,,,,"Frost, Mark D",,,,,,whw041000,william wilson
ACCT,6356,501,,13.0,1.0,4.0,1.0,,2.0,,,,,,,,,,1.0,,"Gamino, John P",,,,,,jpg140630,john gamino
ACCT,6365,501,,3.0,6.0,2.0,2.0,3.0,,2.0,,,,,1.0,,,,1.0,,"Cheng, Samuel",,,,,,sxc109021,samuel cheng
ACCT,6374,0W1,,8.0,25.0,10.0,2.0,,,,,,,,,,,,,,"Mauriello, Joseph A","Gotham, Albert J","Goetsch, Wesley H",,,,jam151430,joseph mauriello
ACCT,6377,501,,6.0,8.0,5.0,4.0,,,,,,,,,,,,,,"Ballew, Gregory",,,,,,dxm094000,dennis mccuistion
ACCT,6380,501,,5.0,5.0,6.0,3.0,,,,,,,,,,1.0,,,,"Mauriello, Joseph A","Gotham, Albert J","Goetsch, Wesley H",,,,jam151430,joseph mauriello
ACCT,6383,501,,3.0,2.0,9.0,4.0,2.0,,3.0,,,,,,,,,,,"Bracy, Dana","Li, Catherine X",,,,,dxb016100,dana bracy
ACCT,6386,001,,21.0,7.0,6.0,2.0,2.0,,,,,,,1.0,,,,1.0,,"Mauriello, Joseph A","Gotham, Albert J",,,,,jam151430,joseph mauriello
ACCT,6392,501,,7.0,4.0,2.0,1.0,,,,,,,,,,,,1.0,,"Mauriello, Joseph A","Goetsch, Wesley H",,,,,jam151430,joseph mauriello
ACN,6312,001,,5.0,2.0,3.0,,2.0,,,,,,,,,,,1.0,,"Fearon, Danielle","Behboudi, Mohammad Hossein",,,,,njuhn,nancy juhn
ACN,6312,004,,14.0,6.0,2.0,,1.0,,,,,,,1.0,,,,,,"Fearon, Danielle","Latteri, Christopher W",,,,,njuhn,nancy juhn
ACN,6330,0W1,,31.0,,,,,,2.0,,,,,,,,,,,"Hooge, Kimberley D",,,,,,kls190004,kendra seaman
ACN,6338,001,,16.0,,,2.0,,,1.0,,,,,1.0,,,,2.0,,"Sultana, Rukhsana",,,,,,kmk082000,kristen kennedy
ACN,6340,001,,4.0,3.0,,,2.0,,1.0,,,,,3.0,,,,3.0,,"Kroener, Sven",,,,,,sxm127330,steven mcwilliams
ACN,6341,0W1,,19.0,2.0,,,,,,,,,,1.0,,,,1.0,,"Orrick, Erika D",,,,,,edo042000,erika orrick
ACN,6345,001,,8.0,1.0,3.0,2.0,,,1.0,,,,,,,,,1.0,,"Rodriguez, Christa M",,,,,,cmr067000,christa mcintyre rodriguez
ACN,6346,001,,16.0,3.0,2.0,2.0,,,1.0,,,,,1.0,,,,1.0,,"Thompson, Lucien T",,,,,,tres,lucien thompson
ACN,6372,001,,5.0,4.0,4.0,,5.0,,,,,,,,,,,1.0,,"Sadler, Katelyn E",,,,,,bjk200001,benedict kolber
ACN,6373,0W1,,28.0,,1.0,1.0,,,,,,,,1.0,,,,,,"Jaquez, Kathryn M",,,,,,kmo053000,
ACN,6388,001,,4.0,,1.0,1.0,,1.0,,,,,,1.0,,,,2.0,,"Kilgard, Michael P",,,,,,kilgard,michael kilgard
ACN,6395,001,,7.0,,,9.0,,,7.0,,,,,3.0,,,,1.0,,"Wig, Gagandeep S",,,,,,fxf013100,francesca filbey
ACN,7372,001,,9.0,,,,,,,,,,,1.0,,,,,,"Shirazi, Vanessa J",,,,,,kmr082000,karen rodrigue
ACN,6V72,013,,,,,,,,,,,,,,,,,,13.0,"Golden, Richard M",,,,,,golden,richard golden
ACTS,4303,001,8.0,,1.0,,,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,,"Makhijani, Neha","Liu, Jingzhou",,,,,nxm165130,neha makhijani
ACTS,4304,001,,2.0,1.0,1.0,3.0,2.0,5.0,3.0,,,1.0,1.0,,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,,nah103020,natalia humphreys
ACTS,4307,001,5.0,3.0,4.0,4.0,2.0,,,,,,,,1.0,,,,,,"Hong, Liang","Yang, Haopeng",,,,,lxh019000,liang hong
ACTS,4308,001,7.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,,,2.0,10.0,,,,2.0,,"Makhijani, Neha","Yang, Haopeng",,,,,nah103020,natalia humphreys
ACTS,4309,001,1.0,2.0,,2.0,3.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,,nah103020,natalia humphreys
AHST,1304,001,20.0,21.0,22.0,10.0,10.0,8.0,4.0,6.0,3.0,2.0,,2.0,3.0,,,,3.0,,"McDonald, Jacquelyn D","Baigmoradi, Fatemeh",,,,,dgoode,dianne goode
AHST,1304,002,49.0,24.0,16.0,6.0,3.0,4.0,3.0,2.0,3.0,,,2.0,2.0,,,,,,"McDonald, Jacquelyn D","Cai, Rebecca",,,,,dgoode,dianne goode
AHST,2331,001,54.0,23.0,29.0,11.0,11.0,7.0,2.0,3.0,3.0,5.0,2.0,3.0,9.0,,,,4.0,,"Alibhai, AliAsgar H","Barnes, Claudia","Vega Mora, Brenda G","Zhang, Shengxin","Okwulogu, Maureen",,djd011500,debra dewitte
AHST,2331,HN1,13.0,7.0,3.0,2.0,,,,,,,,,,,,,,,"Hofland, Amy",,,,,,axh190029,amy hofland
AHST,3313,001,12.0,9.0,8.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,,1.0,,"Alibhai, AliAsgar H","Esmail, Fatima N",,,,,mxr088000,mark rosen
AHST,3324,501,2.0,19.0,7.0,8.0,7.0,,,,,,,,,,,,,,"Waligore, Marilyn",,,,,,waligore,marilyn waligore
AHST,4342,001,1.0,2.0,2.0,2.0,2.0,,,,1.0,,,,1.0,,,,,,"Terranova, Charissa N",,,,,,cxt074100,charissa terranova
AHTC,1100,001,13.0,7.0,1.0,3.0,6.0,,,2.0,2.0,,,,5.0,,,,,,"Roberts, Jazzmyn C",,,,,,jcr210003,
AHTC,1100,002,20.0,4.0,2.0,2.0,2.0,,,,,1.0,1.0,,4.0,,,,,,"Lara, Cynthia C",,,,,,cch170030,
AHTC,1100,003,28.0,3.0,,,1.0,,,,2.0,,,,5.0,,,,,,"Crabtree, Jacob D",,,,,,jdc210005,
AHTC,1100,004,,24.0,,,1.0,,,9.0,,,,,4.0,,,,,,"Hasan, Nasreen",,,,,,nxh080100,nasreen hasan
AHTC,1100,005,18.0,1.0,6.0,4.0,1.0,3.0,1.0,,4.0,,,,1.0,,,,,,"Henderson, Kelley A",,,,,,kah111020,kelley henderson
AHTC,1100,0L1,14.0,9.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,"Lara, Cynthia C",,,,,,cch170030,
AHTC,1100,0L2,13.0,1.0,7.0,1.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,"Henderson, Kelley A",,,,,,kah111020,kelley henderson
AHTC,1100,0L3,19.0,4.0,,1.0,2.0,,4.0,1.0,,,1.0,,6.0,,,,,,"Roberts, Jazzmyn C",,,,,,jcr210003,
AMS,2300,001,,3.0,9.0,2.0,1.0,,,,2.0,,,,,,,,,,"Lusk, Marc L",,,,,,nxp174730,neall pogue
AMS,2300,002,3.0,2.0,4.0,6.0,1.0,,,,1.0,,,,2.0,,,,,,"Lusk, Marc L",,,,,,nxp174730,neall pogue
AMS,2341,001,,8.0,7.0,10.0,30.0,3.0,,1.0,,,,,10.0,,,,,,"Naqvi, Syed K",,,,,,lxw163630,larissa werhnyak
AMS,2341,HN1,,9.0,5.0,3.0,1.0,,1.0,,,,,,,,,,,,"Smith, Erin",,,,,,erins,erin smith
AMS,2341,HN2,,19.0,6.0,,,,,,,,,,,,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
AMS,3316,0W1,12.0,11.0,6.0,5.0,3.0,4.0,1.0,2.0,3.0,,1.0,,1.0,,,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
AMS,4300,5H1,3.0,8.0,,,1.0,2.0,,,1.0,,,,,,,,,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross
AMS,4305,5H1,,1.0,2.0,3.0,2.0,3.0,,,1.0,,,,,,,,,,"Cotton, Scott C",,,,,,sxc024200,scott cotton
AMS,4379,0W1,8.0,6.0,3.0,1.0,2.0,1.0,,,,,1.0,,3.0,,1.0,,,,"Winstead, Elizabeth L",,,,,,jxh100220,jennifer hudson
ANGM,2303,001,15.0,22.0,32.0,8.0,2.0,2.0,,,,,,1.0,1.0,,,,,,"Grieshaber, Amy","Denner, Grace A","Piantino, Raquel C","Kim, Da Hyun",,,axg230118,amy grieshaber
ANGM,2303,002,21.0,42.0,25.0,4.0,1.0,1.0,2.0,,1.0,1.0,,,2.0,,,,,,"Grieshaber, Amy","Piantino, Raquel C","Kim, Da Hyun","Denner, Grace A",,,axg230118,amy grieshaber
ANGM,2305,0W1,11.0,12.0,9.0,1.0,4.0,7.0,2.0,1.0,1.0,,,,3.0,,,,6.0,,"Lim, Fengjie","Cressman, Benjamin I",,,,,fxl200000,fengjie lim
ANGM,2309,0W1,27.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,3.0,,,,1.0,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,,txg121730,troy griffin
ANGM,2310,0H1,103.0,38.0,37.0,26.0,19.0,5.0,8.0,10.0,4.0,,3.0,3.0,26.0,,,,6.0,,"Salter, Monika M","Lewis, Timothy M","Wood, Lorin W","Fernandez, Daniel S","De Sagun, Jerrick Jay A","Gutierrez, Joseph W",mxs176131,monika salter
ANGM,2315,001,12.0,23.0,18.0,10.0,11.0,10.0,4.0,3.0,6.0,,,,1.0,,,,1.0,,"Veras de Souza, Christine","Kusupati, Anish C","Clarke, Alissa C",,,,cxv180000,christine veras de souza
ANGM,2335,001,5.0,7.0,6.0,3.0,1.0,,,,,,,,1.0,,,,,,"Marks, David","Wu, Benjamin",,,,,dem160430,david marks
ANGM,2345,001,4.0,6.0,3.0,4.0,8.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald
ANGM,2345,002,4.0,4.0,4.0,,,,,,,1.0,1.0,2.0,2.0,,,,1.0,,"Marks, David",,,,,,dem160430,david marks
ANGM,2345,003,6.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,,,,1.0,5.0,,,,2.0,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald
ANGM,2345,004,10.0,4.0,5.0,,1.0,,1.0,2.0,,,,2.0,3.0,,,,1.0,,"Marks, David",,,,,,dem160430,david marks
ANGM,3305,001,3.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,,,1.0,,2.0,,,,,,"Doust-Haghighi, Elham",,,,,,exd190010,elham doust haghighi
ANGM,3305,002,,1.0,2.0,5.0,9.0,5.0,1.0,4.0,1.0,,,,,,,,1.0,,"Caldwell, Bryon A","Subochev, Andrei",,,,,bac190003,bryon caldwell
ANGM,3306,001,2.0,,4.0,1.0,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,4.0,,,,4.0,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,3306,002,2.0,3.0,7.0,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,1.0,2.0,,,,1.0,,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ANGM,3306,003,3.0,4.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,2.0,,,,2.0,,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ANGM,3307,001,1.0,3.0,14.0,5.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,3307,002,1.0,1.0,13.0,8.0,5.0,2.0,,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,3308,001,,1.0,2.0,6.0,9.0,2.0,1.0,1.0,,,,,3.0,,1.0,,4.0,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,3308,002,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,5.0,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,3311,001,,2.0,,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,1.0,,,,,2.0,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,3311,002,6.0,4.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim
ANGM,3312,101,1.0,5.0,3.0,6.0,3.0,1.0,1.0,,,,,1.0,,,,,2.0,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,3315,001,3.0,4.0,11.0,4.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,,,"Grieshaber, Amy",,,,,,axg230118,amy grieshaber
ANGM,3338,001,16.0,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,5.0,,,,,,"Griffin, Troy","Chaudhary, Anisha",,,,,txg121730,troy griffin
ANGM,3338,002,11.0,5.0,6.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,2.0,,"Griffin, Troy",,,,,,txg121730,troy griffin
ANGM,3365,001,3.0,10.0,9.0,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher
ANGM,3365,002,4.0,9.0,12.0,,2.0,1.0,1.0,,,,,,1.0,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher
ANGM,3366,001,9.0,5.0,7.0,6.0,,2.0,,,,,,,1.0,,,,,,"Irby, Cameron L",,,,,,cli170000,
ANGM,3366,002,6.0,9.0,5.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,"Wu, Hong-An",,,,,,hxw173930,hong wu
ANGM,3366,003,9.0,2.0,5.0,,,,,,,,,,2.0,,,,,,"Murray, Jack A",,,,,,jam130530,jack murray
ANGM,3367,001,7.0,4.0,5.0,4.0,1.0,1.0,1.0,,,,,,6.0,,,,,,"Murray, Jack A",,,,,,jam130530,jack murray
ANGM,3367,002,1.0,5.0,5.0,8.0,4.0,,,,1.0,,1.0,,2.0,,,,3.0,,"Lewis, Timothy M","Obuobi, Samra",,,,,tml062000,timothy lewis
