Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
HDCD,6320,1,,6,2,,3,,,,,,,,,,,,,0,"Holub, Shayla C",,,,,,sch052000,shayla holub
HDCD,6330,1,,15,,,1,,,,,,,,,,,,,0,"Hunsley, Jana",,,,,,jxh220032,jana hunsley
HDCD,6390,501,,14,,,,,,1,,,,,,,,,,0,"Herrin, Renee",,,,,,rmv015000,
HIST,1301,1,68,66,28,28,13,4,7,2,1,1,1,,10,,,,,4,"Hill, Kimberly D","Lakhani, Brenda L","Seidl-Staley, Ash J","Brown, Derek W","Edwards, Jeffery G",,kdh140430,kimberly hill
HIST,1302,1,30,33,53,47,32,35,10,10,10,5,4,6,22,,,,,3,"Schulze, Jeffrey M","Dunham, Daniel C","Cooper, Dalton W","Cai, Rebecca","Li, Ang","Armstrong, Jennifer J",jxs072200,jeffrey schulze
HIST,1302,3,,5,,3,2,4,1,,,,,3,8,,,,,3,"Schulze, Jeffrey M",,,,,,jxs072200,jeffrey schulze
HIST,1302,2,80,131,29,9,21,9,1,7,2,,2,2,4,,,,,2,"Stewart, Whitney N","Gee, Taylor N","Scalley, Michael W","Zhang, Yan","Shows, Gregory S","Takaloubighash, Maryam",jxs072200,jeffrey schulze
HIST,2341,1,,3,8,6,16,3,4,12,5,,2,2,7,,,,,2,"Farmer, J Michael",,,,,,jmf073000,j michael farmer
HIST,2341,HN1,,12,2,,,,,,1,,,,,,,,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer
HIST,2350,1,2,8,4,4,11,3,1,1,,,,,4,,,,,2,"Kerner, Amy",,,,,,axk200088,amy kerner
HIST,2360,1,,20,6,7,7,,3,1,,,,,2,,,,,2,"Channell, David F",,,,,,channell,david channell
HIST,2370,0W2,1,6,10,5,3,2,2,,1,,,,2,,,,1,0,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,2370,0W1,,9,3,6,5,5,2,2,,,1,,3,,,,,2,"Simmons, Angie M",,,,,,dhpf,debra pfister
HIST,2381,1,2,31,27,18,15,5,6,3,1,2,1,,5,,,,,3,"Ring, Natalie J","Evans, Stevesha M","Leon Dubon, Saul V",,,,njr041000,natalie ring
HIST,2384,1,83,107,11,5,14,2,3,2,2,,1,,5,,,,,1,"Fischer, Anne G","Ford, Angela","Murphy, Trisha","Akhighu, Odegua M",,,agf190000,anne fischer
HIST,3301,1,2,2,3,1,2,,,,,,,,2,,,,,0,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral
HIST,3301,501,,3,4,1,4,1,,,,,,,,,,,,0,"Wilson, Michael L",,,,,,mwilson,michael wilson
HIST,3305,501,3,8,8,1,3,,2,1,,,,,1,,,,1,0,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,3305,0W1,1,4,11,10,2,1,,,1,,,,1,,,,,2,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,3325,1,4,14,5,1,2,1,,,,,,,1,,,,,0,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral
HIST,3328,1,7,4,2,2,,3,3,1,1,,1,,1,,,,,0,"Tsou, Jonathan Y",,,,,,jxt220028,jonathan tsou
HIST,3350,0S1,,2,,,,,,,,,,,,,,,,16,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral
HIST,3368,1,,5,5,2,2,2,3,,2,,1,,3,,,,,3,"Schulze, Jeffrey M",,,,,,jxs072200,jeffrey schulze
HIST,3374,1,,7,3,5,4,3,2,,1,,,,2,,,,,0,"Channell, David F",,,,,,channell,david channell
HIST,3377,1,,1,1,5,4,3,1,1,1,,,,3,,,,,1,"Wickberg, Daniel B",,,,,,wickberg,daniel wickberg
HIST,3391,1,,15,4,,,2,,2,2,,,,1,,,,,0,"Rankin, Monica A",,,,,,mar046000,monica rankin
HIST,4344,1,6,,6,2,3,,1,,,,,,1,,,,,0,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,4358,501,,7,1,2,2,,2,1,,,1,,1,,,,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer
HIST,4366,501,3,5,,,3,1,,3,1,,,,1,,,,,0,"Stewart, Whitney N",,,,,,wxs160630,whitney stewart
HIST,4390,1,11,5,1,,,,,,,1,,,,,,,,0,"Schlereth, Eric R",,,,,,exs082000,eric schlereth
HIST,6301,501,,4,4,3,,,,,,,,,,,,,,0,"Ring, Natalie J",,,,,,exs082000,eric schlereth
HIST,6335,1,,8,1,,,,,,,,,,1,,,,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer
HIST,6341,501,,6,2,1,,,,,,,,,,,,,,2,"Wilson, Michael L",,,,,,mwilson,michael wilson
HIST,6360,1,,8,2,4,,,,,,,,,,,,,,0,"Kerner, Amy",,,,,,axk200088,amy kerner
HLTH,1100,1,,2,20,26,37,51,33,38,25,6,10,5,2,,,,,9,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HLTH,1301,0W1,,7,10,2,5,1,2,,4,,,,2,,,,,1,"Baetge, Claire",,,,,,cxb170330,claire baetge
HLTH,1301,0W2,1,2,6,3,8,4,3,2,1,,1,,2,,1,,1,2,"Baetge, Claire",,,,,,cxb170330,claire baetge
HLTH,1322,0W1,,22,,5,5,,2,,,,1,,1,,1,,,1,"Mcbride, Rachael L",,,,,,lnd092000,lora day
HLTH,1322,0W2,,22,,1,8,,,3,,,,,,,1,,,3,"Mcbride, Rachael L",,,,,,lnd092000,lora day
HLTH,3101,0W3,,69,,,4,,,,,,,,,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon
HLTH,3101,0W4,,68,,,4,,,,,,1,,1,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon
HLTH,3101,0W1,,136,,,9,,,1,,,,,,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon
HLTH,3101,0W2,,140,,,5,,,2,,,,,1,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon
HLTH,3301,1,,,3,2,2,10,3,6,4,3,4,,2,,,,,1,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HLTH,3305,3,,42,26,6,1,1,,,,,,,,,,,,0,"Taylor, Donald E",,,,,,det190000,donald taylor
HLTH,3305,2,,4,3,1,3,2,3,2,3,,,,,,,,1,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
HLTH,3305,1,2,4,1,6,6,6,1,,1,1,,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
HLTH,3315,1,,3,21,15,28,19,13,6,10,2,1,3,1,,,,,0,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HLTH,4108,1,22,9,3,,,,,,,,,,1,,,,,0,"Rainey, Anthony D",,,,,,doyen,anthony rainey
HLTH,4305,1,1,9,6,7,6,2,1,1,,,,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
HLTH,4305,2,5,9,,3,4,2,4,3,1,1,2,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
HLTH,4306,2,5,2,4,1,3,3,2,1,4,1,3,,1,,,,,0,"Savard, Ryan R",,,,,,rrs170330,ryan savard
HLTH,4306,1,6,7,6,6,2,4,2,1,1,3,1,1,,,,,,1,"Savard, Ryan R",,,,,,rrs170330,ryan savard
HLTH,4380,0W2,4,6,6,3,3,4,2,1,1,,,,1,,,,,4,"Henry, Loreen S","Dornback, Sarah",,,,,sisham,
HLTH,4380,0W1,19,6,5,3,,,,1,,,,,,,,,,0,"Edwards, Christopher W","Dornback, Sarah",,,,,sisham,
HMGT,3301,2,4,4,12,6,10,6,4,4,4,,1,1,,,,,,1,"Robb, Horace A",,,,,,hxr220017,horace robb
HMGT,3301,1,46,12,,,,,,,,,,,,,,,,0,"Aubrey, Lea E",,,,,,lec110030,lea aubrey
HMGT,3301,3,3,2,11,1,16,7,6,2,4,1,2,1,3,,,,,0,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer
HMGT,3310,1,3,2,10,1,2,4,1,3,2,1,,,,,,,,0,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer
HMGT,3310,2,,3,10,6,3,6,2,3,1,,,1,,,,,,1,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer
HMGT,3311,2,,4,,,7,,1,2,4,,,,,,,,,0,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta
HMGT,3311,1,,13,,,4,,,7,,,1,,,,,,,2,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta
HMGT,3320,1,,13,,5,7,,2,11,,1,2,,1,,,,,2,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta
HMGT,4321,1,3,13,2,5,17,3,2,11,,,,,,,,,,1,"Moonesinghe, Mark S","Mavurapu, Umesh Reddy",,,,,msm160030,mark moonesinghe
HMGT,4395,1,,33,,,6,,,2,,,,,,,,,,0,"Clinton, Shaun","Parks, David",,,,,sxc220228,shaun clinton
HMGT,6311,501,,32,,4,8,,,,,,,,,,,,,0,"Karnuta, Daniel",,,,,,dxk173030,daniel karnuta
HMGT,6320,0W1,,41,,,19,,,,,,,,,,,,,0,"Thurgood, Keith L","Song, You-Xiang",,,,,fwf081000,forney fleming
HMGT,6320,501,,22,,,24,,,7,,,,,2,,,,,1,"Walton, James W",,,,,,fwf081000,forney fleming
HMGT,6320,0W2,,51,,,7,,,,,,,,,,,,,1,"Thurgood, Keith L","Song, You-Xiang",,,,,klt160130,keith thurgood
HMGT,6323,501,,15,,,17,,,,,,,,,,,,,0,"Moonesinghe, Mark S","Jadhav, Mahesh M",,,,,msm160030,mark moonesinghe
HMGT,6325,501,,11,8,13,1,2,,,,,,,,,,,,1,"Wang, Guihua","Menon, Aditya S",,,,,tgs170130,timothy stephens
HMGT,6327,501,,22,1,,,,,,,,,,,,,,,1,"Stephens, Timothy G",,,,,,bardhan,indranil bardhan
HMGT,6330,0W1,,8,13,6,10,3,1,1,,,,,,,,,1,1,"Drummond, Jeffery P",,,,,,kmj063000,kristin tesmer
HMGT,6331,CW1,,12,2,,,,,,,,,,1,,,,,1,"Jacob, Stephen B",,,,,,,stephen jacob
HMGT,6331,CH1,,22,1,,,,,,,,,,,,,,,0,"Jacob, Stephen B",,,,,,,stephen jacob
HMGT,6335,0W1,,4,1,3,1,2,,3,,,,,5,,,,,1,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
HMGT,6335,0W2,,2,3,3,2,3,2,1,,,,,3,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
HMGT,6340,501,,15,,,2,,,,,,,,,,,,,0,"Thurgood, Keith L","Quint-Bouzid, Marjorie","Song, You-Xiang",,,,brb051000,britt berret
HMGT,6404,CH1,,22,,,,,,,,,,,,,,,1,0,"Kaiser, Robert C",,,,,,,robert kaiser
HMGT,6404,AS1,,43,1,,,,,,,,,,,,,,,0,"Taylor, Donald E","Convery, Paul",,,,,det190000,donald taylor
HMGT,6405,CH1,,25,,,,,,,,,,,1,,,,,0,"Kaiser, Robert C","Schneider, Joseph H",,,,,,robert kaiser
HMGT,6405,AS1,,44,,,,,,,,,,,,,,,,0,"Taylor, Donald E","Schneider, Joseph H",,,,,det190000,donald taylor
HONS,3103,HN1,2,10,2,1,,,,,,,,,,,,,,0,"Rippel, Scott A","Thompson, Christina M",,,,,rippel,scott rippel
HONS,3104,HN1,4,9,,,,,,,,,,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow
HONS,3108,HN1,3,10,,,,,,,,,,,,,,,,0,"Prakash, Ravi",,,,,,ravip,ravi prakash
HONS,3111,HN2,2,10,,,,,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson
HONS,3111,HN1,3,9,1,,,,,,,,,,,,,,,1,"Thompson, Christina M",,,,,,cmt120030,christina thompson
HONS,3199,HN5,,14,,,,,,,,,1,,,,,,,0,"Nguyen, Josef D",,,,,,axp116030,
HONS,3199,HN7,4,4,3,,2,1,,,,,,,,,,,,1,"Murphy, Jessica C",,,,,,jmw087000,jillian duquaine watson
HONS,3199,HN3,7,1,,,3,,,,,,,,1,,,,,0,"Amato, Lawrence A",,,,,,ravip,ravi prakash
HONS,3199,HN6,6,4,,,1,,,,,,,,1,,,,,0,"Veras de Souza, Christine",,,,,,ivor,ivor page
HONS,3199,HN2,,13,,,,,,,,,,,,,,,,0,"Stefan, Mihaela C",,,,,,dougdow,douglas dow
HONS,3199,HN8,,13,,,,,,,,,,,,,,,,0,"Stone, Marvin J","Kratz, Dennis M",,,,,tlb056000,thomas brunell
HONS,3199,H10,1,9,,1,1,,,2,,,,,,,,,,0,"Murchison, David F",,,,,,jxm092000,jessica murphy
HONS,3199,H11,14,,,,,,,,,,,,,,,,,0,"Gassensmith, Jeremiah J",,,,,,cmt120030,christina thompson
HONS,3199,HN9,14,,,,,,,,,,,,,,,,,0,"Scotch, Richard K",,,,,,ejk018000,
HONS,3199,HN4,4,11,,,,,,,,,,,,,,,,1,"Wilson, Michael L",,,,,,esl130130,eva ladow
HUMA,3351,1,3,10,,1,,,,,,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
IMS,3310,6,,14,5,7,9,5,4,2,,,,,1,,,,,1,"Liu, Yilin",,,,,,yxl190091,yilin liu
IMS,3310,7,,9,18,11,6,3,1,,,,,,,,,,,0,"Wang, Jiyu",,,,,,jxw180000,jiyu wang
IMS,3310,8,,21,11,4,7,5,,,,,,,,,,,,0,"Zydorek, Hubert","Vora, Rushabh Uday",,,,,hxz120930,hubert zydorek
IMS,3310,4,,18,18,15,6,1,,,2,,,,,,,,,0,"Shen, Jia",,,,,,jxs190079,jia shen
IMS,3310,5,,9,2,10,10,3,3,9,,,4,1,5,,,,,4,"Henderson, Thomas C",,,,,,xxl133730,
IMS,3310,11,,3,10,12,17,12,3,1,,,,1,1,,,,,0,"Tsang, Wing K","Deng, Shu",,,,,wkt071000,wing tsang
IMS,3310,501,1,16,2,3,14,,1,10,,,7,,3,,,,,3,"Henderson, Thomas C",,,,,,xxl133730,
IMS,3310,10,4,6,2,6,7,1,,2,1,,2,,6,,,,,7,"Levine, Shahal S","Kanakamedala, Maanvitha","Viveka Moorthy, Saranya",,,,,shahal levine
IMS,3310,9,5,7,4,9,5,3,4,4,,,,,1,,,,,4,"Levine, Shahal S","Kanakamedala, Maanvitha","Viveka Moorthy, Saranya",,,,,shahal levine
IMS,3310,2,,8,4,13,7,6,5,2,1,,,,,,,,,1,"Woldu, Habte G","Pandey, Vishvesh B",,,,,smc130730,shawn carraher
IMS,3310,502,,1,3,12,10,14,3,4,,,,,,,,,,0,"Tsang, Wing K","Deng, Shu",,,,,bxp171930,
IMS,3310,3,,7,3,17,10,11,5,3,,,,,1,,,,,1,"Woldu, Habte G","Pandey, Vishvesh B",,,,,wolduh,habte woldu
IMS,4330,1,,4,7,7,11,1,1,,1,,,,1,,,,,1,"Zydorek, Hubert","Vora, Rushabh Uday",,,,,hxz120930,hubert zydorek
IMS,4335,501,,9,24,26,19,17,9,8,3,,,,,,,,,2,"Wright, Robert G","Fickel, Mary","Tan, Xiaowen",,,,rgw091000,robert wright
IMS,4350,1,,8,4,2,2,,1,1,1,,,,,,,,,0,"Zydorek, Hubert","Vora, Rushabh Uday",,,,,hxz120930,hubert zydorek
IMS,4373,501,,17,17,5,7,,,,,,,,1,,,,,0,"Zydorek, Hubert","Vora, Rushabh Uday",,,,,sxl029100,
IMS,6254,X91,,13,,5,,,,,,,,,,,,,,0,"Foster Brady, Pamela",,,,,,,pamela foster brady
IMS,6304,XS1,,14,4,4,1,,,,,,,,,,,,,1,"Kiser, Stephen L",,,,,,slk012100,stephen kiser
IMS,6304,501,,7,8,14,10,6,,,,,,,,,,,,0,"Woldu, Habte G","Pandey, Vishvesh B",,,,,wolduh,habte woldu
IMS,6304,0W1,,10,10,19,9,2,3,,,,,,,,,,,0,"Woldu, Habte G","Pandey, Vishvesh B",,,,,wolduh,habte woldu
IMS,6345,GW1,,5,5,6,3,4,1,1,,,,,,,,,,0,"Solomon, Lawrence N",,,,,,,lawrence solomon
IMS,6365,0W1,,11,23,13,5,4,1,,,,,,,,,,,2,"Woldu, Habte G","Pandey, Vishvesh B",,,,,wolduh,habte woldu
IMS,6381,5W1,,11,13,8,4,5,,,,,,,,,,,,0,"Skuza, Agnieszka","Katakam, Divya Bala Sunaina",,,,,axo027000,agnieszka olsztynska
IMS,3V92,0S1,,14,,,,,,,,,,,,,,,,0,"Zydorek, Hubert","Vora, Rushabh Uday",,,,,hxz120930,hubert zydorek
IMS,6V92,0S1,,26,,,,,,,,,,,,,,,,0,"Alborz, Shawn",,,,,,wolduh,habte woldu
IMS,6V92,0S2,,32,6,1,,,,,,,,,,,,,,0,"Powell, Monica S","Shatz, Lisa B",,,,,msp073000,monica powell
IPEC,4375,1,,2,4,,2,,,3,,,1,,2,,,,,1,"Fass, Simon M",,,,,,fass,simon fass
ISAH,2188,101,8,,,1,,,,,,,,,,,,,1,0,"Roberts, Jazzmyn C",,,,,,mhanlon,
ISIS,3312,1,,3,,3,2,,2,5,,,3,,3,,,,,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
ISIS,3335,0W1,3,6,10,4,2,2,,,,,1,,1,,,,,1,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa
ISIS,4303,1,,9,4,8,8,,1,,,,2,,3,,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
ISIS,4310,1,27,2,,1,,,,,,,,,,,,,,0,"Aubrey, Lea E",,,,,,lec110030,lea aubrey
ISNS,2359,1,1,13,14,9,11,3,1,4,,2,1,4,4,,,,,3,"Griffin, William R","Putri, Gabriella E",,,,,griffin,william griffin
ISNS,2359,0W2,184,45,20,19,14,13,4,12,4,3,10,4,10,,,,,5,"Pirouz, Mortaza","Putri, Gabriella E",,,,,pxs077000,prabin shilpakar
ISNS,2359,0W1,279,31,26,17,12,8,4,1,4,,1,3,4,,,,,4,"Pujana, Ignacio",,,,,,pxs077000,prabin shilpakar
ISNS,2366,1,2,2,5,5,5,,,5,,,1,1,,,,,,1,"McCauley, Steven",,,,,,sxm165131,steven mccauley
ISNS,2367,0W2,50,146,59,29,25,12,6,6,1,1,3,1,8,,,,,4,"Pirouz, Mortaza","Chen, Yu",,,,,pujana,ignacio pujana
ISNS,2367,0W1,131,124,45,18,23,13,1,5,3,1,,6,7,,,,,4,"Pujana, Ignacio",,,,,,pujana,ignacio pujana
ISNS,2368,1,6,6,6,7,12,6,2,5,1,2,,,4,,,,,2,"McCauley, Steven","Bhattacharjee, Koustubh",,,,,sxm165131,steven mccauley
ISNS,3373,1,3,6,4,4,8,5,2,8,3,,,,,,,,,0,"Khan, Amena L","Fernando, Bharana A",,,,,axk140130,amena khan
ITSS,3300,505,,28,,4,9,4,6,1,,,4,,3,,,,,1,"Franson, Robert","Anil Kumar, Athira",,,,,aan052000,angela neal
ITSS,3300,506,,27,6,7,11,5,,1,1,1,,,1,,,,,0,"Owens, Sean M","Malviya, Shwetal",,,,,smo150330,sean owens
ITSS,3300,7,,16,,12,20,10,,2,1,,1,,1,,,,,0,"Bose, Ranavir","Jasti, Gnaneshwar",,,,,rxb132730,ranavir bose
ITSS,3300,501,3,5,5,14,13,9,8,1,,,,,1,,,,,4,"Young, John G","George, Teffy Annie","Kaamra, Radhika",,,,cxm173630,carlos martinez
ITSS,3300,1,,10,24,16,5,6,,1,2,1,,,,,,,,0,"Bodeker, Alison J","Sehgal, Shirin",,,,,ajb190003,alison bodeker
ITSS,3300,5,,6,16,7,14,10,1,7,3,,1,,,,,,,0,"Stephens, Timothy G","Singla, Priyanka",,,,,cxm173630,carlos martinez
ITSS,3300,502,5,7,5,8,7,2,8,3,4,1,2,2,4,,,,,0,"Neal, Angela","Padhiar, Meet Vinod",,,,,kps170330,kevin short
ITSS,3300,3,2,8,9,12,8,7,5,3,2,2,,,1,,,,,0,"Hanifiafshar, Sharmin","Gudimella, Sai Divya",,,,,sxh200031,sharmin hanifiafshar
ITSS,3300,504,3,3,8,6,8,8,2,3,5,2,1,,8,,,,,2,"Hanifiafshar, Sharmin","Ashok Kumar, Monika",,,,,jgy190000,john young
ITSS,3300,507,,,11,11,8,8,5,3,3,1,,2,5,,,,,2,"Bodeker, Alison J","Jadhav, Mahesh M",,,,,ajb190003,alison bodeker
ITSS,3300,4,,4,8,8,13,13,6,3,,1,,2,1,,,,,2,"Shrivastava, Prakash C",,,,,,pcs130130,prakash shrivastava
ITSS,3300,2,,5,5,13,16,11,4,4,2,1,,1,,,,,,1,"Shrivastava, Prakash C",,,,,,mxt083000,mark thouin
ITSS,3300,6,,2,4,7,10,6,10,12,4,2,,,3,,,,1,2,"Shrivastava, Prakash C",,,,,,pcs130130,prakash shrivastava
ITSS,3300,503,,8,5,10,16,6,9,,2,,2,1,4,,,,,0,"Hansen, Atanas Y","Cai, Shuzhang",,,,,msavoie,michael savoie
ITSS,3300,8,,19,13,9,10,6,2,3,,,,,1,,,,,1,"Hansen, Atanas Y","Cai, Shuzhang",,,,,ayt061000,atanas hansen
ITSS,3300,HON,,27,16,17,14,2,,3,1,,2,,,,,,,0,"Stephens, Timothy G","Singla, Priyanka",,,,,dmo130130,dawn owens
ITSS,3311,501,4,3,6,6,7,4,7,4,,,1,,1,,,,,0,"Ozdemir, Dicle Yagmur",,,,,,sxs180206,srimathi srinivasan
ITSS,3311,3,10,8,11,7,6,6,2,4,,2,,,1,,,,,2,"Tang, Ping",,,,,,pxt170008,ping tang
ITSS,3311,0W1,19,,12,13,7,3,1,,1,,,,1,,,,,2,"Khan, Masudal H","Pawar, Raybhan Sanjay",,,,,nxs045000,nassim sohaee
ITSS,3311,2,33,10,9,7,3,1,,,,,,,1,,,,,0,"Zhang, Hong",,,,,,dxo170430,dicle ozdemir
ITSS,3311,1,6,9,6,7,5,5,7,5,2,,,2,,,,,,1,"Xie, Si",,,,,,sxx170008,si xie
ITSS,3312,1,4,5,8,4,15,7,4,7,,,,,1,,,,,1,"Ozdemir, Dicle Yagmur",,,,,,dxo170430,dicle yagmur ozdemir
ITSS,3312,501,3,34,10,5,2,2,,1,,,1,,1,,,,,0,"Luo, Ning",,,,,,sxt167730,sunela thomas
ITSS,3390,1,9,12,8,8,9,4,2,1,1,,1,1,1,,,,,2,"Neal, Angela","Padhiar, Meet Vinod",,,,,aan052000,angela neal
ITSS,4300,1,,10,10,8,5,8,5,9,3,,2,,,,,,,0,"Pandian, Thiru","Lohia, Varun",,,,,txp190010,thiru pandian
ITSS,4300,0W1,,6,8,6,9,8,5,7,2,3,4,,,,,,,2,"Owens, Dawn M","Lohia, Varun",,,,,dmo130130,dawn owens
ITSS,4300,501,15,12,10,7,6,3,2,2,3,,1,,1,,,,,3,"Perry, Christopher","Lohia, Varun","Kaamra, Radhika",,,,dmo130130,dawn owens
ITSS,4301,501,1,4,3,1,2,3,2,,,,1,,,,,,,0,"Hagen, John","Sirsat, Disha",,,,,jch013200,john hagen
ITSS,4330,501,5,10,8,7,11,6,6,4,2,,1,,,,,,,0,"Khan, Taimur A","Liu, Yihong",,,,,sxt167730,sunela thomas
ITSS,4330,1,,15,3,9,12,1,1,4,,,1,,,,,,,1,"Stephens, Timothy G","Paruchuri, Raga Rasagna",,,,,tgs170130,timothy stephens
ITSS,4330,2,,10,12,12,6,5,2,,1,,,,1,,,,,0,"Samant, Mandar","Sasivala Kantharaju, Mallikarjuna Swamy",,,,,mss190002,mandar samant
ITSS,4340,1,,6,3,6,16,,2,8,1,1,1,,2,,,,,1,"Thompson, Luell O","Samal, Purnima",,,,,lot013000,luell thompson
ITSS,4343,1,,,1,3,3,2,4,4,2,,,2,2,,,,,0,"Subramoniam, Ramesh","Patel, Afroz I",,,,,rxs179630,ramesh subramoniam
ITSS,4351,1,,25,9,8,7,4,,,3,1,2,,1,,,,,0,"Shekhar, Gaurav","Shanthakumara, Shukla H",,,,,gxs150130,gaurav shekhar
ITSS,4351,501,,9,9,11,10,3,4,1,,,,,1,,,,,0,"Baig, Juveria I","Singla, Priyanka",,,,,gxs150130,gaurav shekhar
ITSS,4351,2,,7,8,20,4,10,2,,3,1,,,,,,,,0,"Pandian, Thiru","Vyas, Amish",,,,,wlj031000,walter johnston
ITSS,4352,2,,18,16,11,6,2,3,1,,,1,,1,,,,,1,"Maru, Vatsal K","Jain, Rashi",,,,,ixn093020,
ITSS,4352,1,,9,12,10,15,7,4,1,1,,,,,,,,,0,"Maru, Vatsal K","Jain, Rashi",,,,,vkm220000,vatsal maru
ITSS,4353,1,,3,9,7,14,7,8,2,,,,1,2,,,,,2,"Shrivastava, Prakash C","Naikwade, Durgeshwari P",,,,,pcs130130,prakash shrivastava
ITSS,4354,1,15,5,1,7,9,5,4,,,,,,3,,,,,0,"Bradbury, Judd D","Kunwar, Poorwa",,,,,jdb101000,judd bradbury
ITSS,4355,1,,5,15,9,5,5,2,1,,,,,,,,,,1,"Baig, Juveria I","Singla, Priyanka",,,,,jxb129230,juveria baig
ITSS,4360,1,6,10,16,7,2,11,3,1,3,1,,,,,,,,0,"Ginevich, Rostislav A","Sasivala Kantharaju, Mallikarjuna Swamy",,,,,rxg172930,rostislav ginevich
ITSS,4360,501,,7,12,12,8,4,,3,,1,,,,,,,,1,"Thirumalai, Nambi D","Gudimella, Sai Divya",,,,,sxt146930,shaojie tang
ITSS,4360,2,1,25,13,13,6,1,,,,,,,,,,,,0,"Howe, Nathaniel M","Gudimella, Sai Divya",,,,,ndt180001,nambi thirumalai
ITSS,4362,501,3,7,8,7,12,9,6,4,3,,,,,,,,,1,"Khan, Taimur A","Liu, Yihong",,,,,txk123530,taimur khan
ITSS,4370,501,4,7,8,4,1,1,6,1,3,1,,,1,,,,,0,"Zareen, Ismat","George, Teffy Annie",,,,,tff170130,tony fuller
ITSS,4370,1,,2,5,2,10,10,3,6,4,1,,1,3,,,,,4,"Hefley, William E","George, Teffy Annie",,,,,weh150130,william hefley
ITSS,4370,502,5,7,7,8,15,4,6,5,1,,,,1,,,,,0,"Young, John G",,,,,,jgy190000,john young
ITSS,4371,1,7,3,5,9,8,8,3,3,3,1,2,,,,,,,0,"Zareen, Ismat","Walia, Vishesh",,,,,ixz130130,ismat zareen
ITSS,4380,1,15,23,,5,1,,,,,,,,3,,,,,0,"Wu, Lidong","Lohia, Varun",,,,,lxw097120,lidong wu
ITSS,4381,1,13,21,20,3,1,4,3,,,,,,,,,,,0,"Zhu, Wangsheng",,,,,,zxw180001,wangsheng zhu
ITSS,4381,501,,14,7,8,10,5,2,5,1,3,2,,,,,,,0,"Maru, Vatsal K","Jhunjhunwala, Shaiba",,,,,pxn173330,priya narayanasami
ITSS,4382,1,,2,3,5,1,2,,,,,,,,,,,,0,"Wu, Lidong","Ashok Kumar, Monika",,,,,lxw097120,lidong wu
ITSS,4395,1,,42,,,9,,,,,,,,,,,,,0,"Parks, David",,,,,,dxp153830,david parks
ITSS,4395,502,37,9,5,1,1,,,,,,,,,,,,,0,"Pandey, Naresh K",,,,,,nkp210001,naresh pandey
ITSS,4V95,1,,3,4,3,,9,,1,2,1,,,1,,,,,1,"Pandian, Thiru","Ashok Kumar, Monika",,,,,txp190010,thiru pandian
JAPN,1311,1,3,4,4,2,1,2,1,1,,,,,,,,,,1,"Hoki, Chieko",,,,,,cxh190009,chieko hoki
