Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ACCT,6202,GW1,,11,2,2,4,,,1,,,,,1,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka
ACCT,6202,MBC,,10,3,10,7,2,9,3,,,,,,,,,,,"Dai, Zhonglan","Parupati, Sunil K",,,,,zxd051000,zhonglan dai
ACCT,6202,MBP,,9,,,8,1,,5,,,,,,,,,,,"Dai, Zhonglan","Parupati, Sunil K",,,,,zxd051000,zhonglan dai
ACCT,6202,XH1,,14,2,1,2,1,,,,,,,,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka
ACCT,6291,SS1,,38,,,19,,,1,,,,,,,,,1,,"Zolton, Kathy",,,,,,kxz121730,kathy zolton
ACCT,6292,SS1,,38,,,16,,,2,,,,,1,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,6293,SS1,,41,,,19,,,,,,,,,,,,,,"Betanzos, Christina L","Solcher, Steven J",,,,,clb120030,christina betanzos
ACCT,6301,0W1,,6,11,10,6,7,6,,,,,,2,,,,,,"Ali, Ashiq","Liu, Ruichao",,,,,axa042200,ashiq ali
ACCT,6301,501,,22,2,11,8,3,4,4,,,,,2,,,,,,"Ballew, Gregory","Soppannavar, Gauri C",,,,,lxg152230,lale guler
ACCT,6301,CW1,,11,1,1,1,,,,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden
ACCT,6305,001,,24,8,7,1,,,,,,,,,,,,,,"Kim, Tae Wook","Liu, Ruichao",,,,,nxl124130,ningzhong li
ACCT,6305,002,,15,4,6,1,,,,,,,,,,,,,,"Kim, Tae Wook","Liu, Ruichao",,,,,nbo150030,naim ozel
ACCT,6305,501,,8,3,3,,,,,,,,,,,,,2,,"Kim, Tae Wook","Liu, Ruichao",,,,,nbo150030,naim ozel
ACCT,6309,0W1,,1,1,4,2,,1,1,,,,,,,,,,,"Islam, Naser","Tomar, Geetanjali",,,,,kxs147230,kashif saeed
ACCT,6320,0W1,,3,1,4,2,2,1,,,,,,,,,,,,"Cavusoglu, Huseyin","Goswami, Garima",,,,,huseyin,huseyin cavusoglu
ACCT,6330,501,,5,,2,3,,,4,,,,,2,,,,1,,"Cready, William M","Weber, Josiah C",,,,,wxp042000,wenjin pang
ACCT,6331,5W1,,8,5,4,1,1,1,,,,,,,,,,2,,"Janakiraman, Surya N","Ai, Lanru",,,,,suryaj,surya janakiraman
ACCT,6332,5W1,,10,,,8,,,3,,,,,,,,,,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton
ACCT,6333,501,,9,,,8,,,4,,,,,1,,,,1,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton
ACCT,6335,0W1,,13,5,15,8,2,3,1,,,,,,,,,1,,"Bortz, Tiffany A","Muse, Abigail M",,,,,amybass,amy troutman
ACCT,6335,PP1,,8,12,3,2,2,,,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M",,,,,amybass,amy troutman
ACCT,6335,PP2,,17,,15,8,,,,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M",,,,,tabortz,tiffany bortz
ACCT,6336,001,,14,5,4,14,2,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello
ACCT,6338,0W1,,8,2,3,6,3,,3,,,,,1,,,,3,,"Goodrich, Mary Beth W","Rashmi, Richa",,,,,goodrich,mary beth goodrich
ACCT,6344,501,,15,7,,,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,,bxl124230,
ACCT,6353,501,,8,2,3,8,3,4,7,,,,,1,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
ACCT,6353,PP1,,5,11,15,8,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,,sjs107020,steven solcher
ACCT,6356,PP1,,26,2,,,,,,,,,,,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
ACCT,6374,501,,23,12,9,1,3,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello
ACCT,6380,501,,12,4,6,3,,,,,,,,,,,,1,,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello
ACCT,6384,501,,9,11,2,2,1,,,,,,,,,1,,1,,"Kromer, Jeffrey R","Li, Catherine X",,,,,jrk013000,jeffrey kromer
ACCT,6392,501,,4,9,8,,,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello
ACN,5314,001,,23,,,8,,,,,,,,,,1,,1,,"Golden, Richard M","Malaiya, Ritesh K",,,,,golden,richard golden
ACN,6313,001,,1,4,3,4,,1,,,,,,,,,,,,"Fearon, Danielle","Latteri, Christopher W",,,,,njuhn,nancy juhn
ACN,6330,001,,5,,1,3,1,,1,,,,,1,,,,,,"Seaman, Kendra L",,,,,,otoole,alice otoole
ACN,6332,001,,18,,2,,,1,,,,,,,,,,,,"Raman, Rachna",,,,,,jdowling,walter j dowling
ACN,6338,001,,6,,,4,,,2,,,,,,,,,,,"Kennedy, Kristen M",,,,,,kmk082000,kristen kennedy
ACN,6342,0W1,,18,4,1,,,1,,,,,,,,,,1,,"Orrick, Erika D",,,,,,edo042000,erika orrick
ACN,6346,001,,6,,,6,,,,,,,,1,,,,1,,"Rincon, Millie",,,,,,tres,lucien thompson
ACN,6374,0H1,,11,1,,,,,,,,,,,,,,,,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri
ACN,6V71,013,,,,,,,,,,,,,,,,,1,13,"Golden, Richard M",,,,,,golden,richard golden
ACN,6V81,0H1,,2,5,2,,1,1,1,,,,,,,,,,,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool
ACN,6V81,502,,18,,,,,,,,,,,,,,,1,,"Estevez, Leonardo W",,,,,,lwe071000,leonardo estevez
ACN,7343,001,,8,3,,3,,,,,,,,,,,,,,"Thompson, Lucien T",,,,,,tres,lucien thompson
ACN,7372,001,,8,2,,,,,,,,,,,,,,,,"Burton, Michael D",,,,,,kmr082000,karen rodrigue
ACN,7372,002,,1,1,4,2,4,,1,,,,,,,,,,,"Nguyen, Lena H",,,,,,cat170002,catherine thorn
ACTS,4301,001,6,,2,1,1,3,1,1,1,,2,,2,,,,,,"Makhijani, Neha","Xu, Xiufeng",,,,,nah103020,natalia humphreys
ACTS,4302,001,2,2,1,1,5,1,4,1,1,2,2,1,1,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,,nah103020,natalia humphreys
ACTS,4305,001,1,1,,2,,3,2,,2,1,2,2,,,,,,,"Humphreys, Natalia","Liu, Jingzhou",,,,,nah103020,natalia humphreys
ACTS,4310,001,4,2,4,2,,,,,,,,,,,,,,,"Hong, Liang",,,,,,lxh019000,liang hong
AHST,1303,001,31,17,21,10,14,6,4,3,1,2,,,1,,,,2,,"McDonald, Jacquelyn D","Alake, Olaoluwa J","Daneshvarkashkooli, Marjan",,,,dgoode,dianne goode
AHST,1303,002,33,24,21,11,3,4,2,3,3,,,,8,,,,2,,"McDonald, Jacquelyn D","Zhang, Shengxin","Ghahari Kermani, Arash",,,,dgoode,dianne goode
AHST,2331,001,,21,7,5,7,6,1,,,1,3,3,9,,,,2,,"Terranova, Charissa N","Okwulogu, Maureen","Vega Mora, Brenda G",,,,djd011500,debra dewitte
AHST,2331,HN1,13,10,1,,,,,,,,,,,,,,,,"Avram, Danielle M",,,,,,axh190029,amy hofland
AHST,3318,001,,14,3,,3,2,2,1,,1,,1,2,,,,2,,"Terranova, Charissa N",,,,,,cxt074100,charissa terranova
AHST,4342,001,33,12,,,,,,,,,,,1,,,,,,"Alibhai, AliAsgar H",,,,,,cxt074100,charissa terranova
AMS,2300,001,12,3,4,,3,,1,,1,,,,3,,,,2,,"Hammonds, Kyle",,,,,,nxp174730,neall pogue
AMS,2300,002,11,15,13,1,1,,,1,,,,,,,,,,,"Lusk, Marc L",,,,,,nxp174730,neall pogue
AMS,2341,001,,16,8,10,20,3,4,2,,,,,1,,,,4,,"Naqvi, Syed K",,,,,,lxw163630,larissa werhnyak
AMS,3316,0W1,14,4,5,3,4,2,,1,2,1,,,5,,,,1,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
AMS,3350,0W1,14,7,5,2,4,,,1,,,,1,3,,,,3,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
AMS,4300,5H1,12,6,3,,3,1,2,,,,,,2,,,,1,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross
ANGM,2303,001,7,21,39,8,4,5,,3,1,,,,1,,,,,,"Grieshaber, Amy","Piantino, Raquel C","Homsher, Natalie G",,,,axg230118,amy grieshaber
ANGM,2303,002,2,4,18,8,7,5,3,,,,,1,,,,,,,"Denner, Grace A",,,,,,axg230118,amy grieshaber
ANGM,2305,0W1,14,8,6,4,4,6,1,1,1,,1,,5,,,,5,,"Lim, Fengjie","Cressman, Benjamin I",,,,,fxl200000,fengjie lim
ANGM,2309,0W1,10,4,12,3,1,4,1,1,1,2,,,2,,,,3,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,,txg121730,troy griffin
ANGM,2309,0W2,17,20,5,2,2,,1,,,,,,,,,,2,,"Fechter, Todd A","Wood, Lorin W",,,,,txg121730,troy griffin
ANGM,2310,0H1,49,24,23,12,10,1,1,2,1,2,2,5,11,,,,8,,"Lewis, Timothy M","De Sagun, Jerrick Jay A","Gutierrez, Joseph W","Ahr, Allanah G","Fernandez, Daniel S","Clarke, Alissa C",mxs176131,monika salter
ANGM,2325,001,8,8,10,9,1,1,3,2,2,,2,,,,,,1,,"Caldwell, Bryon A","Wheeler, Jonathan M",,,,,bac190003,bryon caldwell
ANGM,2345,001,5,9,5,2,6,1,,,,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald
ANGM,2345,002,6,2,9,3,1,3,,,2,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,dem160430,david marks
ANGM,2345,003,8,3,4,,1,1,1,1,1,,,,2,,,,1,,"Marks, David",,,,,,hxf170830,hal fitzgerald
ANGM,2345,004,9,8,6,1,1,3,,,1,,,,1,,,,,,"Marks, David",,,,,,dem160430,david marks
ANGM,2375,001,,90,1,,,1,2,,,,1,,3,,,,,,"Evans, Monica J","Kusupati, Anish C","Kim, Da Hyun",,,,mevans,monica evans
ANGM,3305,001,,2,5,2,6,6,2,4,,,,,1,,,,1,,"McComber, Sean J","Subochev, Andrei",,,,,exd190010,elham doust haghighi
ANGM,3305,501,,22,,,4,,,1,,,,,,,,,2,,"Manriquez, Robert J",,,,,,rjm107020,
ANGM,3305,502,,21,,,4,,,2,,,1,,2,,,,,,"Manriquez, Robert J",,,,,,rjm107020,
ANGM,3306,001,1,5,8,2,3,,1,1,2,1,,1,3,,,,,,"Boyd, Elizabeth S","Wu, Benjamin",,,,,mxs176131,monika salter
ANGM,3306,002,,1,,2,6,4,1,5,4,1,2,,3,,,,1,,"Johnson, Casey A",,,,,,esp041000,elizabeth boyd
ANGM,3306,003,,7,4,2,8,,1,,,1,2,,1,,,,3,,"Boyd, Elizabeth S","Wu, Benjamin",,,,,esp041000,elizabeth boyd
ANGM,3306,501,3,8,2,2,4,,2,,4,,1,1,3,,,,,,"Khamnouane, Singkham S",,,,,,ssk013000,singkham khamnouane
ANGM,3307,001,,8,7,7,1,,2,,,1,,,1,,,,1,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,3307,002,2,4,9,6,3,,1,1,,1,,,3,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,3308,001,,1,2,6,4,1,,3,2,,2,,8,,,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,3308,002,,2,3,4,3,5,4,2,,,,,6,,1,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,3310,001,2,1,5,3,5,1,1,1,3,1,,,3,,,,,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim
ANGM,3311,001,5,2,5,2,3,4,2,,3,1,,1,1,,,,1,,"Lim, Fengjie",,,,,,caj150430,casey johnson
ANGM,3311,002,,2,1,1,4,1,3,2,3,4,5,1,3,,,,,,"Johnson, Casey A",,,,,,fxl200000,casey johnson
ANGM,3313,001,,2,1,2,4,2,,1,2,1,,,,,,,1,,"Gardner, Frederick",,,,,,sxm129130,sean mccomber
ANGM,3313,002,2,2,3,,2,1,,2,,,,,1,,2,,4,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner
ANGM,3315,001,10,7,8,3,2,,,,,,,,,,,,,,"Veras de Souza, Christine",,,,,,axg230118,amy grieshaber
ANGM,3315,002,1,7,6,6,4,2,,2,,1,,,,,,,,,"Grieshaber, Amy",,,,,,axg230118,amy grieshaber
ANGM,3315,0S1,13,4,6,1,,,1,,,,,,,,,,,,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza
ANGM,3320,001,3,4,5,,3,,,,,,,2,,,,,1,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,3338,001,9,4,8,2,2,,,,1,1,,,3,,,,,,"Griffin, Troy",,,,,,txg121730,troy griffin
ANGM,3338,002,21,3,1,,,1,,1,,,,,2,,,,,,"Griffin, Troy","Chaudhary, Anisha",,,,,txg121730,troy griffin
ANGM,3365,001,9,7,11,1,,,,,,1,,,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher
ANGM,3365,501,7,16,4,2,,1,,,,,,,,,,,,,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
ANGM,3366,001,11,6,6,2,1,2,1,,1,,,,,,,,,,"Murray, Jack A",,,,,,cli170000,
ANGM,3366,002,3,8,5,6,,3,1,1,1,1,,,,,,,,,"Irby, Cameron L",,,,,,hxw173930,hong wu
ANGM,3367,001,,1,6,4,7,4,3,1,,1,,,3,,,,,,"Chandler, Adam W","Obuobi, Samra",,,,,jam130530,jack murray
ANGM,3367,002,3,4,9,4,2,2,,1,1,,1,1,1,,,,1,,"Murray, Jack A",,,,,,tml062000,timothy lewis
ANGM,3368,001,,2,4,8,1,4,1,2,3,,,,3,,,,,,"Lim, Fengjie",,,,,,tml062000,timothy lewis
ANGM,3368,002,2,6,6,5,2,2,1,1,1,1,,,2,,,,2,,"Chandler, Adam W",,,,,,fxl200000,adam chandler
ANGM,3370,001,1,8,15,3,,,1,,,,1,,,,1,,,,"Price, Jeffrey T",,,,,,tml062000,timothy lewis
ANGM,3372,001,4,7,6,1,2,1,,1,,2,,,6,,,,,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald
ANGM,3373,101,13,1,,,,,,,,,,,,,,,,,"Marks, David",,,,,,dem160430,david marks
ANGM,3380,101,5,3,9,1,,1,,,,,,,,,,,,,"Price, Jeffrey T",,,,,,jxp220037,jeff price
ANGM,4305,001,,,1,4,4,4,2,2,,,,,2,,,,,,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ANGM,4306,001,,3,6,1,5,2,,2,,,,,,,,,,,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ANGM,4307,001,2,3,11,4,3,,1,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,4308,001,,9,1,,2,1,3,,,,,,2,,,,,,"Farrar, Eric T",,,,,,etf091000,eric farrar
ANGM,4310,501,5,11,8,4,,,,,1,,,,,,,,,,"Buxkamper, Adam M",,,,,,amb047000,
ANGM,4312,001,,1,8,2,3,2,2,,1,,,,,,,,,,"Boyd, Elizabeth S",,,,,,ssk013000,singkham khamnouane
ANGM,4314,101,4,1,1,2,3,4,1,,2,,,2,,,,,,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,4315,001,,4,4,1,3,3,1,,,,,,1,,,,1,,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ANGM,4316,001,,21,,,,,,,,,,,,,,,,,"Salter, Monika M",,,,,,mxs176131,monika salter
ANGM,4316,002,,19,,,,,,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ANGM,4320,001,1,9,1,1,2,,,2,1,,,,1,,,,1,,"Fechter, Todd A",,,,,,taf051000,todd fechter
ANGM,4323,001,,2,7,1,2,,1,3,,,,,3,,,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson
ANGM,4338,001,,13,2,4,3,2,,,2,1,,,,,,,,,"Farrar, Eric T",,,,,,etf091000,eric farrar
ANGM,4365,001,11,1,1,1,1,2,,,,,,1,,,,,1,,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ANGM,4365,002,10,3,2,1,1,,1,,,,,,,,,,,,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ANGM,4369,001,,17,,,,,,,,,,,,,,,,,"Evans, Monica J",,,,,,mevans,monica evans
ANGM,4370,101,6,4,6,,,1,1,,,,,,,,,,1,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ANGM,4370,102,9,6,2,1,1,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ANGM,4374,001,1,8,4,,1,1,1,1,1,,,1,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler
ANGM,4377,001,18,1,1,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ANGM,4377,002,20,,2,1,,,,,,,,,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler
ARAB,1311,001,2,3,4,1,,,,1,,,,,1,,,,,,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ARAB,1312,001,1,2,5,1,1,,,,,,,,,,,,,,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ARAB,3351,001,2,4,4,1,,,,,,,,,,,,,,,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ARHM,3342,001,5,8,7,2,1,2,,,,,,,2,,,,1,,"Hill, Kimberly D",,,,,,axb162631,ashley barnes
ARHM,3342,002,,,,,,,,,,,,,,21,,,,,"Gossin, Pamela S",,,,,,wickberg,daniel wickberg
ARHM,6310,001,,9,3,3,5,,,,,,,,,,1,,1,,"Wilson, Michael L","Cotter, Sean J",,,,,mxb091000,matthew brown
ARTS,1301,0W1,100,16,8,3,8,3,,2,,,,,,,,,,,"Wilder, James E","Payne, Nicholas A","Cai, Rebecca",,,,kxg190019,kelly grandjean
ARTS,1316,001,3,3,5,4,1,1,,,,,,,,,,,,,"Jafarpour, Zahra",,,,,,iam140230,inki min
ARTS,1316,002,1,1,2,4,4,2,2,1,,1,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,,knc103020,kristen cochran
ARTS,1316,003,11,7,,,,,,,,,,,,,,,,,"Takaloubighash, Maryam",,,,,,pdb041000,
ARTS,1316,501,1,11,2,1,1,,,1,,,,,,,,,,,"Fridge, Brian D",,,,,,mel024000,mary lacy
ARTS,2316,001,3,14,,,,,,,,,,,,,,,,,"Song, Haoyi",,,,,,pal140130,peter ligon
ARTS,2316,002,6,4,3,,2,,,,,,,1,,,,,1,,"Akinwole, Oluwadare   (Dare)",,,,,,hxs210095,
ARTS,2316,501,12,1,,,,,,,,,,,1,,,,,,"Egan, Trey T",,,,,,tte150130,trey egan
ARTS,2348,001,3,12,,,,,,,,,,,,,,,,,"Williams, Thomas E",,,,,,tew210002,
ARTS,2350,001,6,2,1,,,,,,,,,,2,,,,,,"Lyon, Tara L",,,,,,cmm016900,cynthia miller
ARTS,2350,002,1,6,2,,,,,,,,,,3,,,,,,"Baigmoradi, Fatemeh",,,,,,cxc132230,colette copeland
ARTS,2380,001,4,5,1,,1,,,,1,,,,2,,,,,,"Egan, Trey T",,,,,,tte150130,trey egan
ARTS,2381,001,2,4,6,,1,,,,1,,,,,,,,,,"Cochran, Kristen N",,,,,,knc103020,kristen cochran
ARTS,3311,001,7,7,3,,,,,,,,,,,,,,,,"Fridge, Brian D",,,,,,cxc132230,colette copeland
ARTS,3315,001,6,5,,1,,,,,,,,,,,,,,,"Curry, Val",,,,,,vxc110930,val curry
ARTS,3340,001,,3,3,2,,,,,,1,,,1,,,,,,"Cochran, Kristen N",,,,,,vxc110930,val curry
ARTS,3341,001,,17,,,,,,,,,,,,,,,,,"Shi, Carle",,,,,,cxs174230,carle shi
ARTS,3363,001,2,7,,1,1,,,,,,,,,,,,,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady
ARTS,3364,501,4,10,,,,,,,,,,,,,,,,,"Williams, Thomas E",,,,,,tew210002,
ARTS,3367,001,,4,6,2,1,1,1,2,,,,,1,,,,1,,"Higgins-Stirrup, Brynn",,,,,,mel024000,mary lacy
ARTS,3367,002,7,6,1,3,,,1,,,,,,,,,,,,"Min, Inki A",,,,,,cxs174230,carle shi
ARTS,3368,001,4,4,3,2,1,,,,,,1,,,,,,,,"Reyes, Marcela",,,,,,sxl043100,stephen lapthisophon
ARTS,3369,001,,10,,1,1,1,,,,,,,,,,,,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady
