Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
OBHR,3310,005,,38,10,4,9,1,,,,,,,,,,,,0,"Hazzard, Charles F","Cotts, Shannon E",,,,,cxh056000,charles hazzard
OBHR,3310,006,1,8,7,8,8,7,4,2,,,,1,1,,,,,0,"Jun, Sora","Guo, Nan",,,,,sxj177030,sora jun
OBHR,3310,501,,5,23,10,11,2,2,3,3,,,,,,,,,0,"Hicks, Jeffrey N","Lee, Minjung","Huang, He",,,,jnh061000,jeffrey hicks
OBHR,3310,502,5,11,13,2,3,3,,,,,,,1,,,,,1,"Teschner, Ryan S",,,,,,,ryan teschner
OBHR,3310,503,,4,7,8,5,4,4,4,,2,,,1,,,,,0,"Jun, Sora","Guo, Nan",,,,,sxj177030,sora jun
OBHR,3330,001,7,16,21,11,4,4,,,,,,,,,,,,0,"Kautz, Jason D",,,,,,jdk200000,jason kautz
OBHR,3330,002,3,8,13,7,9,6,5,4,3,,,,2,,,,,0,"Meda, Edward","Wang, Jiyu","Huang, He",,,,exm150330,edward meda
OBHR,3330,003,5,3,9,4,16,7,4,6,1,,,,2,,,,,2,"Weekley, Jeff A","Jacob, Geethu",,,,,jaw160330,jeff weekley
OBHR,3330,004,2,15,16,8,6,5,1,2,1,,,,1,,,,,3,"Meda, Edward","Wang, Jiyu","Huang, He",,,,exm150330,edward meda
OBHR,3330,005,1,10,15,7,10,6,2,4,2,,,,1,,,,,2,"Meda, Edward","Wang, Jiyu","Huang, He",,,,exm150330,edward meda
OBHR,3330,006,8,13,23,6,5,3,2,2,1,,1,,,,,,,1,"Kautz, Jason D",,,,,,jdk200000,jason kautz
OBHR,3330,501,6,16,26,5,7,2,,,1,,1,,,,,,,0,"Kautz, Jason D",,,,,,jdk200000,jason kautz
OBHR,4300,001,21,13,,6,1,,,,,,,,1,,,,,1,"Edgington, Kyle D",,,,,,kde081000,kyle edgington
OBHR,4310,001,9,29,2,2,3,,,,,,1,,,,,,,1,"McNulty, Diane S","Bhujbal, Karan",,,,,dmcnulty,diane mcnulty
OBHR,4333,001,6,10,3,,1,,,,,,,1,3,,,,,0,"Ritchey, David B",,,,,,davidr,david ritchey
OBHR,4334,001,7,7,6,5,17,9,2,3,1,,,1,1,,,,,0,"Weekley, Jeff A","Jacob, Geethu",,,,,jaw160330,jeff weekley
OBHR,4335,501,1,18,26,4,5,1,,2,1,,1,,,,,,,0,"Meda, Edward","Wang, Jiyu",,,,,exm150330,edward meda
OBHR,4337,001,6,5,5,5,8,5,,3,1,,,,,,,,,1,"Weekley, Jeff A","Jacob, Geethu",,,,,jaw160330,jeff weekley
OBHR,4352,001,2,13,6,8,7,3,3,2,1,2,,,1,,,,,0,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
OPRE,3310,001,10,6,5,13,8,4,1,2,1,,,,,,,,,1,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar
OPRE,3310,002,,45,13,4,3,,,,1,,,,1,,,,,0,"Janke, Scott M","Le, Hoang Oanh",,,,,smj160830,scott janke
OPRE,3310,003,,7,,8,23,,4,10,,,6,,1,,,,,1,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam
OPRE,3310,004,5,10,5,16,8,5,6,4,,,,,3,,,,,3,"Vu, Duc D",,,,,,ddv110020,duc vu
OPRE,3310,005,5,7,11,10,9,7,5,4,2,,,,1,,,,,2,"Rios Uribe, Ignacio A","Shi, Lingling",,,,,iar200000,ignacio rios uribe
OPRE,3310,006,8,10,4,6,22,2,3,2,,,,,1,,,,,1,"Qi, Anyan","Qu, Zihao",,,,,axq140430,anyan qi
OPRE,3310,008,18,31,8,6,2,4,,1,,,,,,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,,dsw180001,david widdifield
OPRE,3310,009,,24,,3,28,,3,5,1,,,,,,,,,1,"Hogan, James W",,,,,,jwh085000,james hogan
OPRE,3310,010,,10,,,10,,3,14,,,9,,4,,,,,2,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam
OPRE,3310,0W1,,10,,3,23,,,17,,,6,,1,,,,,0,"Deluke, Eugene",,,,,,gxd052000,eugene deluke
OPRE,3310,501,11,4,6,16,2,5,2,,2,,,,2,,,,,0,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar
OPRE,3310,502,,15,,3,28,,1,9,,,,,,,,,,0,"Hogan, James W",,,,,,jwh085000,james hogan
OPRE,3320,001,,4,13,3,6,5,4,,,,3,,,,,,,2,"Fatehi, Soraya","Bu, Like",,,,,sxf200005,soraya fatehi
OPRE,3330,001,,15,17,11,6,1,3,,1,,1,,,,,,,2,"Janke, Scott M","Le, Hoang Oanh",,,,,smj160830,scott janke
OPRE,3330,002,,21,10,2,4,10,1,,2,,3,,1,,,,,1,"Janke, Scott M","Le, Hoang Oanh",,,,,smj160830,scott janke
OPRE,3333,001,5,23,3,6,5,8,5,5,1,4,1,,5,,,,,1,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,,nxe180001,negin enayaty ahangar
OPRE,3333,002,9,18,15,4,9,10,2,3,2,1,,,2,,,,,0,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman
OPRE,3333,003,7,18,6,7,9,2,2,2,1,5,1,2,4,,,,,4,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,,nxe180001,negin enayaty ahangar
OPRE,3333,004,9,6,8,2,11,11,2,5,4,,2,1,3,,,,,4,"Woldu, Malgorzata",,,,,,mxw180018,malgorzata woldu
OPRE,3333,501,2,,7,5,4,7,4,3,3,4,3,5,6,,,,,1,"Sajjadi, Reza",,,,,,rxs179730,reza sajjadi
OPRE,3360,001,9,13,12,4,8,11,8,5,3,1,1,,6,,,,,1,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman
OPRE,3360,002,7,18,3,4,6,6,4,5,2,2,,,3,,,,,2,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,,nxe180001,negin enayaty ahangar
OPRE,3360,003,9,13,13,5,13,9,8,2,1,,2,,1,,,,,3,"Takasi, Venkanna Dora Goutham",,,,,,,venkanna dora goutham takasi
OPRE,3360,005,5,7,9,6,7,10,7,5,3,5,5,2,3,,,,,4,"Ramezani, Rasoul","Deshmukh, Saylee Sanjay",,,,,rxr145930,rasoul ramezani
OPRE,3360,006,11,20,3,8,9,7,6,6,4,2,1,,5,,,,,1,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,,nxe180001,negin enayaty ahangar
OPRE,3360,007,10,6,6,7,13,6,6,9,8,,1,,1,,,,,3,"Naseri Taheri, Mohammad",,,,,,mxn121930,mohammad naseri taheri
OPRE,3360,012,13,13,8,5,15,5,,3,4,,1,2,4,,,,,3,"Naseri Taheri, Mohammad",,,,,,mxn121930,mohammad naseri taheri
OPRE,3360,0W1,8,7,9,11,8,9,3,3,1,1,,1,2,,,,,0,"Brussolo, Monica E","Deshmukh, Saylee Sanjay",,,,,meb049000,monica brussolo
OPRE,3360,501,7,14,8,18,25,2,1,2,2,1,,,,,,,,1,"Qi, Anyan","Qu, Zihao",,,,,axq140430,anyan qi
OPRE,4310,001,,2,5,5,8,9,2,1,2,6,2,1,2,,,,,4,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan
OPRE,4320,001,,2,6,6,6,6,4,2,,1,,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam
OPRE,4330,501,1,9,2,4,4,6,3,,3,,1,,,,,,,3,"Frazelle, Andrew E","Armaghan, Milad",,,,,aef180002,andrew frazelle
OPRE,4340,001,5,4,3,7,3,3,3,2,,,1,,,,,,,2,"Hu, Bin","Chen, Qiuxia",,,,,bxh180009,bin hu
OPRE,4350,501,1,9,,5,7,,,3,,,,,,,,,,0,"Mozik, Vince C",,,,,,vcm170130,vince mozik
OPRE,6301,001,,1,6,2,,3,4,2,,,,,4,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal
OPRE,6301,003,,16,2,6,13,6,7,1,,,,,1,,,,,4,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,,kxa180010,khatereh ahadi
OPRE,6301,004,,17,12,7,7,5,6,8,,,,,,,,,,2,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,,kxa180010,khatereh ahadi
OPRE,6301,005,,26,6,11,13,3,3,6,,,,,1,,,,,0,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,,kxa180010,khatereh ahadi
OPRE,6301,006,,28,5,9,4,7,4,7,,,,,1,,,,,1,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6301,007,,14,8,9,5,6,1,6,,,,,,,,,,0,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,,kxa180010,khatereh ahadi
OPRE,6301,0W1,,1,2,7,9,4,6,10,,,,,,,,,,4,"Leach, Sonia E","Huang, Hongyu",,,,,sel120030,sonia leach
OPRE,6301,0W2,,14,4,8,2,3,3,1,,,,,2,,,,,5,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6301,501,,6,2,1,4,2,1,3,,,,,1,,,,,3,"Ramezani, Rasoul","Deshmukh, Saylee Sanjay",,,,,rxr145930,rasoul ramezani
OPRE,6301,AW1,,16,1,,2,,,,,,,,,,,,,1,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
OPRE,6301,MBC,,14,,11,6,,6,7,,,,,2,,,,,0,"Wang, Shouqiang","Shahsavand, Parisa",,,,,sxw163830,shouqiang wang
OPRE,6301,MBP,,14,3,8,3,1,,,,,,,1,,,,,4,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6301,XS1,,3,5,4,4,2,1,,,,,,,,,,,1,"Bush, Rhonda L",,,,,,,rhonda bush
OPRE,6302,002,,11,11,17,8,1,,,,,,,1,,,,,2,"Wang, Guihua","Farzaneh, Mohammad Amin",,,,,gxw130630,guihua wang
OPRE,6302,003,,24,27,19,2,1,,,,,,,,,,,,0,"Janakiraman, Ganesh","Bu, Like",,,,,gxj091000,ganesh janakiraman
OPRE,6302,0W1,,16,5,12,6,8,2,1,,,,,1,,,,,3,"Leach, Sonia E","Huang, Hongyu",,,,,sel120030,sonia leach
OPRE,6302,501,,29,15,9,9,9,8,1,,,,,,,,,,2,"Honhon, Dorothee B","Bhujbal, Karan",,,,,dbh130130,dorothee honhon
OPRE,6302,GW1,,5,15,4,4,,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6303,0W1,,16,7,7,6,5,,,,,,,2,,,,,5,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6332,001,,25,4,8,4,4,4,5,,,,,6,,,,1,0,"Ramanathan, Kannan","Lu, Yixiao",,,,,kxr087000,kannan ramanathan
OPRE,6332,0W1,,17,12,3,4,2,1,4,,,,,2,,,,,3,"Ramanathan, Kannan","Lu, Yixiao",,,,,kxr087000,kannan ramanathan
OPRE,6332,501,,14,8,7,5,3,4,4,,,,,3,,,,,1,"Ramanathan, Kannan","Lu, Yixiao",,,,,kxr087000,kannan ramanathan
OPRE,6341,0W1,,7,9,,,,,,,,,,,,,,,0,"Honhon, Dorothee B","Bhujbal, Karan",,,,,dbh130130,dorothee honhon
OPRE,6359,001,,6,1,10,10,5,2,4,,,,,,,,,,0,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,,meb049000,monica brussolo
OPRE,6359,003,,10,2,6,4,3,2,2,,,,,1,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6359,004,,4,6,7,2,2,1,2,,,,,,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal
OPRE,6359,005,,2,2,4,1,3,8,1,,,,,,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,,rxr145930,rasoul ramezani
OPRE,6359,006,,3,9,8,4,,3,,,,,,,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal
OPRE,6359,007,,3,4,3,1,6,6,2,,,,,3,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,,rxr145930,rasoul ramezani
OPRE,6359,0W1,,5,3,5,1,2,3,,,,,,1,,,,,2,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,,meb049000,monica brussolo
OPRE,6359,501,,4,2,2,3,5,6,,,,,,,,,,,1,"Ramezani, Rasoul","Pendyala, Meghana",,,,,rxr145930,rasoul ramezani
OPRE,6359,SS1,,3,4,2,2,2,,,,,,,,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi
OPRE,6362,0W1,,11,4,4,3,4,,2,,,,,,,,,,1,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
OPRE,6362,0W2,,3,7,2,1,5,,,,,,,,,,,,0,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
OPRE,6362,501,,9,8,4,2,1,,,,,,,,,,,,0,"Janke, Scott M","Le, Hoang Oanh",,,,,smj160830,scott janke
OPRE,6364,0W1,,11,4,16,1,4,1,,,,,,1,,,,,0,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan
OPRE,6366,0W1,,27,1,,4,1,3,1,,,,,,,,,,0,"Leach, Sonia E","Huang, Hongyu",,,,,sel120030,sonia leach
OPRE,6366,501,,7,4,2,3,2,3,2,,,,,,,,,,0,"Leach, Sonia E","Huang, Hongyu",,,,,sel120030,sonia leach
OPRE,6369,501,,24,10,6,4,,,,,,,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam
OPRE,6370,501,,17,3,3,6,,1,,,,,,,,,,,0,"Sabri, Ehap H","Moon, Bilal A",,,,,exs055000,ehap sabri
OPRE,6371,001,,25,13,23,16,1,,,,,,,,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,,bxh180009,bin hu
OPRE,6371,002,,20,26,9,4,2,,,,,,,,,,,,2,"Widdifield, David S","Ghosh, Pramit",,,,,dsw180001,david widdifield
OPRE,6371,0W1,,12,4,4,10,2,,1,,,,,1,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,,bxh180009,bin hu
OPRE,6378,001,,14,21,6,5,,,,,,,,1,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,,dsw180001,david widdifield
OPRE,6379,501,,5,8,5,4,4,3,1,,,,,,,,,,0,"Rajamani, Divakar","Wei, Jiarui",,,,,dxr020100,divakar rajamani
OPRE,6382,0W1,,8,2,,1,1,,,,,,,,,,,,0,"Vicario, Joe","Divin, Diane",,,,,jav170030,joe vicario
OPRE,6398,0W1,,5,,,4,,1,1,,,,,,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,,axa134231,athena alimirzaei
OPRE,7051,001,,,,,,,,,,,,,,16,,,,0,"Sethi, Suresh",,,,,,sethi,suresh sethi
OPRE,7353,001,,4,9,5,4,,,,,,,,,,,,,0,"Dawande, Milind","Manchiraju, Chandrasekhar Seetharama",,,,,milind,milind dawande
PA,2325,0W1,,19,8,4,2,,2,,,1,,,3,,,,,0,"Harrington, James","Ferrero, Federico J",,,,,jxh134630,james harrington
PA,3314,0W1,,33,,,2,,,,,,,,3,,,,,1,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,3333,001,,9,5,,,2,,,,,,,,,,,,1,"Hoang, Thanh T",,,,,,tth180005,thanh hoang
PA,3377,501,,3,,2,2,2,1,,,,,,,,,,,1,"Kreuze, Amanda","Chen, Meifang",,,,,,amanda kreuze
PA,3379,001,9,1,,,2,,,,,,,,1,,,,,0,"Cline, Ravin R",,,,,,rrc170001,ravin cline
PA,3380,0W1,,27,,,4,,,5,,,,,4,,,,,3,"Rabbi, Md. Fazle",,,,,,mxr163630,md fazle rabbi
PA,3382,001,12,5,,1,,1,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,4370,0W1,,16,4,2,2,,,1,,,,,1,,,,,0,"Stocks, Dhriti P",,,,,,dpp130130,dhriti stocks
PA,4386,0W1,14,11,10,6,3,2,,,1,,,,2,,,,,0,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell
PA,6311,501,,13,,2,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,6313,501,,14,,,11,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6320,0W1,,29,,,2,,,3,,,,,,,,,,0,"Sabharwal, Meghna","Oh, Seongdeok",,,,,mxs095000,meghna sabharwal
PA,6321,001,,22,,,,,,,,,,,,,,,,1,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,6344,001,,15,,,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6344,002,,12,,,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6382,0W1,,27,2,2,3,1,,,,,,,,,,,,0,"Searing, Elizabeth","Kim, Youngrok","Rafi, Ahmed",,,,exs200001,elizabeth searing
PA,6399,501,,11,,,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,7320,501,,13,,,,,,,,,,,,,,,,1,"Battaglio, Randy P",,,,,,rpb071000,randy battaglio
PA,7375,001,,10,6,3,1,,,,,,,,,,,,,0,"Searing, Elizabeth",,,,,,exs200001,elizabeth searing
PHIL,1301,001,1,161,,6,77,,3,15,,1,10,,18,,,,,6,"Amato, Lawrence A","del Bosque, Isai","Williams, Sunshine A","Sampson, Eric","Bensinger, Justin F","Ghahari Kermani, Arash",laa062000,lawrence amato
PHIL,1301,HN1,,12,5,5,1,,,1,,,,,,,,,,0,"Bambach, Charles",,,,,,cbambach,charles bambach
PHIL,1305,001,,75,,5,39,,1,12,,,6,,20,,,,,2,"Amato, Lawrence A","Fields, Kollin E","Turner, Joey A","Brown, Derek W",,,laa062000,lawrence amato
PHIL,1306,001,9,34,10,5,4,2,3,1,,1,,,3,,,,,1,"Ren, Songyao","Almroani, Nouf Mfdhi H",,,,,sxr210065,songyao ren
PHIL,2303,501,12,6,3,5,5,1,2,8,6,,3,3,14,,,,,6,"Escalante, Elizabeth R",,,,,,exe121230,elizabeth escalante
PHIL,2316,001,,21,,3,10,,1,4,,,,,,,,,,1,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
PHIL,3321,001,,7,1,4,6,,1,,,,,,,,,,,0,"Bambach, Charles",,,,,,cbambach,charles bambach
PHIL,3328,501,7,3,2,,,,,,,,,,,,,,,0,"Brogden, Jason",,,,,,,jason brogden
PHIL,3338,001,1,3,4,5,1,,1,,,,,,,,,,,0,"Brewer, Kenneth L",,,,,,klb092000,kenneth brewer
PHIL,4325,001,14,9,,,2,,,,,,,,2,,,,,1,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
PHIL,4326,501,5,1,5,2,1,3,,2,,,,,2,,,,,1,"Brown, Matthew",,,,,,mxb091000,matthew brown
PHIL,6322,001,,6,2,,,1,,1,,,,,,,,,,1,"Bambach, Charles",,,,,,cbambach,charles bambach
PHYS,1100,001,,,,,,,,,,,,,,,45,,,0,"Velten, Josef A",,,,,,jav072000,josef velten
PHYS,1301,001,16,16,16,12,12,13,9,7,7,1,2,2,8,,,,,7,"Penev, Kaloyan","Romero, Angel E",,,,,kxp174430,kaloyan penev
PHYS,1301,501,13,20,27,19,11,12,6,13,3,,1,1,3,,,,,14,"Du, Shengwang","Lai, Xuanying",,,,,sxd200057,shengwang du
PHYS,1302,001,7,10,3,5,7,3,8,13,6,5,6,4,2,,,,,7,"Lee, Mark","Mahmud, Mohammad M",,,,,mxl101000,mark lee
PHYS,1302,002,9,33,15,13,18,11,8,12,5,3,4,2,3,,,,,3,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun
PHYS,2125,101,4,14,1,6,1,1,,1,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Aker, Adam",,,,kxs147030,kuei sun
PHYS,2125,102,3,14,3,2,,,1,1,1,,,1,4,,,,,0,"Sun, Kuei","Khan, Amena","Mitchell, George A",,,,kxs147030,kuei sun
PHYS,2125,103,4,18,2,1,2,,,,1,,,,,,,,,2,"Sun, Kuei","Khan, Amena",Tamanjyot,,,,kxs147030,kuei sun
PHYS,2125,104,5,16,1,1,,,,,,,,,,,,,,5,"Khan, Amena","Sun, Kuei","Azhiri, Reza B",,,,axk140130,amena khan
PHYS,2125,105,2,12,5,3,1,,2,,,,,,1,,,,,2,"Sun, Kuei","Khan, Amena","Feizi, Wirya",,,,kxs147030,kuei sun
PHYS,2125,106,1,15,6,2,1,,,,,,,,1,,,,,1,"Khan, Amena","Sun, Kuei","Zhao, Kehui",,,,axk140130,amena khan
PHYS,2125,107,2,18,3,1,,2,,,,,,,1,,,,,3,"Sun, Kuei","Khan, Amena","Bhandari, Bishal",,,,kxs147030,kuei sun
PHYS,2125,108,5,9,3,2,,,2,1,,1,,,3,,,,,1,"Khan, Amena","Sun, Kuei","Iqbal, Mazhar",,,,axk140130,amena khan
PHYS,2125,109,2,12,4,3,1,2,,1,1,,,,3,,,,,1,"Sun, Kuei","Khan, Amena","Iqbal, Mazhar",,,,kxs147030,kuei sun
PHYS,2125,110,6,8,3,1,,,,,,,,,1,,,,,1,"Khan, Amena","Sun, Kuei","Sharon Felix, .",,,,axk140130,amena khan
PHYS,2125,111,3,13,1,4,4,,,,,,1,,2,,,,,1,"Sun, Kuei","Khan, Amena","Blangy, Corinne L",,,,kxs147030,kuei sun
PHYS,2125,112,2,5,4,1,,2,1,1,1,,1,,3,,,,,4,"Sun, Kuei","Khan, Amena","Jafarzadeh, Seyed Javad",,,,kxs147030,kuei sun
PHYS,2125,113,3,9,3,2,2,1,,1,,1,1,,2,,,,,4,"Khan, Amena","Sun, Kuei","Jafarzadeh, Seyed Javad",,,,axk140130,amena khan
PHYS,2125,115,3,11,4,3,1,,1,,3,,,,1,,,,,2,"Khan, Amena","Sun, Kuei","Mitchell, George A",,,,axk140130,amena khan
PHYS,2125,116,4,15,6,,1,2,,,,,,,1,,,,,0,"Sun, Kuei","Khan, Amena","Bhandari, Bishal",,,,kxs147030,kuei sun
PHYS,2125,117,3,9,2,2,1,,3,,,,,1,5,,,,,4,"Sun, Kuei","Khan, Amena","Mulhern, James O",,,,kxs147030,kuei sun
PHYS,2125,118,4,13,1,4,3,1,,,,,,,,,,,,2,"Sun, Kuei","Khan, Amena","Feizi, Wirya",,,,kxs147030,kuei sun
PHYS,2125,119,3,8,5,4,3,1,1,,1,1,,,2,,,,,1,"Sun, Kuei","Khan, Amena","Mulhern, James O",,,,kxs147030,kuei sun
PHYS,2125,120,1,13,5,3,,1,1,,,,,,1,,,,,2,"Sun, Kuei","Khan, Amena","Azhiri, Reza B",,,,kxs147030,kuei sun
PHYS,2125,121,2,14,1,,1,,2,,,,,,2,,,,,1,"Sun, Kuei","Khan, Amena","Aker, Adam",,,,kxs147030,kuei sun
PHYS,2125,122,3,15,7,2,1,,,,,,,,1,,,,,1,"Sun, Kuei","Khan, Amena","Blangy, Corinne L",,,,kxs147030,kuei sun
PHYS,2125,123,5,12,1,4,1,1,1,,,,,,2,,,,,2,"Khan, Amena","Sun, Kuei","Zhao, Kehui",,,,axk140130,amena khan
PHYS,2125,124,2,12,5,2,2,1,1,1,,,1,1,,,,,,2,"Sun, Kuei","Khan, Amena",Tamanjyot,,,,kxs147030,kuei sun
PHYS,2125,126,1,,5,,2,1,,1,,,,1,1,,,,,0,"Khan, Amena","Sun, Kuei",,,,,axk140130,amena khan
PHYS,2125,601,3,13,1,2,1,1,,,,,,,1,,,,,2,"Sun, Kuei","Khan, Amena",,,,,kxs147030,kuei sun
PHYS,2125,602,1,4,4,2,2,1,1,,2,,,2,5,,,,,0,"Khan, Amena","Sun, Kuei","Kondusamy, Aswin Lakshmi Narayanan",,,,axk140130,amena khan
PHYS,2125,605,5,5,4,6,2,,2,1,,1,,,1,,,,,1,"Khan, Amena","Sun, Kuei","Kondusamy, Aswin Lakshmi Narayanan",,,,axk140130,amena khan
PHYS,2126,101,5,10,8,3,2,2,,,,,,,,,,,,0,"Saleh, Lamya","Macalevey, Paul J","Dowarah, Sasanka",,,,lxs190019,lamya saleh
PHYS,2126,102,17,8,1,3,,,,,,,,1,,,,,,0,"Saleh, Lamya","Macalevey, Paul J","Patra, Rittik",,,,lxs190019,lamya saleh
PHYS,2126,103,8,7,5,4,3,2,,,,,,,,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Larsen, Cody",,,,lxs190019,lamya saleh
PHYS,2126,104,13,6,7,,2,,,,,,,,1,,,,,0,"Saleh, Lamya","Macalevey, Paul J","Koirala, Pawan",,,,lxs190019,lamya saleh
PHYS,2126,105,10,8,2,2,1,,,1,1,,,,2,,,,,3,"Saleh, Lamya","Macalevey, Paul J","Ruwali, Shisir",,,,lxs190019,lamya saleh
PHYS,2126,106,14,11,,,1,,,,,,,,2,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Seifi, Melodee O",,,,lxs190019,lamya saleh
PHYS,2126,107,12,13,1,,2,,1,,,,,,,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Gibbons, Stasio M",,,,lxs190019,lamya saleh
PHYS,2126,108,2,12,6,4,2,,,,,1,,1,1,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Larsen, Cody",,,,lxs190019,lamya saleh
PHYS,2126,109,5,7,4,2,4,,1,,2,,,,1,,,,,2,"Saleh, Lamya","Macalevey, Paul J","Anable, Daniel",,,,lxs190019,lamya saleh
PHYS,2126,110,13,4,2,1,3,1,1,1,,,1,,,,,,,2,"Saleh, Lamya","Macalevey, Paul J","Adams, Austen C",,,,lxs190019,lamya saleh
PHYS,2126,111,22,6,,,,,,,,,,,,,,,,2,"Saleh, Lamya","Macalevey, Paul J","Khan, Junaid Saif",,,,lxs190019,lamya saleh
PHYS,2126,112,8,15,5,1,,,,,,,,,,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Shrestha, Samyak",,,,lxs190019,lamya saleh
PHYS,2126,113,5,12,9,1,1,,1,,,,,,1,,,,,0,"Saleh, Lamya","Macalevey, Paul J","Holliday, Randall L",,,,lxs190019,lamya saleh
PHYS,2126,114,10,8,7,,1,,,,,,,1,1,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Bera, Avijit",,,,lxs190019,lamya saleh
PHYS,2126,115,5,13,3,3,,1,1,,,,,,1,,,,,3,"Saleh, Lamya","Macalevey, Paul J","Shrestha, Samyak",,,,lxs190019,lamya saleh
PHYS,2126,116,10,5,4,5,2,,1,1,,,,,1,,,,,0,"Saleh, Lamya","Macalevey, Paul J","Anable, Daniel",,,,lxs190019,lamya saleh
PHYS,2126,117,2,12,5,1,1,3,3,,,,,1,,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Modumudi, Sai Madhav",,,,lxs190019,lamya saleh
PHYS,2126,118,19,6,2,1,1,,,,,,,,,,,,,1,"Saleh, Lamya","Macalevey, Paul J","Seifi, Melodee O",,,,lxs190019,lamya saleh
PHYS,2126,119,5,7,3,3,2,1,1,1,2,1,,,2,,,,,2,"Saleh, Lamya","Macalevey, Paul J","Ryan, Conor",,,,lxs190019,lamya saleh
