Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ARTS,3368,001,4,10,,2,1,,,,,,,,,1,"Lapthisophon, Stephen M",,,,,,sxl043100,stephen lapthisophon
PPPE,6310,501,,1,4,6,5,1,,,,,,,,1,"Fass, Simon",,,,,,fass,simon fass
GST,3302,001,,3,4,4,1,2,,,,,1,,2,1,"Jakobsson, Pia K",,,,,,pkj010100,pia jakobsson
ECS,3390,014,2,5,2,,,1,3,4,,,,,,1,"King, Carie S",,,,,,cxl085200,carie king
ARTS,1316,006,4,5,4,,1,1,1,1,,,,,1,1,"Booker, Rebecca M",,,,,,pdb041000,rebecca booker
FREN,1311,001,,16,,,,,,1,,,,,1,1,"Fettouh, Maha K",,,,,,mkf101020,maha fettouh
PSY,4386,001,,4,4,4,3,,1,1,,,,,1,1,"Drew, Linda M",,,,,,lmd102020,linda drew
ECS,3390,009,,11,2,2,1,1,,1,,,,,,1,"Glauser, Janece B",,,,,,jbg130030,janece glauser
SE,4367,501,2,1,5,,2,3,1,1,,,,1,2,1,"Zhang, Lingming","Benton, Samuel D",,,,,lxz144130,lingming zhang
ATCM,4319,001,5,2,3,1,1,1,2,2,,,1,,,1,"Salter, Monika",,,,,,mxs176131,monika salter
EE,3150,101,,4,2,,2,7,,2,1,,,,,1,"Kiasaleh, Kamran","Apalak, Merve",,,,,kamran,kamran kiasaleh
OPRE,4320,001,1,2,1,3,5,3,3,,,,,,,1,"Subramoniam, Ramesh","Gaglani, Kajal M",,,,,rxs179630,ramesh subramoniam
BIOL,3320,001,4,1,5,2,4,2,,,,,,,,1,"Hajeri, Vinita","Dozier, Preston D",,,,,vxh151030,vinita hajeri
RHET,1302,026,3,10,3,,,,,,,,,,2,1,"Sengupta, Karl",,,,,,kss140330,karl sengupta
CS,6301,009,,18,,,,,,,,,,,,1,"Thuraisingham, Bhavani","Belavadi, Vibha Chandramouli",,,,,bxt043000,bhavani thuraisingham
ARTS,1316,005,,5,4,6,1,2,,,,,,,,1,"Mazurek, Michael R",,,,,,mrm141130,michael mazurek
HUSL,6330,001,,13,3,1,1,,,,,,,,,1,"Towner, Theresa",,,,,,tmtowner,theresa towner
RHET,1302,022,2,3,3,3,1,4,,1,,,,1,,1,"Wright, Adam M",,,,,,amw140430,adam wright
BMEN,1100,103,3,3,3,2,4,,1,1,,,,,1,1,"Hayenga, Heather N","Qin, Zhiyang",,,,,hnh130330,heather hayenga
ECS,3390,010,1,4,4,,2,1,2,1,1,1,1,,,1,"King, Carie S",,,,,,cxl085200,carie king
ECS,3390,012,,9,3,2,2,2,,,,,,,,1,"Moore, Lindsay E",,,,,,lem150330,lindsay moore
OPRE,6302,GH1,,1,13,2,2,,,,,,,,,1,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
CHEM,2401,003,1,2,1,2,1,2,2,1,,,1,,5,1,"Sra, Amandeep K","Brohlin, Olivia R",,,,,aks057000,amandeep sra
CS,4141,106,8,7,3,,,,,,,,1,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
ECON,6306,501,,11,4,,4,,,,,,,,,1,"Grover, William C",,,,,,wcg071000,william grover
ECON,7309,001,,7,4,3,5,,,,,,,,,1,"Li, Dong","Hou, Aoyu",,,,,dxl145430,dong li
BIS,4306,0W1,1,4,5,1,,3,1,,,,,1,3,1,"Simpson, Carrie M",,,,,,cms131030,carrie simpson
MATH,2333,002,3,2,4,1,1,,1,1,4,,,,2,1,"Martynova, Irina",,,,,,ixm140930,irina martynova
MECH,3120,107,10,8,1,,,,,,,,,,,1,"Hassanipour, Fatemeh","LeClear, Sani",,,,,fxh091000,fatemeh hassanipour
GEOG,3382,501,3,6,4,1,2,1,,1,,,,,1,1,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko
MIS,6356,002,,11,5,1,2,,,,,,,,,1,"Chatterjee, Sourav","Gupta, Aabhas",,,,,sxc180075,sourav chatterjee
ATCM,3335,001,1,4,4,3,1,2,1,,,,2,,1,1,"Kane, Simon A",,,,,,sak043000,simon kane
ACN,6395,001,,13,,,5,,,1,,,,,,1,"Filbey, Francesca M",,,,,,fxf013100,francesca filbey
BPS,6360,501,,18,,,1,,,,,,,,,1,"Hicks, Jeffrey N","Ravindran, Manojraj",,,,,jnh061000,jeffrey hicks
MIS,6316,0W1,,7,3,4,3,,1,1,,,,,,1,"Menon, Syam","Bansal, Swati",,,,,sxm021300,syam menon
CHEM,1112,106,,11,4,2,,,,,,,1,,1,1,"Qin, Yanping","Zhang, Naifu",,,,,yxq083000,yanping qin
ACN,6330,001,,7,5,4,3,,,,,,,,,1,"O'Toole, Alice J",,,,,,otoole,alice otoole
BMEN,3315,001,,1,1,2,4,3,2,1,2,,1,,2,1,"Levene, Stephen","Gerami Fard, Negar",,,,,sdlevene,stephen levene
CS,4141,108,18,,1,,,,,,,,,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
ED,4361,501,5,11,1,1,,1,,,,,,,,1,"Pollock, Laurie L",,,,,,lly062000,laurie pollock
CHEM,2401,002,1,6,1,4,2,1,3,1,,,,,,1,"Pantano, Paul",,,,,,pantano,paul pantano
LIT,1301,501,,7,,,6,,,5,,,1,,,1,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh
RHET,1302,014,,8,8,,2,1,1,,,,,,,1,"Aljararwa, Rasha",,,,,,rxa150230,rasha aljararwa
MECH,3105,103,4,9,3,,2,,,,1,,,,1,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
MKT,4350,001,3,2,2,2,6,2,2,1,,,,,,1,"Biswas, Abhijit","Kumar, Sumeet","Mostafa, Ahmed H","Jameei Osgouei, Ata",,,axb019100,abhijit biswas
RHET,1302,008,,3,7,6,,1,1,,1,,,,1,1,"Johnson, Kevin W",,,,,,kwj170030,kevin johnson
EERF,6394,001,,5,3,12,,,,,,,,,,1,"Blanchard, Andrew",,,,,,,andrew blanchard
RHET,1302,0H8,4,6,3,2,1,,1,2,,,,,1,1,"Riley, Kristin N",,,,,,knr091000,kristin riley
OBHR,3310,5E1,1,9,2,1,2,2,,1,,,1,,1,1,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
ACCT,6336,001,,8,6,3,2,1,,,,,,,,1,"Mauriello, Joseph A","Braughton, Caleb M",,,,,jam151430,joseph mauriello
OPRE,6377,501,,9,5,4,1,1,,,,,,,,1,"Cakanyildirim, Metin","Lee, Chungseung",,,,,metin,metin cakanyildirim
OPRE,6301,AW1,,13,3,3,,1,,,,,,,,1,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
EPPS,7370,001,,8,6,5,,,,,,,,,,1,"Brandt, Patrick",,,,,,pxb054000,patrick brandt
ACCT,6354,501,,3,3,5,2,5,,1,,,,,,1,"Wilson, William H",,,,,,whw041000,william wilson
RHET,1302,003,8,3,,2,2,1,,,,,1,2,2,1,"Johnson, Ryan L",,,,,,rlj160230,ryan johnson
HMGT,6330,501,,10,3,6,2,,,,,,,,,1,"Drummond, Jeffery P",,,,,,jpd160230,jeffery drummond
IMS,6204,555,,10,,,10,,,,,,,,1,1,"Peng, Mike","Liao, Xin",,,,,mxp059000,mike peng
ITSS,3312,003,3,12,,1,2,,1,1,,,,,1,1,"Varma, Rashmi","Dheram, Geyasruti",,,,,,rashmi varma
CHEM,3362,001,1,,1,5,2,2,4,4,,1,,,1,1,"Dejong, Jeff L","Candas, Mehmet","McDill, Parker M","Ambagaspitiye Gedara, Sankalya S","Soladogun, Adedamola S",,dejong,jeff dejong
PSY,3393,003,1,8,5,4,1,,,1,,,,,1,1,"Drew, Linda M","Rakic, Jelena",,,,,lmd102020,linda drew
CRIM,2313,501,,9,,7,2,1,,1,,,,,1,1,"Maskaly, Jonathan","Han, Sungil",,,,,jxm166430,jonathan maskaly
BIOL,2281,304,2,7,5,4,1,,1,,,,1,,,1,"Hill, Brenna R","Ratevosyan, Richard",,,,,brh140230,brenna hill
RHET,1302,029,1,7,5,,3,2,,,1,,,,2,1,"Crawford, Rachel",,,,,,rxc161430,rachel crawford
RHET,1302,0H7,3,6,4,1,2,3,2,,,,,,,1,"Keeth, Sara L",,,,,,slk041000,sara keeth
LIT,2321,001,4,8,2,2,3,,,2,,,,,,1,"Prieto, Rene",,,,,,rxp113230,rene prieto
RHET,1302,002,7,5,3,2,2,1,,,,,,,1,1,"Field, Amanda C",,,,,,axl151930,amanda field
RHET,1302,012,11,2,2,2,1,,1,,1,,,1,,1,"Shierry, Addison",,,,,,axs084500,addison shierry
PSY,3393,501,,16,,,3,,,,,,1,,1,1,"Tillman, Gail D","Ray, Nicholas R",,,,,gtillman,gail tillman
IMS,4320,501,12,2,1,,2,1,,1,,,,,1,1,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
COMM,1311,0W6,3,5,3,3,1,1,1,,,1,,,3,1,"Honea, Emily",,,,,,exh150830,emily honea
MECH,4110,105,,3,4,3,5,1,3,,1,1,,1,,1,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,,yxl115230,yaoyu li
CE,3301,001,,5,2,,2,2,1,5,1,,1,1,2,1,"Helms, Robert","Liang, Jingchen",,,,,rxh033000,robert helms
ACN,6312,003,,6,6,2,3,1,,4,,,,,,1,"Juhn, Nancy H","O'Connell, Margaret A","Meldrum, Shelia",,,,njuhn,nancy juhn
HCS,6343,001,,9,6,1,3,2,,1,,,,,,1,"Rodriguez, Christa M",,,,,,cmr067000,christa rodriguez
CS,4397,001,1,4,1,6,4,2,1,,2,,1,,,1,"Bastani, Farokh",,,,,,bastani,farokh bastani
JAPN,2311,001,2,5,4,1,2,1,1,3,2,,1,,,1,"Kroska, Nami",,,,,,nxk167330,nami kroska
PSY,3393,502,2,5,4,,2,,4,4,,,,,1,1,"Golden, Richard","Stouffer, Kari K",,,,,golden,richard golden
BIOL,2281,312,3,5,7,1,1,3,,1,,,,,1,1,"Mehta, Iti","Buyukkahraman, Gozde",,,,,ixm121430,iti mehta
BIOL,3380,307,,2,1,5,6,4,1,2,1,,,,,1,"Rippel, Scott A","Groover, Isaac A",,,,,rippel,scott rippel
BIOL,3380,308,3,1,5,2,3,1,5,1,,1,,,,1,"Pickett, Elizabeth A","Tiruchendurai Suryan, Saai Anugraha",,,,,eaw016100,elizabeth pickett
MECH,7100,001,,,,,,,,,,,,,,1,"Rotea, Mario A",,,,,,mar091000,mario rotea
EPPS,6324,001,,17,2,1,,,,,,,,,,1,"Clarke, Harold D",,,,,,hclarke,harold clarke
STAT,5351,001,,16,2,3,1,,,,,,,,,1,"Chen, Min","Bu, Yashi",,,,,mxc136030,min chen
CHEM,3472,003,2,9,4,3,,2,,1,1,1,,,,1,"Qin, Yanping","Castro, Fabian","Li, Siqing","Zhou, Qinhan","Morakabi, Katayoun",,yxq083000,yanping qin
HUMA,1301,HN1,,16,2,2,1,2,,,,,,,,1,"Barnes, Ashley",,,,,,axb162631,ashley barnes
FIN,4331,001,4,5,9,,1,4,,,,,,,,1,"Richardson, Debra L",,,,,,dlr150330,debra richardson
CHEM,3472,001,1,2,2,2,2,3,4,3,1,,2,,1,1,"Goux, Warren J","Zhou, Qinhan","Castro, Fabian","Morakabi, Katayoun","Li, Siqing",,wgoux,warren goux
COMM,1311,5W8,2,4,5,2,3,4,1,,,,,,2,1,"Baynham, Karen M",,,,,,contemp,karen baynham
EPPS,6313,501,,10,3,7,,3,,,,,,,,1,"Gorina, Evgenia","Rabbi, Md. Fazle",,,,,exg131830,evgenia gorina
BPS,4305,003,,6,3,6,3,2,1,,1,,,1,,1,"Balaji, Pavithra",,,,,,pxb162030,pavithra balaji
EECT,6325,001,,3,9,6,4,1,,,,,,,,1,"Sechen, Carl","Xu, Xiangyu","Hu, Bo",,,,cms057000,carl sechen
LIT,2331,501,,11,4,1,3,3,1,1,,,,,,1,"Stout, Patricia J",,,,,,pjs140230,patricia stout
ATCM,2345,004,8,2,3,1,3,2,,,1,,1,,3,1,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
EPPS,2303,001,,5,3,,3,2,,,3,2,1,,5,1,"Fass, Simon",,,,,,fass,simon fass
DANC,2321,001,22,,1,,,,,,,,,,1,1,"Owens, Misty",,,,,,mxo122530,misty owens
GST,2300,001,,6,1,,8,2,3,2,,,1,,1,1,"Smith, Erin",,,,,,erins,erin smith
PSY,2301,HN1,6,14,2,1,,1,,,,,,,,1,"Gentsch, Joanna K",,,,,,jgentsch,joanna gentsch
FIN,4300,003,,2,1,5,4,,,4,,3,1,,4,1,"Wei, Kelsey D","Lee, Pil-Seng",,,,,kdw061000,kelsey wei
FIN,6350,501,,6,1,5,6,2,2,2,,,,,,1,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk
EE,3102,103,,22,,,1,,,1,,,,,,1,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,,yxh177430,yang hu
UNIV,1100,003,6,8,4,,1,1,,,2,,,,3,1,"Welgehausen, Eric C",,,,,,ericw,eric welgehausen
PA,6313,501,,24,1,,,,,,,,,,,1,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
ACCT,6331,SS1,,8,8,6,2,1,,,,,,,,1,"Natarajan, Ramachandran","He, Jiapeng",,,,,nataraj,ramachandran natarajan
ACCT,3200,004,4,8,2,4,3,2,1,,1,,,,,1,"Bruce, Elizabeth J",,,,,,,elizabeth bruce
GOVT,2305,HN1,,19,3,3,,,,,,,,,,1,"Brunell, Thomas",,,,,,tlb056000,thomas brunell
MATH,6315,501,,3,6,6,2,4,2,1,,,,,1,1,"Hooshyar, Mohammad",,,,,,ali,mohammad hooshyar
ARHM,3342,001,1,3,3,2,3,1,6,1,1,1,1,1,2,1,"Cohen, Milton",,,,,,mcohen,milton cohen
COMM,1311,0W5,9,9,3,2,1,1,,,,,,1,,1,"Honea, Emily",,,,,,exh150830,emily honea
ACN,6341,0W1,,23,1,,,1,1,,,,,,,1,"Orrick, Erika D",,,,,,edo042000,erika orrick
EE,3320,001,4,2,1,3,5,1,3,3,1,,,1,2,1,"Cogan, Diana L","Zhang, Yunjie",,,,,dcc095020,diana cogan
NATS,3341,002,7,9,4,1,1,3,,,,,,,1,1,"Dingrando, Laurel P","Karakis, Merve",,,,,lpd015000,laurel dingrando
COMM,1311,012,3,10,4,5,1,,1,1,,,,,1,1,"Templeton, Allison A","Tanner, Lari J",,,,,aam141730,allison templeton
BA,4V00,001,5,2,9,1,3,4,,,1,,,,1,1,"Rader, Susan H",,,,,,,susan rader
MECH,6374,001,,4,9,3,7,3,,,,,,,,1,"Qin, Zhenpeng",,,,,,zxq140530,zhenpeng qin
BIOL,3102,003,2,5,2,4,4,2,2,2,2,1,,,,1,"Burr, John G",,,,,,burr,john burr
HMGT,3301,004,,3,12,4,2,3,,1,1,,,,,1,"Berrett, Britt R","Earle, Doric E","Kong, Siliang",,,,brb051000,britt berrett
HLTH,4380,0W2,2,3,,5,2,,4,1,3,,1,3,2,1,"Isham, Stephanie",,,,,,sisham,stephanie isham
HLTH,4380,0W1,2,5,4,2,2,3,3,,2,,1,,2,1,"Isham, Stephanie",,,,,,sisham,stephanie isham
ARHM,3342,002,,1,4,4,5,5,1,1,3,,,,3,1,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg
COMM,1311,002,1,1,5,2,7,4,2,2,2,,,,1,1,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,503,15,7,1,2,2,,,,,,,,,1,"Skiles, Bradley W",,,,,,bws150030,bradley skiles
MKT,4330,0W2,4,4,3,1,5,3,1,2,1,,,1,2,1,"Edsel, Alexander D","Brannon, Gina S",,,,,ade012000,alexander edsel
COMM,1311,006,7,11,5,1,2,,,1,,,,,,1,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,1311,018,8,6,4,2,2,1,1,,3,,,,,1,"Moss, Daniel J",,,,,,djm161130,daniel moss
HIST,3327,001,7,4,4,4,6,1,,,,,1,,,1,"Gossin, Pamela",,,,,,psgossin,pamela gossin
COMM,1311,504,5,6,7,2,3,2,,,2,,,,,1,"Juarez, Veronica",,,,,,vxj161430,veronica juarez
CHEM,1112,107,2,12,7,,2,,,1,1,,,,2,1,"Hashami, Zohreh","Ball, Darby J",,,,,zxh088000,zohreh hashami
EE,4304,501,1,2,,4,3,4,,4,6,,1,,2,1,"Ikram, Muhammad Z","Shahshahani, Masoud",,,,,mzi041000,muhammad ikram
BIOL,3456,301,3,6,2,4,3,3,,1,1,,2,1,1,1,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen yu
PHYS,2125,106,,17,3,1,,3,,,,,,,3,1,"Sun, Kuei","Dhale, Nikhil",,,,,kxs147030,kuei sun
MECH,6300,001,,3,4,8,3,6,1,1,,,,,1,1,"Yurkovich, Stephen","Bing, Mallory A",,,,,sxy111430,stephen yurkovich
BUAN,6337,0W1,,4,6,9,6,1,,1,,,,,,1,"Subramanian, Upender","Bhave, Ashutosh C",,,,,uxs092000,upender subramanian
COMM,1311,001,,5,5,4,5,2,2,1,,,,,3,1,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,017,12,6,3,2,1,,,1,,,,,2,1,"Moss, Daniel J",,,,,,djm161130,daniel moss
ATCM,1100,005,10,6,3,4,2,,1,1,,,,,,1,"Scott, Andrew F",,,,,,afs140330,andrew scott
ATCM,4317,001,8,19,,,,,,,,,,,,1,"Salter, Monika",,,,,,mxs176131,monika salter
HIST,3301,501,,3,7,7,8,,,,,,,,2,1,"Wilson, Michael",,,,,,mwilson,michael wilson
ECON,3330,501,,9,7,6,1,3,,,,,1,,,1,"Earle, Doric E",,,,,,dee011000,doric earle
ARAB,1311,001,14,11,,3,,,,,,,,,,1,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ATCM,3305,003,,,2,1,6,4,1,1,9,2,,1,1,1,"McComber, Sean",,,,,,sxm129130,sean mccomber
BLAW,2301,HO2,,8,4,5,1,1,3,1,2,,1,,2,1,"Polze, Matthew M","Sarman, Patrick R",,,,,mmp062000,matthew polze
CHEM,1111,101,3,10,3,3,3,1,2,,,,1,1,1,1,"Zhang, Naifu",,,,,,,naifu zhang
CHEM,1111,132,3,12,2,3,1,,,1,3,1,,,2,1,"Qin, Yanping","Graham, Robert L",,,,,yxq083000,yanping qin
PHYS,2125,115,3,24,,,,,1,,,,,,,1,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun
ATCM,3367,501,5,9,8,,1,1,1,,,,,,3,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
CHEM,1111,603,1,10,3,2,3,2,,4,1,,,,2,1,"Abeykoon, Nimali C","Tian, Yafen",,,,,nxa124430,nimali abeykoon
CHEM,2123,101,23,4,1,,,,,,,,,,,1,"Wijenayake, Sumudu N","Hernandez, Jayoh A",,,,,snw081000,sumudu wijenayake
PHYS,2125,118,16,7,2,,1,,,,,,,1,1,1,"Sun, Kuei","Mishra, Aditya K",,,,,kxs147030,kuei sun
ATCM,3301,004,,6,8,6,3,1,2,,2,,,,,1,"Rheams, David C",,,,,,dcr093020,david rheams
OB,6332,0W1,,26,,1,1,,,,,,,,,1,"Ziegler, Laurie","Lu, Xi",,,,,ziegler,laurie ziegler
CHEM,1112,105,2,12,2,4,1,,1,4,1,,1,,,1,"Qin, Yanping","Malekpour, Soheil",,,,,yxq083000,yanping qin
PHYS,2125,104,2,18,1,3,1,1,1,,,,1,,,1,"Sun, Kuei","Zheng, Peng Peng",,,,,kxs147030,kuei sun
PHYS,2125,109,6,19,1,,2,,,,,,,,,1,"Sun, Kuei","Khashami, Fatemeh",,,,,kxs147030,kuei sun
PHYS,2126,126,4,14,6,2,,,1,,,,,,1,1,"Sun, Kuei","Bukowski, Aaron",,,,,kxs147030,kuei sun
HIST,4376,001,2,13,4,3,3,1,,,1,,,1,,1,"Admiral, Rosemary",,,,,,rxa170011,rosemary admiral
CHEM,1111,119,1,5,9,3,3,2,,1,,,2,,2,1,"Abeykoon, Nimali C","Tian, Yafen",,,,,nxa124430,nimali abeykoon
CHEM,2123,108,16,9,2,,,,,,,,1,,,1,"Shah, Shailesh N","Siddiki, A K M Nur Alam",,,,,sns170230,shailesh shah
CS,6360,006,,11,10,3,2,2,,,,,,,,1,"Kantarcioglu, Murat",,,,,,mxk055100,murat kantarcioglu
CHEM,1111,109,11,12,1,,,,,1,,,,,3,1,"Abeykoon, Nimali C","Faisal, Tahmid",,,,,nxa124430,nimali abeykoon
ATCM,3321,001,,18,6,1,2,,,,,,,,,1,"Banner, Olivia P",,,,,,opb140030,olivia banner
ATCM,2301,004,,8,7,2,3,3,1,1,,,,,3,1,"Christopher, Daedra","Alzate, Catalina",,,,,dxe093020,daedra christopher
ARHM,3342,501,3,8,5,3,1,2,,1,2,,,4,,1,"Hill, Kimberly D",,,,,,kdh140430,kimberly hill
CE,3310,001,2,8,,7,4,,5,2,1,,,,,1,"Lee, Jeong-Bong","Chen, Ziyu",,,,,jblee,jeong bong lee
MKT,3330,002,10,6,6,3,3,,1,,,,,,,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford
CHEM,1111,104,23,3,,1,,,,1,,,,,1,1,"Qin, Yanping","Ahrari, Samira",,,,,yxq083000,yanping qin
CHEM,1111,108,11,13,1,,1,1,,,,,,,2,1,"Sra, Amandeep K","Mills, Kira R",,,,,aks057000,amandeep sra
CHEM,1111,116,10,14,2,1,1,,,1,,,,,,1,"Qin, Yanping","Malekpour, Soheil",,,,,yxq083000,yanping qin
CHEM,1111,118,14,11,2,1,,,,1,,,,,,1,"Abeykoon, Nimali C","Abeyrathna, Nisansala S",,,,,nxa124430,nimali abeykoon
CHEM,1111,134,8,14,4,2,1,,,,,,,,,1,"Hashami, Zohreh","Franciskovich, Matthew R",,,,,zxh088000,zohreh hashami
PHYS,2125,107,11,12,4,2,,,,,,,,,,1,"Sun, Kuei","Zhou, Xiaohe",,,,,kxs147030,kuei sun
PHYS,2125,116,9,16,3,,,,,,,1,,,,1,"Sun, Kuei","Felix, Sharon",,,,,kxs147030,kuei sun
PHYS,2125,123,10,15,2,,,,1,,1,,,,,1,"Sun, Kuei","Zheng, Yangzi",,,,,kxs147030,kuei sun
PHYS,2126,601,8,19,1,,,,,,,,,,1,1,"Sun, Kuei","Parajuli, Santosh",,,,,kxs147030,kuei sun
ATCM,2345,003,10,11,1,1,3,1,,,,,,,2,1,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,3338,001,3,4,5,5,2,5,2,,1,1,,,1,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3366,001,2,16,4,,1,1,3,1,,,,,1,1,"Wu, Hong An",,,,,,hxw173930,hong an wu
ISIS,4304,001,,10,4,4,4,2,1,2,1,,,,1,1,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
BIOL,3162,005,4,2,1,6,3,1,4,3,2,1,1,1,,1,"Dejong, Jeff L",,,,,,dejong,jeff dejong
CHEM,1111,130,5,15,5,2,,,1,,,,1,,,1,"Dissanayake, Dushanthi S","Perera, Alahendra Arachchige Sachini .",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,610,2,10,4,2,3,2,1,,,1,,1,3,1,"Abeykoon, Nimali C","Franciskovich, Matthew R",,,,,nxa124430,nimali abeykoon
CHEM,2123,110,11,12,3,2,1,,,,,,,,,1,"Panapitiya, Nimanka P","Tajik Asl, Masoumeh",,,,,npp081000,nimanka panapitiya
MATH,2413,022,,3,1,3,3,1,1,6,7,,1,1,2,1,"Fu, Kaibin",,,,,,,kaibin fu
MUSI,2322,002,14,7,,2,2,,1,1,,,,,2,1,"Bennett, Rodger",,,,,,rxb180025,rodger bennett
CRIM,3301,001,,6,,7,9,,1,1,,3,2,,,1,"Maskaly, Jonathan","Han, Sungil",,,,,jxm166430,jonathan maskaly
ITSS,4351,001,7,1,2,1,3,7,1,3,2,,,2,,1,"Bradbury, Judd D","Sharma, Aman",,,,,jdb101000,judd bradbury
CHEM,1111,106,15,10,,1,1,1,1,,,,,,,1,"Hashami, Zohreh","Faisal, Tahmid",,,,,zxh088000,zohreh hashami
CHEM,2123,120,8,12,7,1,,,,,,,,,1,1,"Panapitiya, Nimanka P","Tajik Asl, Masoumeh",,,,,npp081000,nimanka panapitiya
MATH,2413,027,,3,,4,3,3,3,,1,2,4,,6,1,"Alvarado, Iris",,,,,,ila180000,iris alvarado
PHYS,2126,119,8,11,7,,2,,,,,1,,,,1,"Sun, Kuei","Maisberger, Matthew C",,,,,kxs147030,kuei sun
BUAN,6341,501,,6,6,7,5,4,,1,,,,,,1,"Sabir, Muhammad F","Srivastava, Smriti",,,,,mfs170430,muhammad sabir
BCOM,3200,5E1,,19,,1,4,,1,3,,,1,,,1,"Newcomb, Rebecca G",,,,,,rgn100020,rebecca newcomb
BUAN,6312,002,,14,5,4,6,,,,,,,,,1,"Zentner, Alejandro","Rupp, Anin D",,,,,axz051000,alejandro zentner
ATCM,2301,001,,23,,3,1,,1,,,,,,1,1,"Stewart, Michael C","Alzate, Catalina",,,,,mxs128231,michael stewart
ATCM,2302,001,5,13,2,5,2,,1,,,,,,1,1,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,,rwm061000,roxanne minnish
ATCM,3367,001,1,1,8,4,5,1,2,4,,1,1,,1,1,"Chandler, Adam W",,,,,,awc051000,adam chandler
CHEM,1111,110,5,20,3,,,,,,,,,,1,1,"Huang, Yu","Villones, Rhiza Lyne",,,,,yxh091220,yu huang
CHEM,1111,122,,21,5,2,,1,,,,,,,,1,"Qin, Yanping","Bhadran, Abhi",,,,,yxq083000,yanping qin
CHEM,1111,124,5,10,6,4,1,2,,,,,,,1,1,"Dissanayake, Dushanthi S","Perera, Alahendra Arachchige Sachini .",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,131,9,11,2,2,2,1,,,1,,,1,,1,"Abeykoon, Nimali C","Ball, Darby J",,,,,nxa124430,nimali abeykoon
CHEM,1111,138,3,10,8,4,2,,,,,,,1,1,1,"Hashami, Zohreh","Franciskovich, Matthew R",,,,,zxh088000,zohreh hashami
CHEM,2127,HN1,18,10,1,,,,,,,,,,,1,"Thompson, Christina M",,,,,,cmt120030,christina thompson
CHEM,2327,HN1,1,12,7,2,2,1,3,,1,,,,,1,"Biewer, Michael C",,,,,,biewerm,michael biewer
PHYS,2125,110,14,14,,,1,,,,,,,,,1,"Sun, Kuei","Zheng, Yangzi",,,,,kxs147030,kuei sun
PHYS,2126,101,6,18,2,1,1,1,,,,,,,,1,"Sun, Kuei","Kramer, Aaron A",,,,,kxs147030,kuei sun
PHYS,2126,105,3,11,8,5,,1,,,,,,,1,1,"Sun, Kuei","Kakani, Vivek M",,,,,kxs147030,kuei sun
ACCT,6353,001,,10,14,5,,,,,,,,,1,1,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher
ATCM,2335,501,1,7,,5,3,7,3,1,,,,,3,1,"Chiu, Yu-Kwong",,,,,,yxc161331,yu kwong chiu
CS,1337,502,6,2,4,2,,1,2,2,3,1,,,7,1,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins
BIOL,3102,002,3,12,2,2,4,1,1,2,,,2,1,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
MATH,1326,005,10,3,1,2,2,1,,3,,,1,,7,1,"Mussa, Derege",,,,,,dxm146130,derege mussa
