Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CS,4141,6U1,9,4,2,1,,1,,,,,,,,,,,,,"Nguyen, Nhut","Ocampo Diaz, Gerardo",,,,,nhutnn,nhut nguyen
CS,4141,6U2,3,7,6,,2,,,,,,,,,,,,,,"Nguyen, Nhut","Alshomar, Ahmad",,,,,nhutnn,nhut nguyen
CS,4337,0U1,4,7,3,7,7,3,1,5,1,2,1,1,2,,,,,,"Omer, Jalal S","Hatfield, Cody R","Zhao, Yichen",,,,cid021000,chris davis
CS,4341,0U1,,2,2,3,5,4,5,3,5,,10,2,,,,,,,"Nguyen, Nhut","Omidi, Zahra",,,,,nhutnn,nhut nguyen
CS,4347,0U2,6,4,2,2,9,2,5,3,5,1,3,,,,,,,,"Omer, Jalal S","Birashk, Amin","Mohan, Sudharssan T",,,,mgc013000,michael christiansen
CS,4348,0U1,1,5,4,6,6,3,,1,1,,1,,2,,,,,,"Prakash, Ravi","Nik Khah, Arman",Jishnu J,,,,sxb155530,
CS,4348,0U2,1,3,5,1,3,,,,,,1,,1,,,,1,,"Mittal, Neeraj","Sipai, Sushila",,,,,axg173030,neeraj mittal
CS,4349,0U1,,15,1,,12,,,2,,,1,,,,,,,,"Guo, Yunhui","Lu, Yangxiao",,,,,exc067000,ebru cankaya
CS,4352,0S1,10,7,,,,,,,,,,,,,,,,,"Orrick, Erika D",,,,,,edo042000,erika orrick
CS,4352,0W1,3,24,14,6,8,2,,1,,,,,,,,,1,,"Kumar, Pushpa S","Guo, Hung-Jui","Singhal, Yatharth",,,,edo042000,erika orrick
CS,4365,5U1,14,16,,8,4,3,2,2,,,,,1,,,,,,"Khan, Kamran Z","Mao, Ruiyu","Zhang, Yue",,,,kkhan,ziaullah khan
CS,4375,5U1,11,11,9,11,6,2,5,,,,,,,,,,,,"Nagar, Anurag","Wang, Guanghua","Su, Ke",,,,kkhan,ziaullah khan
CS,4376,0U1,1,2,3,4,2,3,2,3,2,,2,1,,,,,,,"Chung, Lawrence","Pham, To Kim Bao",,,,,mcp130030,mark paulk
CS,4384,0U1,,19,9,10,7,4,1,5,6,,1,,,,,,2,,"Davis, Chris I","Lee, Jaeseong","Xu, Ouyang",,,,cshields,charles shields
CS,4390,0U1,,4,2,4,6,5,6,1,2,1,,,3,,,,3,,"Gupta, Neeraj K","Das, Souvik","Rathnasuriya, Ravishka S",,,,kvl140030,khiem le
CS,4485,0W1,10,5,,,2,1,,,,,,,,,,,,,"Razo-Razo, Miguel Angel",,,,,,mrazora,miguel razo
CS,6301,0U1,,37,,,,,,,,,,,,,,,,,"Thuraisingham, Bhavani M","Bin Munir, Muhaimin",,,,,bxt043000,bhavani thuraisingham
CS,6314,0U1,,16,3,,,1,1,,,,,,,,,,,,"Karami, Gity","He, Kaiyu",,,,,gxk180009,gity karami
CS,6350,0U1,,10,6,2,,,,,,,,,,,,,,,"Nagar, Anurag","Su, Ke",,,,,axn112530,anurag nagar
CS,6364,0U1,,13,4,6,2,,,,,,,,,,,,,,"Schweitzer, Haim","Mao, Wei",,,,,haim,haim schweitzer
CS,6375,5U1,,8,4,2,5,1,,,,,,,,,,,1,,"Schweitzer, Haim","Mao, Wei",,,,,haim,haim schweitzer
CS,6375,MU1,,11,3,1,,,,,,,,,,,,,,,"Nagar, Anurag",,,,,,axn112530,anurag nagar
DANC,1305,0W1,,15,2,4,1,1,,1,,,,,1,,,,,,"Saba, Monica M",,,,,,msaba,monica saba
DANC,1310,0W1,7,14,,,5,,,1,,,,,1,,,,1,,"Johnson, Melissa A",,,,,,msaba,monica saba
DBUA,7415,SS1,,3,3,3,1,,,,,,,,,,,,,,"Singh, Harpreet",,,,,,hxs104000,harpreet singh
ECON,2301,0U1,4,1,,4,,,,2,1,1,2,,1,,,,,,"Islam, Azharul",,,,,,zxc151030,zhengyang chen
ECON,4381,0U1,1,3,1,1,4,,,2,,,,,,,,,,,"Grover, William C",,,,,,wcg071000,william grover
ECS,3390,051,4,3,2,3,3,,,,,,,,2,,,,,,"Glauser, Janece B",,,,,,lem150330,lindsay moore
ECS,3390,052,10,6,2,,,1,,,,,,,,,,,,,"Mckee-Williams, Candie D",,,,,,cxl085200,carie king
ECS,3390,091,10,3,1,,,,1,1,,,1,,,,,,,,"Scally, Deborah A",,,,,,das,deborah scally
ECS,3390,0S1,16,3,,,,,,,,,,,,,,,,,"Montgomery, Christina F",,,,,,cxr088000,christopher ryan
ECS,3390,0W1,,11,3,1,1,1,,,,,,,,,,,,,"Johnson, Janet L",,,,,,cxl085200,carie king
ECS,3390,0W2,1,8,1,2,1,2,1,1,,,,,,,,,,,"Johnson, Janet L",,,,,,das,deborah scally
ECSC,4078,0U1,,,,,,,,,,,,,,33,,,,,"Stewart, Mary Ann C",,,,,,mas051000,
ECSC,4V78,0U1,,,,,,,,,,,,,,12,,,,,"Stewart, Mary Ann C",,,,,,mas051000,
ECSC,5177,0U1,,,,,,,,,,,,,,,,,,102,"Stewart, Mary Ann C",,,,,,jda071000,mary ann stewart
ECSC,5179,0U1,,,,,,,,,,,,,1,,,,,66,"Stewart, Mary Ann C",,,,,,jda071000,mary ann stewart
EE,3161,0W1,,4,4,2,1,2,1,1,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,,rxm129730,rabah mezenner
EE,3202,0U1,,3,,3,2,2,,,,,,,,,,,1,,"Kiasaleh, Kamran","Tayeb Naimi, Shideh",,,,,kamran,kamran kiasaleh
EE,3302,0H1,1,,,,3,1,,1,1,,1,,2,,,,,,"Kehtarnavaz, Nasser","Dai, Jiazhi",,,,,nxk019000,nasser kehtarnavaz
EE,3311,5U1,,1,2,4,2,1,3,,,,,,1,,,,,,"Lee, Hoi","Yao, Yifan","Ghosh, Prosenjit Kumar",,,,cms057000,carl sechen
EE,4205,0U1,2,5,2,1,2,,1,2,,,1,,,,,,,,"Akin, Bilal","Jena, Sritam","Kim, Jeonghwan",,,,bxa123330,bilal akin
EE,4388,0U1,,6,9,1,2,,,,,,,,,,,,,,"Tacca, Marco",,,,,,dinesh,dinesh bhatia
EE,4389,0U1,3,7,,3,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,dinesh,dinesh bhatia
EEMF,6372,5U1,,8,4,,1,1,1,,,,,,,,,,,,"Tinker, Mark T",,,,,,mtinker,mark tinker
EEOP,6314,0W1,,13,,5,,,,,,,,,,,,,1,,"Tamil, Lakshman S",,,,,,laxman,lakshman tamil
ENGR,2300,0W1,2,6,11,2,6,3,3,1,2,1,1,1,1,,,,1,,"Al-Dhahir, Naofal M","Mahmoud, Mohamed H","Dhole, Sameer R",,,,bxa123330,bilal akin
ENGR,3300,0U1,,3,,5,12,6,3,9,2,,1,1,1,,,,,,"Ali, Mohammed Z","Xie, Hao",,,,,mohammed,ali mohammed
ENGR,3341,0U1,2,2,1,1,,4,1,,1,,,1,,,,,,,"Fonseka, John P","Hewawaduge, Dhanushki B",,,,,kjp,john fonseka
ENTP,3301,0U1,,2,7,10,2,2,2,1,,,,,,,,,,,"Nichols, Paul M",,,,,,sxg172931,steven guengerich
ENTP,3360,0W1,1,1,2,1,4,,,1,,,,,,,,,,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,4335,0W1,1,,2,2,1,5,2,,1,,,,,,,,,,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
ENTP,6370,0W1,,4,8,5,13,,,2,,,,,1,,,,,,"Kimzey, Jackie R","Liu, Yilin",,,,,jxk092000,jackie kimzey
ENTP,6375,5U1,,8,5,4,2,1,,,,,,,,,,,,,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENVR,2302,0W1,3,3,1,3,3,1,,,,,,,,,,,,,"Chowdhury, Yeamin Faria","Adeuga, Adewole M",,,,,arc131030,anthony cummings
EPPS,2302,0W1,5,1,5,1,1,3,1,,,,,,1,,,,,,"Noe, Ricardo","Thakar, Rahul A","Alfa, Victor L",,,,pva150330,prajakti akarte
EPPS,6300,051,,4,5,2,,,,,,,,,,,,,,,"Nevin, Andrew S","Medhi, Kashmiri",,,,,asn220005,
EPPS,6317,051,,31,,,,,,,,,,,,,,,,,"Qiu, Fang","Lyu, Haitao",,,,,ffqiu,fang qiu
FILM,1303,0W1,2,8,8,6,3,4,1,,1,,,,1,,,,,,"Prakash, Arya","Okwulogu, Maureen",,,,,nma160130,arya prakash
FILM,2332,051,6,2,2,1,,1,1,,,,,,,,,,1,,"Wellborn, Brecken H","Hay, Celia",,,,,bhw200001,brecken wellborn
FILM,2332,0W1,7,17,3,1,,1,2,1,,,,,2,,,,,,"Cooper, Dalton W",,,,,,cxd190016,clayton dillard
FIN,3300,0W1,,45,,,12,,,,,,1,,1,,,,,,"Lynch, Julie","Hu, Jiawei",,,,,jxl180030,julie lynch
FIN,3305,5U1,,3,,,6,,,1,,,,,,,,,,,"Lowrance, Daniel S",,,,,,jxl180030,julie lynch
FIN,3320,0U1,3,2,2,,1,,2,2,2,,,,,,,,,,"Park, Taeyoung",,,,,,jxm158130,jeffrey manzi
FIN,3320,0U2,4,2,,2,2,,1,,1,,2,,1,,,,,,"Hamzeh, Alireza",,,,,,jxm158130,jeffrey manzi
FIN,3320,0W1,2,6,7,,10,3,1,14,1,,2,,3,,,,1,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi
FIN,3320,0W2,,8,9,4,12,1,1,11,,,,,2,,,,,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi
FIN,3360,0W1,,2,9,8,14,3,,1,,,,,,,,,,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
FIN,3390,0U1,1,5,4,2,5,2,7,5,4,1,1,8,1,,,,,,"El-Ashmawi, Amal H",,,,,,ahe013000,amal el ashmawi
FIN,4080,091,,,,,,,,,,,,,,44,,,1,,"Nishi, Hirofumi",,,,,,sdp093020,
FIN,4080,0U1,,,,,,,,,,,,,,42,,,,,"Nishi, Hirofumi",,,,,,hxn210016,hirofumi nishi
FIN,4300,0U1,1,3,7,4,1,,,,,,,,,,,,1,,"Nguyen, Nam H",,,,,,swx170030,
FIN,4303,0U1,,2,,1,1,2,2,1,1,1,,,,,,,,,"Ballew, Gregory",,,,,,geb011100,gregory ballew
FIN,4310,0U1,,,2,,2,2,2,4,,1,,,,,,,,,"He, Jianyao",,,,,,jrm160330,jennifer murray
FIN,4V80,0U3,,,,,,,,,,,,,,30,,,,,"Nishi, Hirofumi",,,,,,hxn210016,hirofumi nishi
FIN,4V80,593,,,,,,,,,,,,,,25,,,,,"Nishi, Hirofumi",,,,,,hxn210016,hirofumi nishi
FIN,6301,0W1,,9,10,2,3,4,3,2,,,,,1,,,,3,,"Nishi, Hirofumi","Sadeghi, Ali",,,,,tday,theodore day
FIN,6301,XH1,,13,2,5,,,,,,,,,,,,,,,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6307,0W1,,7,3,1,5,2,,,,,,,,,,,,,"Ma, Liping","Zhang, Qiyan",,,,,lxm133730,liping ma
FIN,6308,0W1,,9,3,1,3,1,1,1,,,,,,,,,,,"Lewin, Peter",,,,,,plewin,peter lewin
FIN,6322,0W1,,18,3,1,4,1,,,,,,,,,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,6352,5U1,,4,6,2,4,1,1,1,,,,,,,,,,,"Davis, Richard L",,,,,,spring8,david springate
FIN,6353,5W1,,3,2,2,2,1,,,,,,,,,,,,,"Baranchuk, Nina","Chai, Maoyuan",,,,,nxb043000,nina baranchuk
FIN,6360,5W1,,10,1,1,2,,1,,,,,,,,,,,,"Kaur, Dupinderjeet","Chai, Maoyuan",,,,,dxk110730,dupinderjeet kaur
FIN,6V98,0U1,,,,,,,,,,,,,,,,,,16,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FTEC,6002,FW1,,,,,,,,,,,,,,,,,,13,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
FTEC,6V99,FW1,,16,,,,,,,,,,,,,,,,,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
GEOG,2302,0W1,2,4,3,2,1,,,,,,,,1,,,,,,"Chowdhury, Yeamin Faria","Adeuga, Adewole M",,,,,arc131030,anthony cummings
GEOG,2303,0W1,3,8,4,3,,,1,,,,,,1,,,,,,"Kulsum, Umme",,,,,,mtr018000,
GEOS,1303,0W1,8,3,6,3,2,,,,,1,,,,,,,,,"Griffin, William R","Karimi, Fatemeh",,,,,pujana,ignacio pujana
GEOS,2302,0W1,2,6,,,1,,1,,,,1,,1,,,,,,"Chowdhury, Yeamin Faria","Adeuga, Adewole M",,,,,arc131030,anthony cummings
GEOS,3300,0S1,1,5,2,5,2,1,,1,,,,,,,,,,,"Sickmann, Zachary","Butler, Kristina L",,,,,jwg102020,john geissman
GEOS,4300,0S1,,4,3,5,6,,,,,,,,,,,,,,"Sickmann, Zachary",,,,,,mxp180004,mortaza pirouz
GISC,6387,5U1,,14,1,,,,,,,,,,,,,,,,"Gamarra Pacheco, Jose A",,,,,,yxc070300,
GOVT,2305,0U1,3,3,3,,3,4,,,1,,,,,,,,,,"Shin, Hanna","Subramanian, Venkatesh","Pillai, Maitreyi M",,,,jgc130130,
GOVT,2305,0U2,2,4,10,5,2,1,,,,,,,,,,,,,"Chang, Gary","Zhao, Xingyuan","Singh, Sonali",,,,rjl140330,ryan lux
GOVT,2306,0U1,,10,6,5,,5,1,1,,,,,,,,,,,"Shafiq, Sadman","Dao, Minh T",,,,,ckc150230,sadman shafiq
GOVT,2306,0U2,7,7,16,3,3,,,2,,,,,,,,,1,,"Medhi, Kashmiri","Cincotta, Mamie G",,,,,cxg172030,carlos gutierrez mannix
HDCD,6370,0H1,,9,1,,,,,,,,,,,,,,,,"Bales, Alexandra H",,,,,,dme061000,donna ewing
HIST,1301,0W1,9,54,2,9,5,4,3,1,1,1,,,1,,,,,,"Pettengill, Ryan S","Armstrong, Jennifer J","Hill, Travis B",,,,jxs072200,jeffrey schulze
HIST,1302,0W1,7,29,17,6,5,6,3,2,2,1,1,2,1,,,,2,,"Schulze, Jeffrey M","Gee, Taylor N","Li, Ang","Tijani, Kehinde O",,,sdk200001,shulamith kang
HIST,4344,0W1,1,2,9,2,3,4,,,,,,,4,,,,1,,"Pfister, Debra H",,,,,,dhpf,debra pfister
HIST,4378,0W1,2,18,1,2,2,,1,,,,,,2,,,,,,"Pettengill, Ryan S",,,,,,rsp120030,ryan pettengill
HLTH,1301,0W1,,,2,4,1,,1,,,,1,,1,,,,,,"Baetge, Claire",,,,,,cxb170330,claire baetge
HLTH,3300,0U1,,1,5,5,7,3,3,4,3,,2,,,,,,,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HLTH,4304,0U1,,23,2,1,1,,,1,,,,,,,,,,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
HMGT,3301,0U1,1,3,4,,2,,,1,,,,,,,,,,,"Robb, Horace A",,,,,,hxr220017,horace robb
HMGT,3301,0W1,,47,,,1,,,,,,,,,,,,,,"Aubrey, Lea E",,,,,,lec110030,lea aubrey
HMGT,4090,091,,,,,,,,,,,,,,15,,,,,"Tesmer, Kristin M","Thurgood, Keith L",,,,,kmj063000,kristin tesmer
HMGT,4090,0U1,,,,,,,,,,,,,,10,,,,,"Tesmer, Kristin M","Thurgood, Keith L",,,,,kmj063000,kristin tesmer
HMGT,6320,CH1,,26,1,,,,,,,,,,,,,,,,"Jacob, Stephen B",,,,,,,stephen jacob
HMGT,6325,0W2,,22,5,2,1,,,,,,,,,,,,1,,"Thurgood, Keith L","Huang, He",,,,,klt160130,keith thurgood
HMGT,6331,5U1,,12,,,4,,,,,,,,,,,,,,"Malaise, Michael",,,,,,mhm130430,michael malaise
HMGT,6401,AH1,,39,,,,,,,,,,,,,,,,,"Kaiser, Robert C","Taylor, Donald E","Mccracken, John F",,,,,robert kaiser
HMGT,6402,AH1,,38,,,,,,,,,,,,,1,,,,"Mccracken, John F","Taylor, Donald E","Convery, Paul",,,,,john mccracken
HMGT,6412,AH1,,18,,,,,,,,,,,,,,,,,"Taylor, Donald E",,,,,,det190000,donald taylor
HUMA,1301,0S1,5,3,1,1,,,,,,,,,1,,,,,,"Warren, Shilyh J","Bennett, Jason H",,,,,sjw120030,shilyh warren
IMS,3310,0U1,3,18,2,11,14,1,,6,1,,,,,,,,,,"Henderson, Thomas C",,,,,,xxl133730,
IMS,6316,GW1,,3,4,3,3,,,,,,,,,,,,1,,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte
IMS,6354,GW1,,18,1,,2,,,,,,,,,,,,,,"Svatek, Samantha",,,,,,,samantha svatek
IMS,6360,0W1,,22,19,5,7,1,1,1,,,,,,,,,1,,"Skuza, Agnieszka","Shen, Jia",,,,,kxs014600,kurt siklar
IMS,6365,0W1,,14,7,10,9,3,2,1,,,,,,,,,,,"Musekura, Celestin",,,,,,wolduh,habte woldu
IMS,6365,AW1,,10,1,,,,1,,,,,,,,,,,,"Dowse, Eileen",,,,,,,eileen dowse
IMS,6365,CW1,,21,2,,,,,,,,,,,,,,,,"Skuza, Agnieszka",,,,,,,agnieszka skuza
ISIS,3335,0W1,9,7,12,3,2,,,,,,,,,,,,1,,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa
ISNS,2359,0W1,73,13,7,3,3,2,,2,3,,,,5,,,,,,"Pujana, Ignacio","Karimi, Fatemeh",,,,,pxs077000,prabin shilpakar
ISNS,2367,0W1,19,27,7,3,6,2,1,2,2,,2,,3,,,,,,"Pujana, Ignacio","Crowley, Clinton W",,,,,pujana,ignacio pujana
ISNS,2367,0W2,7,18,14,2,8,1,1,,,,,,1,,,,,,"Pujana, Ignacio","Crowley, Clinton W",,,,,pujana,ignacio pujana
ITSS,3300,5U1,,11,12,12,9,4,2,3,,,1,,1,,,,1,,"Owens, Sean M","Ghosh, Debapratim",,,,,jxs124931,
ITSS,3311,5U1,,5,3,3,4,2,2,3,,,,,1,,,,,,"Maru, Vatsal K","Anand, Punya I",,,,,yxk130930,yeongin kim
ITSS,3390,5U1,1,2,3,3,3,2,1,,,2,,,,,,,,,"Neal, Angela","Liu, Yihong",,,,,vxa081000,vivek arora
ITSS,4090,091,,,,,,,,,,,,,,125,,,,,"Stephens, Timothy G",,,,,,bxk162230,timothy stephens
ITSS,4090,0U1,,,,,,,,,,,,,,112,,,,,"Stephens, Timothy G",,,,,,tgs170130,timothy stephens
ITSS,4300,5U1,1,5,7,15,4,12,9,2,1,2,1,,,,,,,,"Ceverha, Paul W","Pujari, Shrutika",,,,,dmo130130,dawn owens
ITSS,4330,5U1,1,6,5,7,10,11,3,1,3,,2,,,,,,,,"Khan, Taimur A","Liu, Yihong",,,,,nxi110630,naser islam
ITSS,4340,0U1,,2,3,,4,3,3,6,,,,,,,,,,,"Thompson, Luell O",,,,,,lot013000,luell thompson
ITSS,4351,5U1,,47,,2,,,1,,,,,,,,,,,,"Johnston, Walter L",,,,,,gxs150130,gaurav shekhar
ITSS,4352,5U1,,5,10,6,7,4,1,1,,,,,1,,,,,,"Neal, Angela","Liu, Yihong",,,,,aan052000,angela neal
ITSS,4360,5U1,1,2,5,1,2,8,2,3,2,,,,,,,,,,"Ginevich, Rostislav A","Goswami, Garima",,,,,ndt180001,nambi thirumalai
ITSS,4370,5U1,,4,3,10,20,10,2,3,1,,,,,,,,,,"Young, John G",,,,,,jgy190000,john young
ITSS,4381,5U1,,8,14,6,14,1,6,2,,1,,,,,,,,,"Maru, Vatsal K","Anand, Punya I",,,,,vkm220000,vatsal maru
ITSS,4V90,0U3,,,,,,,,,,,,,,10,,,,,"Stephens, Timothy G",,,,,,tgs170130,timothy stephens
LIT,1301,0W1,17,5,,2,1,,,,,,,,,,,,2,,"Ingrao, Peter J",,,,,,jingrao,peter ingrao
LIT,3319,0W1,10,2,,,1,,,1,,,,,,,,,,,"Ingrao, Peter J",,,,,,mlm160630,manuel martinez
LIT,3330,0W1,4,4,2,4,3,,,,,,,,,,,,,,"Saunders, Joy",,,,,,jxa230004,
MAS,6102,051,,,,,,,,,,,,,,,,,1,14,"An, Constance",,,,,,nxj121730,neil johnson
MAS,6V98,0U1,,,,,,,,,,,,,,,,,,30,"Widdifield, David S","Fierst, John",,,,,dsw180001,david widdifield
MATH,1314,0S1,4,5,,1,1,1,,,,,,,1,,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado
MATH,1325,0U1,3,1,2,,1,,3,3,,,5,,4,,,,2,,"Biswas, Saikat","Goni, Hazera","Pathirana, Menu H",,,,hxg190020,huizhen guo
MATH,1325,551,1,1,3,1,2,,,1,,,,,1,,,,,,"Patel, Jigarkumar S","Harikumar, Rohin",,,,,jsp061000,jigarkumar patel
MATH,1326,091,1,1,1,1,1,1,,,,,,1,3,,,,1,,"Patel, Jigarkumar S","Khandelwal, Abinash",,,,,jsp061000,jigarkumar patel
MATH,1326,0U1,2,2,2,3,,3,3,1,2,1,,1,2,,,,3,,"Mussa, Derege H","Zafar, Safi Ur Rahman","Zhu, Weixi",,,,cxl109120,changsong li
MATH,2312,0U1,1,2,2,3,3,1,,1,,1,,,,,,,,,"Duruoha, Adannah","Kudasinghe Patabendi Gedara He, Rachindra V","Tamim, Mohammad Ali",,,,kxa143530,kelly aman
MATH,2413,051,,2,1,2,2,3,1,1,1,,,,3,,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
MATH,2413,0U1,1,,2,3,3,2,4,1,,2,1,1,1,,,,1,,"Rakotomalala, Diarisoa Mihaja Andriamanisa","Cao, Jianpeng","Cash, Cole S",,,,mma110020,mohammad akbar
MATH,2414,0U1,1,1,,3,5,5,5,,5,1,7,,5,,,,,,"Aman, Kelly C","Ramarolahy, Rija Tonny Christian","Rajapakshage, Himasha Miurangi W","Stack, Jason C","Taskin, Fariha",,kxa143530,kelly aman
MATH,2415,0U2,3,4,,1,4,1,,1,1,,,,1,,,,,,"Makarenkov, Oleg",,,,,,mma110020,mohammad akbar
MATH,2417,0U1,,,1,2,2,2,1,,1,,1,,1,,,,,,"Sultana, Nasrin","Alabbadi, Ismail","Abbadi, Soufiane",,,,mka120030,mohammad ahsan
MATH,2418,0U1,1,1,1,1,2,3,6,,,,1,,1,,,,,,"Adabrah, Anani Komla",,,,,,rxd153030,rabin dahal
MATH,2418,0U2,7,5,1,7,2,6,1,2,2,1,1,,3,,,,1,,"Murza, Adrian C","Ghanem, Ziad G","He, Meng","Liu, Jingzhou","Sarkar, Soham","Mrad, Preskella",rxd153030,rabin dahal
MATH,2419,0U1,,2,,,1,,,2,12,,,,1,,,,,,"Eydelzon, Anatoly","Yang, Jie","Tong, Ran",,,,axe031000,anatoly eydelzon
MATH,2420,0U1,4,4,7,1,1,2,,2,4,,1,,2,,,,,,"Paudel, Ajaya B",,,,,,vish,viswanath ramakrishna
MATH,3351,0U1,3,3,1,2,1,1,3,,,1,1,,3,,,,1,,"Ramakrishna, Viswanath","Murad, Mohammad Hassan",,,,,axe031000,anatoly eydelzon
MECH,2330,051,,1,1,,2,1,2,2,1,1,,1,3,,,,,,"Thamban, P L Stephan",,,,,,stephan,p l stephan thamban
MECH,3105,1W1,,4,1,2,1,,1,1,3,,2,,,,,,1,,"Rios, Oziel",,,,,,oxr106020,oziel rios
MECH,3305,0W1,,1,3,1,1,1,2,3,1,,1,,,,,,,,"Rios, Oziel",,,,,,dzf091000,dani fadda
MECH,3315,0U1,,6,1,3,2,1,,,,,,,1,,,,,,"Anderson, William C",,,,,,sxl139330,stefano leonardi
MECH,3320,0W1,4,3,3,3,7,4,3,3,7,,,1,1,,,,,,"Fadda, Dani Z","Rahimi, Hootan",,,,,xxd161630,xianming dai
MECH,3340,0W1,1,5,1,3,5,2,3,1,3,,1,,2,,,,1,,"Park, Wooram","Rahimi, Hootan",,,,,wxp103020,wooram park
MECH,3350,0W1,2,1,6,1,1,1,1,4,1,,,1,1,,,,,,"Rios, Oziel",,,,,,wxp103020,wooram park
MECH,3351,0H1,4,1,,8,5,3,2,3,2,,,,2,,,,,,"Malik, Arif S",,,,,,axm154531,arif malik
MECH,4340,0W1,,7,1,,11,7,2,2,1,,,,1,,,,,,"Park, Wooram",,,,,,wxp103020,wooram park
MECH,4381,0U1,,2,15,17,6,5,,2,,,,,1,,,,,,"Hart, Robert A","Tjahjono, Nathaniel S",,,,,rxh124630,robert hart
MECH,4382,0U1,3,12,,4,,,,,,,,,,,,,,,"Hart, Robert A",,,,,,rxh124630,robert hart
MECH,6V95,0U1,,10,,,,,,,,,,,,,,,,,"Qian, Dong","Fadda, Dani Z",,,,,jxs200065,joshua summers
MECO,6303,0W1,,17,6,10,6,4,1,2,,,,,,,,,,,"Lewin, Peter","Sadeghi, Ali",,,,,plewin,peter lewin
MECO,6303,AW1,,12,3,3,1,,,,,,,,,,,,,,"Kiser, Stephen L",,,,,,slk012100,stephen kiser
MIS,6009,091,,,,,,,,,,,,,,,,,,23,"Thouin, Mark F",,,,,,mxt083000,mark thouin
MIS,6009,0U1,,,,,,,,,,,,,,,,,,98,"Thouin, Mark F",,,,,,mxt083000,mark thouin
MIS,6308,0W1,,18,4,1,14,,,,,,,,,,,,1,,"Raghunathan, Srinivasan","Chen, Luoying",,,,,sraghu,srinivasan raghunathan
MIS,6308,5U1,,9,5,1,3,2,,,,,,,,,,,,,"Sivaramakrishnan, Sriram","Chen, Luoying",,,,,nxi110630,naser islam
MIS,6313,5W1,,28,13,3,3,,,,,,,,,,,,,,"Sivaramakrishnan, Sriram","Sun, Kai",,,,,sxs230045,sriram sivaramakrishnan
MIS,6313,GW1,,13,10,8,4,,,,,,,,,,,,2,,"Wiant, Russell",,,,,,,russell wiant
MIS,6326,0W1,,6,4,1,1,,,,,,,,,,,,,,"Ryu, Young U","Goswami, Garima",,,,,ryoung,young ryu
MIS,6330,5U1,,2,3,7,2,2,,,,,,,,,,,,,"Shroff, Tejas N","Goswami, Garima",,,,,nxh141030,nate howe
MIS,6344,0W1,,4,7,6,4,,,,,,,,,,,,,,"Mehra, Amit","Chen, Luoying",,,,,axm078200,amit mehra
MIS,6349,5U1,,6,13,1,,,,,,,,,,,,,,,"Shroff, Tejas N","Pujari, Shrutika",,,,,tns190000,tejas shroff
MIS,6363,0W1,,31,3,2,3,2,,2,,,,,3,,,,,,"Calisir, Engin","Goswami, Garima",,,,,exc030100,engin calisir
MIS,6380,0U1,,3,4,4,,,,,,,,,,,,,,,"Islam, Naser","Anand, Punya I",,,,,nxi110630,naser islam
MIS,6382,5W1,,8,7,5,6,,,,,,,,,,,,,,"Neouchi, Rabih","Anand, Punya I",,,,,rxn200012,rabih neouchi
MIS,6V98,0U1,,,,,,,,,,,,,,,,,,28,"Thouin, Mark F",,,,,,mxt083000,mark thouin
MKT,3300,0U1,9,7,5,3,3,2,,1,,,,,1,,,,,,"Chiong, Khai X",,,,,,jmg171130,jerome gafford
MKT,3300,0U2,7,8,,1,,,,,,,,,1,,,,1,,"Chiong, Khai X",,,,,,sxa130731,semiramis amirpour
MKT,3300,0W1,,9,5,8,13,2,6,4,,,,,1,,,,,,"Wu, Fang","Miao, Jin",,,,,pxp030100,parneet pahwa
MKT,3330,0U1,,7,3,1,,1,2,1,,,,,1,,,,,,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
MKT,4090,091,,,,,,,,,,,,,,28,,,,,"Haworth, Julie B",,,,,,haworth,julie haworth
MKT,4090,0U1,,,,,,,,,,,,,,20,,,1,,"Haworth, Julie B",,,,,,haworth,julie haworth
